"","Date","Rainfall_Settefrati","Temperature_Settefrati","Flow_Rate_Madonna_di_Canneto"
"657",2016-12-28,0,7.3,296.6075439
"658",2016-12-29,0,2.15,296.6075439
"659",2016-12-30,0,1.1,296.6075439
"660",2016-12-31,0,2.5,296.6075439
"661",2017-01-01,0,3.35,296.6075439
"662",2017-01-02,0,3.7,296.6075439
"663",2017-01-03,15,4.2,296.6075439
"664",2017-01-04,0,4.35,296.6075439
"665",2017-01-05,6.8,1.9,296.6075439
"666",2017-01-06,0,-4.3,296.6075439
"667",2017-01-07,2.2,-4.9,296.6075439
"668",2017-01-08,2,-3.2,296.6075439
"669",2017-01-09,1.4,-0.4,296.6075439
"670",2017-01-10,0,-2,296.6075439
"671",2017-01-11,0,-2.35,296.6075439
"672",2017-01-12,5.8,1.05,296.6075439
"673",2017-01-13,28.6,3.1,296.6075439
"674",2017-01-14,0.8,0.35,296.6075439
"675",2017-01-15,0,0.5,296.6075439
"676",2017-01-16,0,2.45,296.6075439
"677",2017-01-17,4.4,2.25,296.6075439
"678",2017-01-18,10,2.45,296.6075439
"679",2017-01-19,0,3.7,296.6075439
"680",2017-01-20,0,3.9,296.6075439
"681",2017-01-21,0,5.15,296.6075439
"682",2017-01-22,0,7.15,296.6075439
"683",2017-01-23,2.8,6.65,296.6075439
"684",2017-01-24,0.8,4.8,296.6075439
"685",2017-01-25,0,6.1,296.6075439
"686",2017-01-26,0,3.3,296.6075439
"687",2017-01-27,0,4.25,296.6075439
"688",2017-01-28,0,5.35,296.6075439
"689",2017-01-29,0,4.4,296.6075439
"690",2017-01-30,0,4.55,296.6075439
"691",2017-01-31,0,5.8,296.6075439
"692",2017-02-01,1.4,6.8,296.6075439
"693",2017-02-02,0,7.05,296.6075439
"694",2017-02-03,2,8.4,296.6075439
"695",2017-02-04,5,9.15,296.6075439
"696",2017-02-05,15.8,8.55,296.6075439
"697",2017-02-06,30,5.9,296.6075439
"698",2017-02-07,3.6,6.35,296.6075439
"699",2017-02-08,0.2,6.85,296.6075439
"700",2017-02-09,1.2,5.55,296.6075439
"701",2017-02-10,2.6,8.05,296.6075439
"702",2017-02-11,0,7.85,296.6075439
"703",2017-02-12,0,8.15,296.6075439
"704",2017-02-13,0,8.15,296.6075439
"705",2017-02-14,0,7.1,296.6075439
"706",2017-02-15,0,6.95,296.6075439
"707",2017-02-16,0,8.1,296.6075439
"708",2017-02-17,0,7.1,296.6075439
"709",2017-02-18,6.4,4.95,296.6075439
"710",2017-02-19,0,5.1,296.6075439
"711",2017-02-20,0,5.3,NA
"712",2017-02-21,0,5.5,294.6357144
"713",2017-02-22,0,6.85,293.9973594
"714",2017-02-23,0,8.35,294.4337821
"715",2017-02-24,3.8,8,294.8220141
"716",2017-02-25,2.8,9.05,294.553379
"717",2017-02-26,0,9.55,292.2914823
"718",2017-02-27,0,9.8,291.2113498
"719",2017-02-28,0.6,8.4,291.1961533
"720",2017-03-01,2,8.8,288.6040936
"721",2017-03-02,0,8.85,289.8963593
"722",2017-03-03,0,9.55,288.7451165
"723",2017-03-04,2.2,10,288.6375582
"724",2017-03-05,25.7,5.85,288.6189608
"725",2017-03-06,23.2,8.85,288.0262688
"726",2017-03-07,10.8,5.6,287.5579163
"727",2017-03-08,0,8.4,286.4191484
"728",2017-03-09,0,10.55,286.6520425
"729",2017-03-10,1.4,10.85,287.2223413
"730",2017-03-11,0.2,7.35,286.7405164
"731",2017-03-12,0,6.8,286.399731
"732",2017-03-13,0,8.7,286.5646176
"733",2017-03-14,0,8.65,286.721999
"734",2017-03-15,0,8.25,286.8243296
"735",2017-03-16,0,9.65,286.9755518
"736",2017-03-17,0,11.5,287.7310898
"737",2017-03-18,0,10.1,288.4987318
"738",2017-03-19,0,10.3,288.6876497
"739",2017-03-20,0,12.95,288.0903892
"740",2017-03-21,0,13.05,287.5985477
"741",2017-03-22,0,13.5,287.1178523
"742",2017-03-23,0,13.1,287.096405
"743",2017-03-24,0,14.65,287.2597449
"744",2017-03-25,0,15.5,287.2629576
"745",2017-03-26,2.4,12.05,287.231903
"746",2017-03-27,8.2,7.35,228.3064201
"747",2017-03-28,0,8.55,286.7941969
"748",2017-03-29,0,11.55,286.2979825
"749",2017-03-30,0,14.65,284.8807108
"750",2017-03-31,0,15.2,286.3353148
"751",2017-04-01,0,13.6,286.4176215
"752",2017-04-02,5.2,11.45,286.4550274
"753",2017-04-03,12,9.55,285.9679685
"754",2017-04-04,2.4,11.6,286.0038407
"755",2017-04-05,14.5,11.75,286.3253924
"756",2017-04-06,12.4,10.7,286.4090661
"757",2017-04-07,0,10.55,286.4779599
"758",2017-04-08,0,12.9,NA
"759",2017-04-09,0,14.3,NA
"760",2017-04-10,0,14.85,NA
"761",2017-04-11,5.6,14.25,286.7788145
"762",2017-04-12,0.6,13.95,286.5581728
"763",2017-04-13,0.2,13.75,286.7820897
"764",2017-04-14,0,13.55,286.9291191
"765",2017-04-15,0,13.25,287.0298257
"766",2017-04-16,2,13.95,287.1842157
"767",2017-04-17,1,13.45,286.9272408
"768",2017-04-18,3,9.95,286.5719101
"769",2017-04-19,1.4,4.75,286.3109447
"770",2017-04-20,0,4.55,286.2038549
"771",2017-04-21,0,5.1,286.4562949
"772",2017-04-22,0,7.55,286.5600502
"773",2017-04-23,0,10.7,284.8843918
"774",2017-04-24,0,11.1,285.1916656
"775",2017-04-25,0,12.1,285.1545672
"776",2017-04-26,0,12.55,285.7000854
"777",2017-04-27,10.4,12.75,285.1102184
"778",2017-04-28,33.4,9.45,284.6511823
"779",2017-04-29,2.4,11.6,284.4912565
"780",2017-04-30,0,11.7,284.5599713
"781",2017-05-01,0,11.95,284.6909107
"782",2017-05-02,0,13.6,284.4700232
"783",2017-05-03,3.4,13.25,284.4801366
"784",2017-05-04,0,13.75,284.8436189
"785",2017-05-05,0.4,15.4,284.7121872
"786",2017-05-06,0.8,14.55,283.6812059
"787",2017-05-07,1.6,12.6,284.9365926
"788",2017-05-08,33.5,11.85,284.8356846
"789",2017-05-09,25.7,11.55,284.7405973
"790",2017-05-10,0,13.65,284.1667391
"791",2017-05-11,0.2,16.85,282.0025983
"792",2017-05-12,0.2,19.05,282.0004384
"793",2017-05-13,0,17.35,282.2620847
"794",2017-05-14,0,16.7,283.2068881
"795",2017-05-15,16.4,17.1,283.1913106
"796",2017-05-16,0,16.3,281.3795277
"797",2017-05-17,0,17.6,284.6136579
"798",2017-05-18,0,17.95,286.807341
"799",2017-05-19,0,18.15,282.6753369
"800",2017-05-20,15.3,14.15,283.5875968
"801",2017-05-21,0.2,12.25,285.533332
"802",2017-05-22,0,16.4,286.385509
"803",2017-05-23,32.4,17.4,286.6528776
"804",2017-05-24,0.2,17.5,286.4237583
"805",2017-05-25,4,16.2,286.626628
"806",2017-05-26,0,15.2,285.6512042
"807",2017-05-27,0,16.35,286.6524543
"808",2017-05-28,0,18.35,287.0288509
"809",2017-05-29,0,18.15,286.0659397
"810",2017-05-30,0,19.1,286.8284478
"811",2017-05-31,0,19.75,286.9017084
"812",2017-06-01,0,19.95,286.8994982
"813",2017-06-02,0,19.05,286.8279301
"814",2017-06-03,0,19.6,286.9073408
"815",2017-06-04,0,20.35,286.8792179
"816",2017-06-05,0,20.95,286.2812319
"817",2017-06-06,2,18.3,285.5820478
"818",2017-06-07,0,18.45,286.3643435
"819",2017-06-08,0,19.65,286.8675473
"820",2017-06-09,0,20.15,286.3751004
"821",2017-06-10,0.4,21.2,286.3869403
"822",2017-06-11,0,21.2,286.292739
"823",2017-06-12,0,20.85,285.3902438
"824",2017-06-13,0,22.8,285.6013106
"825",2017-06-14,0,23.05,287.1723989
"826",2017-06-15,0,23.45,287.7770801
"827",2017-06-16,0,23.4,288.3820554
"828",2017-06-17,19.6,22.05,289.0467915
"829",2017-06-18,0,18.95,286.2061508
"830",2017-06-19,0,19.6,289.3061664
"831",2017-06-20,0,21.9,289.9236996
"832",2017-06-21,0,22.4,290.5236353
"833",2017-06-22,15.2,23.3,290.9879992
"834",2017-06-23,0,23.1,291.287717
"835",2017-06-24,0,23.2,291.6549225
"836",2017-06-25,0,23.85,292.2848459
"837",2017-06-26,1.6,23.6,292.9121432
"838",2017-06-27,0,24.4,293.5574946
"839",2017-06-28,0.6,23.1,292.9867285
"840",2017-06-29,0.4,22.2,294.439253
"841",2017-06-30,0,22.1,293.4865359
"842",2017-07-01,0.4,19.6,295.2287558
"843",2017-07-02,11,19.1,294.3056068
"844",2017-07-03,0,19.1,294.4049237
"845",2017-07-04,0,21.85,295.6234193
"846",2017-07-05,0,24.3,295.7802416
"847",2017-07-06,0,25.2,295.7118199
"848",2017-07-07,0,25.9,295.8198748
"849",2017-07-08,0,25.85,294.5402742
"850",2017-07-09,0,26.2,294.6120884
"851",2017-07-10,0,26.05,295.4342903
"852",2017-07-11,0,25.55,293.061802
"853",2017-07-12,0,26,295.5889382
"854",2017-07-13,0,26,295.6714632
"855",2017-07-14,31,23.85,295.5815736
"856",2017-07-15,24.4,21.65,295.654385
"857",2017-07-16,0.2,19.35,294.8660635
"858",2017-07-17,0,20.2,295.3509172
"859",2017-07-18,0,21.55,295.5021917
"860",2017-07-19,0,23.05,295.5510162
"861",2017-07-20,0,23.4,295.4842514
"862",2017-07-21,0,25.3,294.6025575
"863",2017-07-22,0,24.9,282.3087938
"864",2017-07-23,0,24.8,295.507095
"865",2017-07-24,0,23.95,295.5224008
"866",2017-07-25,6.6,20.25,295.4739713
"867",2017-07-26,1.2,19.15,295.4049869
"868",2017-07-27,0,19.95,295.4620642
"869",2017-07-28,0,21.65,295.6943411
"870",2017-07-29,0,23,295.2042661
"871",2017-07-30,0,25.2,295.2317944
"872",2017-07-31,0.2,27.65,295.2068845
"873",2017-08-01,0,29,295.1331078
"874",2017-08-02,0,30.4,293.9302794
"875",2017-08-03,0,31.1,290.9154834
"876",2017-08-04,0,30.9,283.0075508
"877",2017-08-05,0,30.2,279.5458599
"878",2017-08-06,0,28.05,279.8957451
"879",2017-08-07,0,29,279.7595772
"880",2017-08-08,0,28.45,277.8994841
"881",2017-08-09,0,28.95,277.0360834
"882",2017-08-10,0,29.15,274.3462127
"883",2017-08-11,0,21.55,267.7377837
"884",2017-08-12,13.8,18.3,264.2501785
"885",2017-08-13,0,20.5,262.9659385
"886",2017-08-14,0,22.3,258.2781131
"887",2017-08-15,0,24.45,253.5163356
"888",2017-08-16,0,25.5,250.2996651
"889",2017-08-17,0,26.45,243.9294081
"890",2017-08-18,0,26.1,238.4788856
"891",2017-08-19,0,26.2,236.29466
"892",2017-08-20,0,24.05,235.6796515
"893",2017-08-21,0,22.1,232.925275
"894",2017-08-22,0,20.5,229.5237129
"895",2017-08-23,0,21.85,226.5963731
"896",2017-08-24,0,24.05,224.7165013
"897",2017-08-25,0,25.6,221.4396477
"898",2017-08-26,0,26.15,218.5505516
"899",2017-08-27,0,27.75,216.0797671
"900",2017-08-28,0,26.85,214.7309782
"901",2017-08-29,0,25.55,214.7884687
"902",2017-08-30,0,23.6,215.1568446
"903",2017-08-31,0,24.95,215.0094137
"904",2017-09-01,14.3,22.4,213.8891335
"905",2017-09-02,1.6,17.4,213.1538985
"906",2017-09-03,4.4,14.75,212.3904338
"907",2017-09-04,0,17.05,211.4447939
"908",2017-09-05,0,18.9,210.179778
"909",2017-09-06,0,19.7,208.0344701
"910",2017-09-07,0,19.05,205.6504871
"911",2017-09-08,0,18.9,204.5712843
"912",2017-09-09,0,18.9,203.0262324
"913",2017-09-10,140.8,18.4,201.074759
"914",2017-09-11,59,15.1,201.2940017
"915",2017-09-12,0.4,17.4,226.2879877
"916",2017-09-13,0,16.7,226.6333135
"917",2017-09-14,0,16.3,277.0259161
"918",2017-09-15,0,18.85,295.1912375
"919",2017-09-16,18.5,18.6,295.3685273
"920",2017-09-17,6.1,16.15,295.4254199
"921",2017-09-18,0,14.7,295.3121914
"922",2017-09-19,6.8,15.1,295.2307668
"923",2017-09-20,0,12.3,294.7356512
"924",2017-09-21,0,13.3,295.4362748
"925",2017-09-22,0,14.75,295.4287785
"926",2017-09-23,0,15.55,295.4936659
"927",2017-09-24,0,15.1,295.6846599
"928",2017-09-25,10.9,15.55,297.4706399
"929",2017-09-26,0.2,14.7,300.1609827
"930",2017-09-27,0,16.1,293.180223
"931",2017-09-28,0,16.25,283.4949026
"932",2017-09-29,0,15.75,276.621375
"933",2017-09-30,0,14.7,272.0087977
"934",2017-10-01,0.4,15.3,268.876855
"935",2017-10-02,3.8,16.4,267.9028469
"936",2017-10-03,0,15.75,260.1447579
"937",2017-10-04,0,17.65,253.2624411
"938",2017-10-05,0,17.5,247.0525727
"939",2017-10-06,1.6,15.05,241.5658211
"940",2017-10-07,0.2,10.25,238.459451
"941",2017-10-08,0,10.8,238.1181244
"942",2017-10-09,0,13.15,236.1307907
"943",2017-10-10,8.6,15.45,233.2128962
"944",2017-10-11,0,14.8,230.6181642
"945",2017-10-12,0,15.45,222.6385603
"946",2017-10-13,0,15.5,221.109459
"947",2017-10-14,0,16.9,217.321754
"948",2017-10-15,0,18.6,214.98615
"949",2017-10-16,0,18.55,214.1284568
"950",2017-10-17,0,17.95,210.6439685
"951",2017-10-18,0,16.55,207.3730029
"952",2017-10-19,0,15.25,206.952423
"953",2017-10-20,0,15.6,206.6616075
"954",2017-10-21,0,15,206.0835421
"955",2017-10-22,8.6,13.05,205.046426
"956",2017-10-23,0,9.5,203.7935019
"957",2017-10-24,0.4,10.5,205.4080954
"958",2017-10-25,0,12.95,204.3229594
"959",2017-10-26,0,13.85,202.3476804
"960",2017-10-27,0,13.15,205.2315404
"961",2017-10-28,0,11.8,205.4200869
"962",2017-10-29,0,10.4,203.7224704
"963",2017-10-30,0,12.1,202.4208462
"964",2017-10-31,0,11.75,201.1240064
"965",2017-11-01,0,10.3,197.7404036
"966",2017-11-02,0,11,194.0916033
"967",2017-11-03,4.8,8.95,191.8933704
"968",2017-11-04,0,12.45,190.6589389
"969",2017-11-05,26.4,12.15,189.0161411
"970",2017-11-06,32.5,8.9,187.7531821
"971",2017-11-07,11.8,7.3,216.111071
"972",2017-11-08,0.2,7.95,223.9227733
"973",2017-11-09,0.2,9.95,221.54346
"974",2017-11-10,0.2,11.5,217.5781139
"975",2017-11-11,0,10.75,217.719509
"976",2017-11-12,1.6,10.45,221.7249337
"977",2017-11-13,22.3,6.1,225.4145992
"978",2017-11-14,10.2,5.55,259.3897386
"979",2017-11-15,9.6,7.75,295.1046023
"980",2017-11-16,0.4,9.05,294.4036907
"981",2017-11-17,0,10.6,295.9801211
"982",2017-11-18,0,8.5,295.7582796
"983",2017-11-19,0,7.35,295.5100706
"984",2017-11-20,0,6.7,295.4729666
"985",2017-11-21,0,8.05,295.5459414
"986",2017-11-22,0,9.8,295.7672228
"987",2017-11-23,0,9.65,295.7806701
"988",2017-11-24,0,8.3,295.7173852
"989",2017-11-25,1.6,10.05,295.5485176
"990",2017-11-26,8,7.15,294.1446548
"991",2017-11-27,0,3.45,295.1757923
"992",2017-11-28,0,2.6,295.3606553
"993",2017-11-29,70.7,6.45,295.3044281
"994",2017-11-30,10,6.85,294.94456
"995",2017-12-01,0.2,4.2,292.2808907
"996",2017-12-02,0,3.6,289.3765766
"997",2017-12-03,3.4,4.25,290.2921898
"998",2017-12-04,0.2,3.55,290.513619
"999",2017-12-05,0,4.5,290.4948093
"1000",2017-12-06,0,6.1,290.2257957
"1001",2017-12-07,0,4.5,289.1983236
"1002",2017-12-08,4.4,5.5,289.7843458
"1003",2017-12-09,10.2,2.2,289.5708477
"1004",2017-12-10,1.6,0.55,288.9780702
"1005",2017-12-11,38.8,7.05,289.0147123
"1006",2017-12-12,14,9.15,281.715168
"1007",2017-12-13,20.4,6.15,285.1038584
"1008",2017-12-14,18.2,5.1,285.3618903
"1009",2017-12-15,63.7,7.9,285.4003997
"1010",2017-12-16,3.6,4.9,283.3420542
"1011",2017-12-17,2.6,4.05,286.5973183
"1012",2017-12-18,0,1.75,287.4071353
"1013",2017-12-19,0,0.7,287.2590029
"1014",2017-12-20,0,0.7,287.3006026
"1015",2017-12-21,0,1.1,286.8537558
"1016",2017-12-22,0,4.35,286.4238177
"1017",2017-12-23,0,7.65,286.3746886
"1018",2017-12-24,0,8.2,286.3188714
"1019",2017-12-25,0,6.95,286.2877642
"1020",2017-12-26,2,5.25,286.1409696
"1021",2017-12-27,94.9,5.7,286.0215439
"1022",2017-12-28,12.6,2.6,285.2833504
"1023",2017-12-29,10,2.5,285.8690179
"1024",2017-12-30,2,3.4,286.2840679
"1025",2017-12-31,0,6.25,285.6586306
"1026",2018-01-01,5.2,6.2,285.520742
"1027",2018-01-02,5,5.25,285.433921
"1028",2018-01-03,1.2,5.3,285.4662226
"1029",2018-01-04,0.2,8.75,285.3569507
"1030",2018-01-05,0,8.3,285.1199166
"1031",2018-01-06,0,9.8,273.0413193
"1032",2018-01-07,0,11.95,283.4794891
"1033",2018-01-08,0,13.45,283.8310706
"1034",2018-01-09,8.3,10.9,283.9967967
"1035",2018-01-10,9.6,7.3,284.2730616
"1036",2018-01-11,14.6,5.1,284.4637546
"1037",2018-01-12,0.4,6.85,284.8036611
"1038",2018-01-13,0,5.25,284.9816316
"1039",2018-01-14,0,4.8,285.1529731
"1040",2018-01-15,4.6,6.6,285.409068
"1041",2018-01-16,17.8,5.6,283.9526944
"1042",2018-01-17,5.8,4.6,283.0114659
"1043",2018-01-18,0.4,3.2,282.3880703
"1044",2018-01-19,7.8,6.05,282.9912076
"1045",2018-01-20,0.2,7.7,282.0988631
"1046",2018-01-21,1.6,7.5,282.1848494
"1047",2018-01-22,0.2,5.45,281.8416884
"1048",2018-01-23,0,7.25,282.0142623
"1049",2018-01-24,0,6.2,282.0716175
"1050",2018-01-25,0,6.35,281.6197422
"1051",2018-01-26,0,6.35,281.4174235
"1052",2018-01-27,0,7.6,281.1780577
"1053",2018-01-28,0,7.55,281.1924477
"1054",2018-01-29,0,8.35,281.2367184
"1055",2018-01-30,0,6.75,281.5212508
"1056",2018-01-31,0,5.85,281.6421359
"1057",2018-02-01,22.4,5.9,282.0379488
"1058",2018-02-02,35.5,8.1,282.4608154
"1059",2018-02-03,36.6,4.7,282.4608154
"1060",2018-02-04,5,3.35,NA
"1061",2018-02-05,0,5.55,NA
"1062",2018-02-06,32.6,5.25,NA
"1063",2018-02-07,30.9,4.15,NA
"1064",2018-02-08,0.2,3.95,NA
"1065",2018-02-09,0,4.95,NA
"1066",2018-02-10,0,4.75,NA
"1067",2018-02-11,0,3.95,NA
"1068",2018-02-12,3.8,2.35,NA
"1069",2018-02-13,1,3.75,NA
"1070",2018-02-14,0.2,-0.3,NA
"1071",2018-02-15,0,2.15,NA
"1072",2018-02-16,0,5.25,NA
"1073",2018-02-17,0,6.35,NA
"1074",2018-02-18,13.6,5.55,NA
"1075",2018-02-19,6,6.05,NA
"1076",2018-02-20,3,4.5,286.5629405
"1077",2018-02-21,0,4,287.4811412
"1078",2018-02-22,14.2,3.25,288.00177
"1079",2018-02-23,7.8,6.85,NA
"1080",2018-02-24,32.4,5.9,NA
"1081",2018-02-25,0,4.5,NA
"1082",2018-02-26,0.4,-2.55,NA
"1083",2018-02-27,10.6,-3.3,NA
"1084",2018-02-28,11,-2.35,NA
"1085",2018-03-01,4,3.4,NA
"1086",2018-03-02,7,7.85,NA
"1087",2018-03-03,24.3,5.3,NA
"1088",2018-03-04,7,7.7,NA
"1089",2018-03-05,21.4,7.25,NA
"1090",2018-03-06,52.2,5.05,NA
"1091",2018-03-07,27.6,5.7,NA
"1092",2018-03-08,0,7,NA
"1093",2018-03-09,0,8.55,NA
"1094",2018-03-10,0,8.15,NA
"1095",2018-03-11,11.2,11.85,NA
"1096",2018-03-12,12,7.9,NA
"1097",2018-03-13,7.5,8.1,NA
"1098",2018-03-14,0,7.95,NA
"1099",2018-03-15,5.6,7.15,NA
"1100",2018-03-16,14.8,9.8,NA
"1101",2018-03-17,21,8.5,NA
"1102",2018-03-18,22,5.8,NA
"1103",2018-03-19,13,3.95,NA
"1104",2018-03-20,16.6,5.65,NA
"1105",2018-03-21,17.4,6.1,NA
"1106",2018-03-22,0,3.45,NA
"1107",2018-03-23,0,1.9,NA
"1108",2018-03-24,0,3.95,227.4667518
"1109",2018-03-25,0,5.95,227.221854
"1110",2018-03-26,2.6,6.3,227.0872604
"1111",2018-03-27,0.4,7,226.9583731
"1112",2018-03-28,0,8.35,226.9437994
"1113",2018-03-29,0,11.1,226.9517404
"1114",2018-03-30,0,11.65,226.9449711
"1115",2018-03-31,16.8,6.95,226.9411158
"1116",2018-04-01,2.2,6.75,226.9487474
"1117",2018-04-02,0.2,8.75,226.991171
"1118",2018-04-03,0,11.3,226.9570889
"1119",2018-04-04,0,12.65,226.9875143
"1120",2018-04-05,1.6,11.5,226.9754304
"1121",2018-04-06,0.2,12.65,227.0368141
"1122",2018-04-07,0,12.7,NA
"1123",2018-04-08,0,15.85,NA
"1124",2018-04-09,13,11.55,NA
"1125",2018-04-10,0,11.55,NA
"1126",2018-04-11,1.6,12.65,NA
"1127",2018-04-12,10.4,10.75,278.1584494
"1128",2018-04-13,0,11.6,277.4006471
"1129",2018-04-14,0,15.5,278.2935713
"1130",2018-04-15,0,17.15,278.4586079
"1131",2018-04-16,11.6,15.15,277.7842087
"1132",2018-04-17,3,13.2,277.2966536
"1133",2018-04-18,4.4,14.2,NA
"1134",2018-04-19,0,16.8,NA
"1135",2018-04-20,0,17.45,NA
"1136",2018-04-21,0,17.3,NA
"1137",2018-04-22,0,16.7,NA
"1138",2018-04-23,0.2,17.1,NA
"1139",2018-04-24,0,16.4,NA
"1140",2018-04-25,0,17.55,NA
"1141",2018-04-26,0,16.95,NA
"1142",2018-04-27,0,18.65,NA
"1143",2018-04-28,0,20.15,NA
"1144",2018-04-29,3.4,20.4,NA
"1145",2018-04-30,0.2,15.95,NA
"1146",2018-05-01,0.2,12.45,NA
"1147",2018-05-02,0,19.05,NA
"1148",2018-05-03,19.6,14.25,NA
"1149",2018-05-04,6.8,12.55,NA
"1150",2018-05-05,12,12.3,NA
"1151",2018-05-06,3.4,13.25,NA
"1152",2018-05-07,14.7,15.25,NA
"1153",2018-05-08,21,14.3,NA
"1154",2018-05-09,4,13.8,NA
"1155",2018-05-10,7.1,14.55,NA
"1156",2018-05-11,2.8,15.8,NA
"1157",2018-05-12,17.6,14.75,NA
"1158",2018-05-13,0,15.15,NA
"1159",2018-05-14,3.6,11.55,NA
"1160",2018-05-15,1.2,9.1,NA
"1161",2018-05-16,0,9.8,NA
"1162",2018-05-17,0,13.5,NA
"1163",2018-05-18,0,15.9,NA
"1164",2018-05-19,0,16.55,NA
"1165",2018-05-20,0,18.55,NA
"1166",2018-05-21,0.6,17.35,NA
"1167",2018-05-22,2.8,16.95,NA
"1168",2018-05-23,26.7,14.4,NA
"1169",2018-05-24,3.2,17.7,NA
"1170",2018-05-25,37.6,18,NA
"1171",2018-05-26,12.1,20.15,NA
"1172",2018-05-27,2,21.45,NA
"1173",2018-05-28,0,20.65,NA
"1174",2018-05-29,0,21.9,NA
"1175",2018-05-30,0,22.7,NA
"1176",2018-05-31,0,21.4,NA
"1177",2018-06-01,0,20.8,NA
"1178",2018-06-02,0,20.2,NA
"1179",2018-06-03,0,21.1,NA
"1180",2018-06-04,0,21.65,NA
"1181",2018-06-05,0,18.75,NA
"1182",2018-06-06,0,18.75,NA
"1183",2018-06-07,0,21.7,NA
"1184",2018-06-08,27.1,19.9,NA
"1185",2018-06-09,0.4,17.8,NA
"1186",2018-06-10,0,20.8,NA
"1187",2018-06-11,0,22.35,NA
"1188",2018-06-12,0,21.6,NA
"1189",2018-06-13,3.2,18.1,NA
"1190",2018-06-14,0.6,17.15,NA
"1191",2018-06-15,8.3,18.15,NA
"1192",2018-06-16,0,18.25,NA
"1193",2018-06-17,13.4,19.95,NA
"1194",2018-06-18,0.2,19.25,NA
"1195",2018-06-19,0,21.1,NA
"1196",2018-06-20,4.2,20.2,NA
"1197",2018-06-21,7.2,20.45,NA
"1198",2018-06-22,0.2,19.5,NA
"1199",2018-06-23,0.2,16.35,NA
"1200",2018-06-24,0,17.05,NA
"1201",2018-06-25,1,17.05,NA
"1202",2018-06-26,0,16.55,NA
"1203",2018-06-27,0,17.15,NA
"1204",2018-06-28,0,17.85,NA
"1205",2018-06-29,0.2,18.15,NA
"1206",2018-06-30,1.2,21.55,NA
"1207",2018-07-01,0,23.45,NA
"1208",2018-07-02,0,23.45,NA
"1209",2018-07-03,0,22,NA
"1210",2018-07-04,0,22.75,NA
"1211",2018-07-05,0,24.2,NA
"1212",2018-07-06,0.6,22.15,NA
"1213",2018-07-07,10.9,21.9,NA
"1214",2018-07-08,0.2,20.7,NA
"1215",2018-07-09,0,21.45,NA
"1216",2018-07-10,0,21.2,NA
"1217",2018-07-11,0,21.35,NA
"1218",2018-07-12,0,22.5,NA
"1219",2018-07-13,0,23.45,NA
"1220",2018-07-14,0,24.5,NA
"1221",2018-07-15,0,25.2,NA
"1222",2018-07-16,2,23.7,NA
"1223",2018-07-17,15,20.6,NA
"1224",2018-07-18,0,22.4,NA
"1225",2018-07-19,0,23.8,NA
"1226",2018-07-20,0,24.05,NA
"1227",2018-07-21,0,24.05,NA
"1228",2018-07-22,0,23.4,NA
"1229",2018-07-23,11.9,18.9,NA
"1230",2018-07-24,11.8,22.1,NA
"1231",2018-07-25,0.2,22.2,NA
"1232",2018-07-26,12.5,23.25,NA
"1233",2018-07-27,0.6,21.65,278.4293085
"1234",2018-07-28,0,22.75,279.6416667
"1235",2018-07-29,0,23.95,280.2187422
"1236",2018-07-30,0,25.8,NA
"1237",2018-07-31,0,26,NA
"1238",2018-08-01,0,25.9,NA
"1239",2018-08-02,4.7,24.6,NA
"1240",2018-08-03,3.2,22.05,NA
"1241",2018-08-04,2.8,22.75,NA
"1242",2018-08-05,0,23.35,NA
"1243",2018-08-06,0,24.55,NA
"1244",2018-08-07,5.4,24.6,NA
"1245",2018-08-08,2.3,23.85,NA
"1246",2018-08-09,0,23.55,NA
"1247",2018-08-10,0,25,NA
"1248",2018-08-11,0,25.3,NA
"1249",2018-08-12,0,24.6,NA
"1250",2018-08-13,0,23.7,NA
"1251",2018-08-14,3.8,22,NA
"1252",2018-08-15,7.8,18.75,NA
"1253",2018-08-16,0,21.25,NA
"1254",2018-08-17,1,21.8,NA
"1255",2018-08-18,3.2,21.35,NA
"1256",2018-08-19,5.6,22.05,NA
"1257",2018-08-20,1.4,22.1,NA
"1258",2018-08-21,0.4,23.6,NA
"1259",2018-08-22,0.4,22.3,NA
"1260",2018-08-23,11.2,22.25,288.6436626
"1261",2018-08-24,0,21.8,289.1707452
"1262",2018-08-25,0,22,289.3854819
"1263",2018-08-26,2.5,18.4,289.4997664
"1264",2018-08-27,0,18,290.2286474
"1265",2018-08-28,0,20.3,290.5462882
"1266",2018-08-29,0,22.15,291.1634912
"1267",2018-08-30,4.8,21.4,291.7572217
"1268",2018-08-31,0.2,21,292.1744983
"1269",2018-09-01,3.6,19.35,290.6908883
"1270",2018-09-02,2.4,19.65,290.9878738
"1271",2018-09-03,0,18.35,292.7731228
"1272",2018-09-04,0,18.65,293.215641
"1273",2018-09-05,0,19.9,290.7679676
"1274",2018-09-06,0,21.2,290.9155214
"1275",2018-09-07,5.8,20.45,293.5315011
"1276",2018-09-08,0,19.2,294.206511
"1277",2018-09-09,13.6,21.05,295.1757454
"1278",2018-09-10,23,20.9,296.3452164
"1279",2018-09-11,0,21.25,290.1845749
"1280",2018-09-12,0,22.5,290.5679645
"1281",2018-09-13,0,20.8,290.7044684
"1282",2018-09-14,26,20.75,290.725616
"1283",2018-09-15,0,21.6,290.8997342
"1284",2018-09-16,0,21.45,290.841512
