"","Date","Rainfall_Simignano","Rainfall_Siena_Poggio_al_Vento","Rainfall_Mensano","Rainfall_Montalcinello","Rainfall_Monticiano_la_Pineta","Rainfall_Sovicille","Rainfall_Ponte_Orgia","Rainfall_Scorgiano","Rainfall_Pentolina","Rainfall_Monteroni_Arbia_Biena","Temperature_Siena_Poggio_al_Vento","Temperature_Mensano","Temperature_Pentolina","Temperature_Monteroni_Arbia_Biena","Volume_Pozzo_1","Volume_Pozzo_3","Volume_Pozzo_4","well","depth_to_gw.m"
"486",2018-12-30,0,0.2,0,0,0.2,0.2,0,0,0.2,0,8.55,9.2,8.2,6.45,-148.6134843,-157.1024866,-123.3898989,"Pozzo_1",-11.5
"487",2018-12-31,0,0,0,0,0,0,0.2,0,0,0,8.75,8.85,7.9,5.1,-156.4352466,-165.3710385,-129.8841041,"Pozzo_1",-11.7
"488",2019-01-01,0,0,0,0,0,0,0,0,0,0.2,8.7,7.4,7.65,5.6,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"489",2019-01-02,0,0,0,0,0,0,0.2,0,0,0.2,7.25,6.45,6.55,5.75,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"490",2019-01-03,0,0,0,0,0,0,0,0,0,0,3.9,2.7,1.55,0.85,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"491",2019-01-04,0,0,0,0,0,0,0,0,0,0,0.45,0.9,0.1,-1.3,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"492",2019-01-05,0,0,0,0,0,0,0,0,0,0,1.95,3.5,1.85,-0.7,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"493",2019-01-06,0,0,0,0,0.2,0,0,0,0.2,0,6.5,7,6.45,4,-150.2372743,-183.2372309,-129.822918,"Pozzo_1",NA
"494",2019-01-07,0.2,0.2,0.4,0.2,0.2,0.2,0,0,0.4,0.2,4.65,5.9,4.1,0.25,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"495",2019-01-08,0.2,0.2,0.2,0.2,0.2,0,0.2,0.4,0,0.2,3.6,5.15,4.3,-1.45,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"496",2019-01-09,0,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,4.4,5.05,5.15,1.5,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"497",2019-01-10,0,0,0,0,0,0,0.2,0,0,0,4.35,3.35,3.4,1.7,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"498",2019-01-11,0,0,0,0,0,0,0,0,0,0.2,3.45,2.05,2.8,1.25,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"499",2019-01-12,0,0,0,0,0,0,0,0,0,0,4.4,3.25,3.95,0.2,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"500",2019-01-13,0,0,0,0,0,0,0,0.2,0,0,7.15,6.8,6.1,5.05,-150.2372743,-183.2372309,-129.822918,"Pozzo_1",NA
"501",2019-01-14,0,0,0,0,0,0,0,0,0,0,10.4,10.15,9.65,7.35,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"502",2019-01-15,0,0,0,0,0,0,0,0,0,0,9,8.45,7.75,4.6,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",NA
"503",2019-01-16,0,0,0,0,0,0,0.2,0,0,0,7.55,8.05,7.1,3.45,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.1
"504",2019-01-17,1.2,1,0.6,1.8,2.6,1.2,2,0.6,3.6,0.4,7.3,9.3,6.95,7.1,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.2
"505",2019-01-18,4.8,7.2,1,5.4,8.8,8,7.4,1.8,9.2,6,8.25,6.85,7.05,6.95,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.2
"506",2019-01-19,0.4,0,0.2,0,1.2,0.6,4,0.2,0.2,4.6,6.15,4.85,5.3,4.6,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.1
"507",2019-01-20,0,0,0,0.2,2,0,0,0,0,0.2,5.6,5.6,4.9,4.5,-150.2372743,-183.2372309,-129.822918,"Pozzo_1",-10.8
"508",2019-01-21,0,0,0,0,0,0,0.2,0.2,0,0,4.1,3.15,2.7,4.15,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11
"509",2019-01-22,15.6,8,8,9.4,13.6,10.4,9.4,9.6,13.8,5.4,1.15,0.4,0.05,2.25,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.2
"510",2019-01-23,1.2,2.6,3.4,2,1.8,4.2,5,3.6,0.6,4.4,2.05,1.5,1.25,3.55,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.1
"511",2019-01-24,15.8,8,11.4,11.4,13.8,4.6,6.2,9.6,13,4,4.45,2.95,3.2,3.7,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.2
"512",2019-01-25,0,0,0,0,0,0,0,0,0,0,3.6,2.65,2.45,2.1,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-10.9
"513",2019-01-26,0,0,0,0,0,0,0.2,0,0,0,5,4.25,3.95,2.1,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11
"514",2019-01-27,0,0,0,0,0,0,0,0,0,0,5.3,6.3,5.05,3.3,-150.2372743,-183.2372309,-129.822918,"Pozzo_1",-11
"515",2019-01-28,1,1.4,1.4,0.2,2.6,1.2,1,2.2,0.4,2,5.25,4.85,4.75,4.2,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-10.9
"516",2019-01-29,0.6,0.2,1.2,1.2,7.6,5.4,4.2,0.4,1,2,5.05,4.65,4,3.05,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.3
"517",2019-01-30,0,0,0,0,0.2,0,0.2,0,0,0,1.2,1.45,-0.1,-0.8,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-10.9
"518",2019-01-31,1.8,2.4,9.6,1,1.2,3.2,4,5.8,0.6,2.2,2.2,3.4,1.65,0.4,-158.1444993,-192.8812957,-136.6557031,"Pozzo_1",-11.2
"519",2019-02-01,32,19,15,26,39.4,31.2,27.8,10.8,32.8,14,9.25,10.6,9.05,8.05,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.3
"520",2019-02-02,26.6,8.4,24.8,36.4,54,17.2,28,17.4,30.8,18.8,8.25,8.2,7.7,9.4,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.2
"521",2019-02-03,34,31.2,20.4,32.2,21.4,36.2,41.8,21.8,34.8,19.2,6.85,6.35,6.55,6.7,-160.5548949,-183.7728621,-143.7198448,"Pozzo_1",-11.1
"522",2019-02-04,5.8,2.4,1.6,2.8,4.8,2.8,3.4,1.4,9.8,2.8,7.75,6.35,6.5,5.9,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.1
"523",2019-02-05,0,0,0,0,0,0,0.2,0.2,0,0.2,8.3,6.05,6.05,5.15,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11
"524",2019-02-06,0.2,0,0,0,0,0,0,0,0,0,8.45,7.35,7.2,5.4,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11
"525",2019-02-07,0,0,0,0,0,0,0,0,0,0,9.1,8.7,8.6,5.1,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"526",2019-02-08,0.2,0.2,1,0.2,0,0.2,0.2,0.6,0.2,0.4,9.25,8.5,8,6.9,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"527",2019-02-09,0.2,0,0.2,0.2,0.2,0,0,0.2,0,0.2,6.95,6.85,6.5,4.4,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"528",2019-02-10,0,0,0,0,0,0.2,0.2,0,0,0.2,8.8,8.9,7.5,6,-160.5548949,-183.7728621,-143.7198448,"Pozzo_1",-11.5
"529",2019-02-11,0,0,0,0,0,0,0,0.2,0.2,0,9.9,8.95,8.75,6,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"530",2019-02-12,0,0,0,0,0,0,0,0,0,0,9.7,7.65,8.65,4.7,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.2
"531",2019-02-13,0,0,0,0,0,0,0,0,0,0,8.85,7.9,7.05,4.05,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.5
"532",2019-02-14,0,0,0,0,0,0,0,0,0,0,11.3,10.2,10.3,6.85,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11
"533",2019-02-15,0,0,0,0,0,0,0,0,0,0,12.8,11.2,11.85,7,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.5
"534",2019-02-16,0,0,0,0,0,0,0,0,0,0,10.7,9.85,9.8,6.7,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.1
"535",2019-02-17,0,0,0,0,0,0,0,0,0,0,10.2,9.4,8.8,5.75,-160.5548949,-183.7728621,-143.7198448,"Pozzo_1",-11.4
"536",2019-02-18,0.2,0,0.2,0.2,0.2,0,0.2,0,0.4,0.2,8.35,8.1,7.65,6.1,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.5
"537",2019-02-19,0,0,0,0,0,0,0,0,0,0,8.65,8.65,8.7,7.9,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.3
"538",2019-02-20,0,0,0,0,0,0,0,0,0,0,9.9,9.65,9.75,7.55,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.2
"539",2019-02-21,0,0,0.2,0,0.2,0.2,0,0.2,0.2,0.2,10.15,9.1,8.4,6.25,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"540",2019-02-22,0,0,0,0,0,0,0.2,0,0,0,11.05,10.6,10.25,8.3,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.6
"541",2019-02-23,0,0,0,0.2,0.2,0,0,0,0.2,0,7,5.35,5.9,5.6,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.6
"542",2019-02-24,0,0,0,0,0,0,0,0,0,0,6.7,4.55,5.8,6.35,-160.5548949,-183.7728621,-143.7198448,"Pozzo_1",-11.4
"543",2019-02-25,0,0,0,0,0,0,0,0,0,0,9.25,8.75,8.45,6.25,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"544",2019-02-26,0,0,0,0,0,0,0,0,0,0,13,10.7,11.8,9.25,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.5
"545",2019-02-27,0,0,0,0,0,0,0,0,0,0,14.2,14.2,13.9,9.5,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.4
"546",2019-02-28,0,0,0,0,0,0,0,0,0,0,11,8.45,10.3,7.15,-169.0051526,-193.445118,-151.2840471,"Pozzo_1",-11.5
"547",2019-03-01,0,0,0,0,0,0,0,0,0,0,9.3,9.7,9.05,6.3,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.5
"548",2019-03-02,0,0,0,0,0.2,0,0,0.2,0.2,0.2,10.65,10.1,11,9.55,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.6
"549",2019-03-03,0,0,0,0,0,0.2,0,0,0,0,12.95,11.2,11.45,8.45,-150.3685064,-143.1261303,-126.3870162,"Pozzo_1",-11.6
"550",2019-03-04,0,0.2,0,0,0.2,0,0,0,0,0.2,9.65,9.5,9.45,8.35,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.7
"551",2019-03-05,0,0,0,0,0,0,0.2,0,0.2,0,11.95,10.5,11.45,8.9,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.4
"552",2019-03-06,0,0,0,0,0,0,0,0.2,0,0.2,11.1,10.25,9.4,7.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.5
"553",2019-03-07,0,0,0,0,0,0,0,0,0,0,12.25,12.4,12.3,12.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"554",2019-03-08,0,0,0,0,0,0,0,0,0.2,0,12.5,11.55,11.7,8.75,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"555",2019-03-09,0,0,0,0,0,0,0,0,0,0,10.75,10.65,10.6,7.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.2
"556",2019-03-10,0,0,0,0,0,0,0,0,0,0,10.55,11.3,10.4,7.65,-150.3685064,-143.1261303,-126.3870162,"Pozzo_1",-11.2
"557",2019-03-11,0,0,0,0,0,0,0,0,0,0,8.75,7.9,8.2,9.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.5
"558",2019-03-12,3.4,3.8,1.2,2.8,3,3.6,1.8,1.6,3.6,3,7.85,7.05,6.45,5.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"559",2019-03-13,0,0,0,0,0,0,0,0,0,0,7.45,8.2,7.3,5.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.2
"560",2019-03-14,0,0,0,0.2,0,0,0,0.2,0,0.2,9.7,8.25,8.7,6.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.2
"561",2019-03-15,0,0,0,0,0,0,0,0,0,0,13.85,12.95,13.2,11.4,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.5
"562",2019-03-16,0,0,0,0,0,0,0,0,0,0,12.55,12.8,11.9,9.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"563",2019-03-17,0,0,0,0,0,0,0,0,0,0,11.8,12.1,11.6,8.65,-150.3685064,-143.1261303,-126.3870162,"Pozzo_1",-11.2
"564",2019-03-18,0,0,0,0,0,0,0,0,0.2,0,7.8,8.25,7.25,8.95,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.6
"565",2019-03-19,10,21.6,5.8,7,20,21.8,19.4,4.4,21.8,17.2,7.6,5.9,6.55,5.85,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"566",2019-03-20,0.2,0,0,0,0,0,0.2,0.2,0,0.2,8.15,6.8,7.45,6,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.4
"567",2019-03-21,0,0,0,0.2,0,0,0,0,0,0,10.55,9.15,9.8,7.2,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.4
"568",2019-03-22,0,0,0,0,0,0,0,0,0,0,14.05,13,13.6,9.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.2
"569",2019-03-23,0,0,0,0,0,0,0,0,0,0,15.9,14.75,14.95,11.25,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.2
"570",2019-03-24,0,0,0,0,0,0,0,0,0,0,17.9,15.3,15.5,11.65,-150.3685064,-143.1261303,-126.3870162,"Pozzo_1",-11.5
"571",2019-03-25,0,0,0,0,0,0,0,0,0,0,14.7,13.45,13.05,10.1,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"572",2019-03-26,0,0,0.4,0,0.8,0,0.2,0,0,0,8.4,8.7,7.55,8.55,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"573",2019-03-27,0,0,0,0,0,0,0,0,0,0,9.8,7.8,9.45,7.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.6
"574",2019-03-28,0,0,0,0,0,0,0,0,0,0,9.05,8.55,9.05,6.7,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.6
"575",2019-03-29,0,0,0,0,0,0,0,0,0,0,11.8,10.1,11.4,8.55,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.3
"576",2019-03-30,0,0,0,0,0,0,0,0,0,0,14.35,12.15,12.9,8.5,-158.2826383,-150.6590845,-133.0389644,"Pozzo_1",-11.1
"577",2019-03-31,0,0,0,0,0,0,0,0,0,0,14.9,12.85,13.1,10,-150.3685064,-143.1261303,-126.3870162,"Pozzo_1",-11.1
"578",2019-04-01,0,0,0,0,0,0,0,0,0,0,16.5,14.65,14.45,11.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.3
"579",2019-04-02,0,0,0,0,0,0,0,0,0,0,15,14.05,14.6,11.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"580",2019-04-03,0,0,0,0,0,0,0,0.2,0,0,12.35,12.05,12,11.55,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"581",2019-04-04,3.8,1,6.8,10.6,1.2,0.8,0.6,3.4,2.6,1,8.9,8.1,7.95,9.95,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.5
"582",2019-04-05,39.2,36,26.4,24,39,35,25.4,28.6,29.8,40.2,8.1,7.35,7.25,7.2,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.5
"583",2019-04-06,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0.2,10.55,10.35,9.35,7.35,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.3
"584",2019-04-07,2.8,0.2,2.4,3.2,2.2,1.4,0.6,1.2,4,0.4,10.35,9.4,9.35,9,-166.843884,-168.63024,-81.44166284,"Pozzo_1",-11.6
"585",2019-04-08,0.4,0,1.6,0.6,0.4,0.4,0.8,1.2,0.2,0.6,10.6,8.95,9.35,8.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"586",2019-04-09,0,0,0,0,0.2,0,0.2,0,0,0,13.4,11.6,12.45,10.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"587",2019-04-10,0,0,0,0,0,0,0,0,0,0,11.15,11,10.65,9.6,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"588",2019-04-11,0,0.4,2.6,0.2,0,0,6.8,1,0.4,0.6,11.55,11.45,11.5,12.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.1
"589",2019-04-12,3.4,7.4,16.2,23,7.6,2.6,16.8,5.4,26.8,2.2,11.75,11.75,11.8,11,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.1
"590",2019-04-13,3.4,5.8,10.2,1.4,7.4,6.6,5.8,6.4,6.8,0.2,10.4,9.8,9.55,8.85,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"591",2019-04-14,0.6,0.2,0.6,0,0.2,0.2,0,0.6,0,0.4,9,8.6,9.1,7.75,-166.843884,-168.63024,-81.44166284,"Pozzo_1",-11.5
"592",2019-04-15,13,11.2,12.4,45.4,10,6.6,8.6,15.8,19,23.8,11.1,10.25,9.75,9.3,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.3
"593",2019-04-16,0,0,0,0,0,0,0.2,0,0,0,13,11.35,12.15,9.45,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"594",2019-04-17,0,0,0,0,0,0,0,0,0,0.2,14.75,13.2,12.85,11.85,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.1
"595",2019-04-18,0,0,0,0,0,0,0,0,0,0,16,15.1,15.15,11.1,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"596",2019-04-19,0,0,0,0,0,0,0,0,0,0,16.75,15.5,15.55,11.75,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"597",2019-04-20,0,0,0,0,0,0,0,0,0,0,16.3,15.25,16.15,11.35,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11
"598",2019-04-21,0,0,0,0,0,0,0,0,0,0,17.5,17.25,16.85,13.6,-166.843884,-168.63024,-81.44166284,"Pozzo_1",-11.4
"599",2019-04-22,0,0,0,0,0,0,0,0,0,0,15.25,15.2,14.8,13.7,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.3
"600",2019-04-23,28,19.4,23.8,36,38,26.4,24.2,19,31.8,22.4,13.7,13.65,13.05,15.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"601",2019-04-24,6.8,1.2,4.8,7.8,6.4,4.4,3.8,2.4,5.2,1,16.95,16.15,15.95,15.05,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.5
"602",2019-04-25,0,0,0,0,0,0.2,0,0,0,0.2,17.5,16.6,16.3,15.1,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"603",2019-04-26,0,0,0,0,0,0,0,0,0,0,14.2,14,13.75,12.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.5
"604",2019-04-27,12.4,5.8,15,1.6,6.4,8.4,4.4,4,0.2,1.8,14.8,12.85,14.2,12.5,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.4
"605",2019-04-28,0,0,0,0,0.2,0,0,0,0.2,0.2,12.7,10.5,12.05,11.35,-166.843884,-168.63024,-81.44166284,"Pozzo_1",-11.4
"606",2019-04-29,5.6,2,4.6,5,4,2.8,3.8,6,3,10.2,10.35,9.3,9.25,8.55,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.2
"607",2019-04-30,4.8,1.8,2,0.8,2.6,2.6,3.2,1.2,1.2,5.6,12.95,10.4,11.55,10.45,-175.6251411,-177.5055157,-85.72806615,"Pozzo_1",-11.1
"608",2019-05-01,0,0,0,0,0,0,0,0,0,0,14.35,13.9,13.55,12.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.4
"609",2019-05-02,14.2,2.8,2,0.2,6.4,29.6,6.6,1.2,15.2,3.2,13.85,13.2,12,12.55,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.4
"610",2019-05-03,0,0,0,0,0,0,0,0,0,0,14.5,14.55,13.85,14.05,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.6
"611",2019-05-04,0.2,0,0,0.4,0,0.4,0,0.2,0.6,0,14.2,13.4,13.15,12.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"612",2019-05-05,2.4,0,7.6,3.8,8,0.8,0,5.4,0,0.8,8.4,8.55,7.4,9.3,-159.1617959,-153.5944075,-104.1428093,"Pozzo_1",-11.6
"613",2019-05-06,13.4,7.8,15.2,6.8,1.8,6,5.4,11,10.8,10.6,9.3,8.75,8.05,8.15,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"614",2019-05-07,0,0,0,0,0,0.2,0.2,0,0,0.2,11.85,11,10.35,8.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.2
"615",2019-05-08,0,0,0,0,0,0,0,0,0,0,11.5,11.25,10.9,9.75,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11
"616",2019-05-09,4.4,2.2,2.6,4.2,6.4,2.6,2.6,5.2,6,0.6,15.25,13.05,14.15,13.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"617",2019-05-10,0,0,0.2,0,0.6,0,0,0,0.2,0,14.5,13.65,13.25,12.35,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.2
"618",2019-05-11,0,0,0,0,0,0,0,0,0,0,15.15,14.15,14.1,12.3,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.5
"619",2019-05-12,3.4,4,2,6.2,11.6,5.4,5.2,5.6,5,8.6,13.15,13.25,12.4,12.5,-159.1617959,-153.5944075,-104.1428093,"Pozzo_1",-11.1
"620",2019-05-13,3,2.4,4.2,4.4,7.4,2,6.8,1.2,5.2,3.2,13.35,11.95,12.1,13.45,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"621",2019-05-14,0,0,0,0,0,0,0,0,0,0,11.9,11.55,11.35,9.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.2
"622",2019-05-15,0,0,0,0,0,0,0,0,0,0,9.4,8.65,8.55,8.2,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"623",2019-05-16,0,0,0.2,0,0,0,0,0,0,0,13.35,12.1,12.5,10.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"624",2019-05-17,0,0,0,0,0,0,0,0,0,0,13.7,12.85,12.65,11.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.3
"625",2019-05-18,8.6,6,12.4,12,14,6.6,7.6,5,9.2,7.2,14.55,13.9,13.1,13.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"626",2019-05-19,16.4,22.6,18.4,23,34.4,16,16.4,17.4,12.4,14.4,13.7,13.1,12.65,13.4,-159.1617959,-153.5944075,-104.1428093,"Pozzo_1",-11.3
"627",2019-05-20,3,1,5.6,5.4,5,1,1.4,1.4,4.8,0.6,13.85,13.25,13,13.6,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.5
"628",2019-05-21,2.6,3.8,0.8,1.6,4,3.6,2.2,26,3.8,3,15.55,15.25,15.15,15.05,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"629",2019-05-22,11.6,10.8,1.2,19.8,6,4,1.2,12.8,6.2,10,16.25,15.1,14.55,15.1,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.2
"630",2019-05-23,1.2,0.8,0.8,2.8,10.6,2.2,3.6,0.8,7,1.4,17.7,15.75,16.3,15.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.4
"631",2019-05-24,0,0,0,0,0,0,0,0.2,0,0.2,18,16,16.35,15.4,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.3
"632",2019-05-25,0,0,0,0,1,0,0,0,0.2,1,17.4,16.85,16.4,15.9,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-10.8
"633",2019-05-26,5.2,3.6,4,2.6,3.2,3.8,3.8,9.8,4,4.8,15.9,14.5,14.45,16.1,-159.1617959,-153.5944075,-104.1428093,"Pozzo_1",-11.5
"634",2019-05-27,11.2,6.4,9.8,13.8,14.8,9,9.2,8.4,14.2,9,17.15,16.45,15.85,17.15,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11
"635",2019-05-28,10.8,20.8,7.8,68,42,10.2,9.6,19.4,44.6,24,16.05,15.4,15.3,16.35,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"636",2019-05-29,0.4,8.8,2.4,0,0.4,1.4,0.4,0.6,1.2,1.2,15.45,14.5,13.55,15.85,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.2
"637",2019-05-30,5.2,3.6,2.6,11,10.4,16.2,5.4,4,7.2,9,14.9,15.2,14.2,14.75,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"638",2019-05-31,4.2,2.4,0,2,1,0.4,1,0.8,0.8,0.2,17.5,16.5,15.85,14.6,-167.5387325,-161.6783237,-109.6240098,"Pozzo_1",-11.1
"639",2019-06-01,0,0,0,0,0,0,0,0,0,0,20.15,17.8,17.15,15.25,-295.3750148,-247.7938213,-0.056250858,"Pozzo_1",-10.8
"640",2019-06-02,0,0,0,0,0,0,0,0,0,0,21.8,19.65,20.65,17.85,-280.606264,-235.4041302,-0.053438315,"Pozzo_1",-10.8
"641",2019-06-03,0,0,0,0,0,0,0,0,0,0.2,20.7,18,19.75,18.05,-295.3750148,-247.7938213,-0.056250858,"Pozzo_1",-10.9
"642",2019-06-04,0,0,0,0,0,0,0,0,0,0,20.95,19.25,19.8,17.35,-295.3750148,-247.7938213,-0.056250858,"Pozzo_1",-10.9
"643",2019-06-05,0,0,0,0,0,0,0,0,0,0,20.95,19.45,19.3,17.45,-295.3750148,-247.7938213,-0.056250858,"Pozzo_1",-10.9
