"","Date","Volume_Pozzo_1","Volume_Pozzo_2","Volume_Pozzo_3","Volume_Pozzo_4","Volume_Pozzo_5.6","Volume_Pozzo_7","Volume_Pozzo_8","Volume_Pozzo_9","Temperature_Monteporzio","Temperature_Velletri","imp_rain_velletri","imp_rain_monteporzio","Year","Month","Day","Spring","Summer","Autumn","Winter","imp1","imp2","imp3","imp4","imp5","imp6","imp7","imp8","imp9","snow.yes","snow.no"
"301",2013-03-28,NA,NA,NA,NA,NA,NA,NA,NA,9.1,10.5,4.8,2,"2013","3","28","1","0","0","0",25.22,93.58,111.02,98.24,100.67,91.85,94.05,95.71,94.62,"0","1"
"302",2013-03-29,NA,NA,NA,NA,NA,NA,NA,NA,12.45,16.81,0.4,0,"2013","3","29","1","0","0","0",25.11,93.58,110.87,98.23,100.67,91.85,94.02,95.69,94.62,"0","1"
"303",2013-03-30,NA,NA,NA,NA,NA,NA,NA,NA,10.94,15.1,6.4,12.6,"2013","3","30","1","0","0","0",24.98,93.53,110.76,98.23,100.66,91.85,94.02,95.68,94.62,"0","1"
"304",2013-03-31,NA,NA,NA,NA,NA,NA,NA,NA,8.74,10.55,12,14.6,"2013","3","31","1","0","0","0",24.86,93.51,110.73,98.25,100.64,91.85,94.01,95.67,94.62,"0","1"
"305",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,9.33,10.15,13.8,10,"2013","4","1","1","0","0","0",24.86,93.51,110.71,98.25,100.64,91.85,93.72,95.67,95.56,"0","1"
"306",2013-04-02,NA,NA,NA,NA,NA,NA,NA,NA,8.55,15.25,17.2,25.2,"2013","4","2","1","0","0","0",24.86,93.45,110.53,98.24,100.65,91.85,93.43,95.68,95.56,"0","1"
"307",2013-04-03,NA,NA,NA,NA,NA,NA,NA,NA,8.78,10.55,0,0.2,"2013","4","3","1","0","0","0",24.86,93.42,110.52,98.24,100.65,91.85,93.42,95.6766666666667,95.56,"0","1"
"308",2013-04-04,NA,NA,NA,NA,NA,NA,NA,NA,10.6,10.5,0,0,"2013","4","4","1","0","0","0",24.86,93.41,110.45,98.24,100.65,91.85,93.39,95.6766666666667,95.54,"0","1"
"309",2013-04-05,NA,NA,NA,NA,NA,NA,NA,NA,9.15,12.4,2.2,6,"2013","4","5","1","0","0","0",24.86,93.41,110.43,98.24,100.65,91.85,93.39,95.6766666666667,95.52,"0","1"
"310",2013-04-06,NA,NA,NA,NA,NA,NA,NA,NA,11.33,16.62,0,0.2,"2013","4","6","1","0","0","0",24.26,93.41,110.43,98.25,100.65,91.85,93.39,95.66,95.52,"0","1"
"311",2013-04-07,NA,NA,NA,NA,NA,NA,NA,NA,11.67,19.4,0,0,"2013","4","7","1","0","0","0",23.62,93.43,110.42,98.25,100.65,91.85,93.39,95.6266666666667,95.5,"0","1"
"312",2013-04-08,NA,NA,NA,NA,NA,NA,NA,NA,9.14,14.93,0.4,0,"2013","4","8","1","0","0","0",23.62,93.43,110.4,98.25,100.65,91.85,93.41,95.6266666666667,95.5,"0","1"
"313",2013-04-09,NA,NA,NA,NA,NA,NA,NA,NA,11.42,18.18,0,0,"2013","4","9","1","0","0","0",23.62,93.45,110.43,98.25,100.65,91.85,93.93,95.6266666666667,95.5,"0","1"
"314",2013-04-10,NA,NA,NA,NA,NA,NA,NA,NA,11.63,13.2,0,0,"2013","4","10","1","0","0","0",23.66,93.43,110.4,98.26,100.65,91.85,93.41,95.64,95.5,"0","1"
"315",2013-04-11,NA,NA,NA,NA,NA,NA,NA,NA,12.37,13.82,0,0,"2013","4","11","1","0","0","0",23.54,93.43,110.38,98.26,100.65,91.85,93.41,95.6,95.49,"0","1"
"316",2013-04-12,NA,NA,NA,NA,NA,NA,NA,NA,13.32,13.6,0,0,"2013","4","12","1","0","0","0",23.43,93.44,110.34,98.24,100.67,91.85,93.87,95.6,95.45,"0","1"
"317",2013-04-13,NA,NA,NA,NA,NA,NA,NA,NA,13.25,15.73,0,0,"2013","4","13","1","0","0","0",23.33,93.44,110.34,98.23,100.67,91.85,93.88,95.61,95.45,"0","1"
"318",2013-04-14,NA,NA,NA,NA,NA,NA,NA,NA,15.05,16.28,0,0,"2013","4","14","1","0","0","0",23.22,93.44,110.34,98.23,100.65,91.85,93.88,95.61,95.45,"0","1"
"319",2013-04-15,NA,NA,NA,NA,NA,NA,NA,NA,15.73,16.17,0,0,"2013","4","15","1","0","0","0",23.11,93.47,110.35,98.22,100.65,91.85,93.91,95.61,95.46,"0","1"
"320",2013-04-16,NA,NA,NA,NA,NA,NA,NA,NA,15.66,16.38,0,0,"2013","4","16","1","0","0","0",23.01,93.48,110.37,98.21,100.64,91.85,93.92,95.63,95.47,"0","1"
"321",2013-04-17,NA,NA,NA,NA,NA,NA,NA,NA,16.15,16.58,0,0,"2013","4","17","1","0","0","0",22.93,93.48,110.39,98.21,100.63,91.85,93.92,95.63,95.47,"0","1"
"322",2013-04-18,NA,NA,NA,NA,NA,NA,NA,NA,16.65,17.4,0,0,"2013","4","18","1","0","0","0",22.83,93.48,110.39,98.21,100.63,91.84,93.93,95.63,95.47,"0","1"
"323",2013-04-19,NA,NA,NA,NA,NA,NA,NA,NA,16.76,17.18,0,0,"2013","4","19","1","0","0","0",22.76,93.48,110.39,98.23,100.63,91.84,93.93,95.64,95.47,"0","1"
"324",2013-04-20,NA,NA,NA,NA,NA,NA,NA,NA,10.93,13.22,0,1.2,"2013","4","20","1","0","0","0",22.66,93.47,110.38,98.24,100.64,91.84,93.93,95.64,95.47,"0","1"
"325",2013-04-21,NA,NA,NA,NA,NA,NA,NA,NA,10.17,11.84,1.4,0.4,"2013","4","21","1","0","0","0",22.66,93.47,110.35,98.24,100.64,91.84,93.95,95.64,95.47,"0","1"
"326",2013-04-22,NA,NA,NA,NA,NA,NA,NA,NA,7.03,8.97,13.6,12,"2013","4","22","1","0","0","0",22.66,93.46,110.35,98.24,100.65,91.84,93.95,95.65,95.47,"0","1"
"327",2013-04-23,NA,NA,NA,NA,NA,NA,NA,NA,11.2,13.04,2.6,0,"2013","4","23","1","0","0","0",23.1,93.46,110.34,98.23,100.65,91.84,93.93,95.64,95.39,"0","1"
"328",2013-04-24,NA,NA,NA,NA,NA,NA,NA,NA,16.04,18.27,0,0,"2013","4","24","1","0","0","0",23.4,93.45,110.31,98.22,100.65,91.84,93.93,95.64,95.33,"0","1"
"329",2013-04-25,NA,NA,NA,NA,NA,NA,NA,NA,18.35,20.22,0,0,"2013","4","25","1","0","0","0",23.7,93.41,110.28,98.21,100.65,91.84,93.86,95.58,90.69,"0","1"
"330",2013-04-26,NA,NA,NA,NA,NA,NA,NA,NA,15.24,16.31,2.8,1.6,"2013","4","26","1","0","0","0",23.71,93.38,110.25,98.2,100.63,91.81,93.85,95.55,90.6,"0","1"
"331",2013-04-27,NA,NA,NA,NA,NA,NA,NA,NA,13.3,13.8,0.6,2.8,"2013","4","27","1","0","0","0",23.71,93.35,110.23,98.19,100.62,91.81,93.84,95.53,90.51,"0","1"
"332",2013-04-28,NA,NA,NA,NA,NA,NA,NA,NA,17.27,18.58,0,0,"2013","4","28","1","0","0","0",23.7,93.35,110.15,98.19,100.62,91.81,93.81,95.52,90.48,"0","1"
"333",2013-04-29,NA,NA,NA,NA,NA,NA,NA,NA,21.11,22.24,0,0,"2013","4","29","1","0","0","0",23.7,93.35,110.15,98.19,100.61,91.8,93.79,95.5,90.48,"0","1"
"334",2013-04-30,NA,NA,NA,NA,NA,NA,NA,NA,20.96,21.98,0,0,"2013","4","30","1","0","0","0",23.68,93.35,110.12,98.19,100.61,91.8,93.79,95.5,90.46,"0","1"
"335",2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA,19.35,20.25,3.2,3.2,"2013","5","1","1","0","0","0",23.65,93.35,110.11,98.18,100.61,91.8,93.79,95.5,90.46,"0","1"
"336",2013-05-02,NA,NA,NA,NA,NA,NA,NA,NA,16.13,18.43,2.4,5,"2013","5","2","1","0","0","0",23.64,93.34,110.11,98.19,100.6,91.8,93.78,95.5,90.46,"0","1"
"337",2013-05-03,NA,NA,NA,NA,NA,NA,NA,NA,18.37,20,0,0,"2013","5","3","1","0","0","0",23.63,93.32,110.1,98.19,100.6,91.79,93.77,95.49,90.43,"0","1"
"338",2013-05-04,NA,NA,NA,NA,NA,NA,NA,NA,19.01,21.02,0,0.6,"2013","5","4","1","0","0","0",23.62,93.31,110.08,98.19,100.6,91.79,93.77,95.48,90.43,"0","1"
"339",2013-05-05,NA,NA,NA,NA,NA,NA,NA,NA,15.55,18.41,1,2,"2013","5","5","1","0","0","0",23.61,93.31,110.02,98.19,100.6,91.79,93.77,95.44,90.43,"0","1"
"340",2013-05-06,NA,NA,NA,NA,NA,NA,NA,NA,14.05,15.52,5.6,7,"2013","5","6","1","0","0","0",23.61,93.28,110,98.19,100.6,91.78,93.73,95.44,90.43,"0","1"
"341",2013-05-07,NA,NA,NA,NA,NA,NA,NA,NA,13.71,14.63,20.2,0.4,"2013","5","7","1","0","0","0",23.61,93.28,109.98,98.18,100.6,91.78,93.72,95.43,90.56,"0","1"
"342",2013-05-08,NA,NA,NA,NA,NA,NA,NA,NA,15.08,16.22,0,0.2,"2013","5","8","1","0","0","0",23.61,93.27,109.98,98.18,100.6,91.78,93.72,95.41,92.96,"0","1"
"343",2013-05-09,NA,NA,NA,NA,NA,NA,NA,NA,16.4,17.72,0.2,0.2,"2013","5","9","1","0","0","0",23.6,93.27,109.74,98.19,100.6,91.78,93.71,95.4,92.96,"0","1"
"344",2013-05-10,NA,NA,NA,NA,NA,NA,NA,NA,16.25,17.24,0,0.2,"2013","5","10","1","0","0","0",23.56,93.27,109.74,98.19,100.6,91.78,93.69,95.4,92.96,"0","1"
"345",2013-05-11,NA,NA,NA,NA,NA,NA,NA,NA,14.64,15.84,0.4,0,"2013","5","11","1","0","0","0",23.55,93.28,109.74,98.19,100.6,91.78,93.69,95.4,95,"0","1"
"346",2013-05-12,NA,NA,NA,NA,NA,NA,NA,NA,14,15.67,0,0.2,"2013","5","12","1","0","0","0",23.55,93.28,109.74,98.19,100.61,91.78,93.71,95.42,93.48,"0","1"
"347",2013-05-13,NA,NA,NA,NA,NA,NA,NA,NA,14.62,17.65,0,0,"2013","5","13","1","0","0","0",23.55,93.28,109.74,98.19,100.6,91.77,93.66,95.42,93.48,"0","1"
"348",2013-05-14,NA,NA,NA,NA,NA,NA,NA,NA,15.56,17.02,0,0.2,"2013","5","14","1","0","0","0",23.56,93.28,109.74,98.19,100.6,91.77,93.66,95.42,95.06,"0","1"
"349",2013-05-15,NA,NA,NA,NA,NA,NA,NA,NA,14.85,16.04,0,0,"2013","5","15","1","0","0","0",23.56,93.28,109.7,98.18,100.59,91.77,93.6,95.4,95.08,"0","1"
"350",2013-05-16,NA,NA,NA,NA,NA,NA,NA,NA,14.76,16.5,18.6,14.8,"2013","5","16","1","0","0","0",23.56,93.28,109.7,98.18,100.59,91.77,93.6,95.36,95.08,"0","1"
"351",2013-05-17,NA,NA,NA,NA,NA,NA,NA,NA,13.82,15.48,0.4,6,"2013","5","17","1","0","0","0",23.4,93.29,109.7,98.18,100.59,91.77,93.6,95.34,95.14,"0","1"
"352",2013-05-18,NA,NA,NA,NA,NA,NA,NA,NA,17.33,18.73,0.4,0,"2013","5","18","1","0","0","0",23.37,93.26,109.73,98.13,100.59,91.77,93.6,95.34,95.15,"0","1"
"353",2013-05-19,NA,NA,NA,NA,NA,NA,NA,NA,14.45,16.35,0.2,0,"2013","5","19","1","0","0","0",23.37,93.26,109.73,98.11,100.59,91.77,93.61,95.33,95.15,"0","1"
"354",2013-05-20,NA,NA,NA,NA,NA,NA,NA,NA,13.9,15.29,0.4,0.2,"2013","5","20","1","0","0","0",23.4,93.26,109.73,98.11,100.59,91.73,93.61,95.33,95.14,"0","1"
"355",2013-05-21,NA,NA,NA,NA,NA,NA,NA,NA,13.37,14.92,5,4,"2013","5","21","1","0","0","0",23.43,93.23,109.7,98.11,100.57,91.71,93.64,95.32,95.1,"0","1"
"356",2013-05-22,NA,NA,NA,NA,NA,NA,NA,NA,15.62,17.53,18.2,14,"2013","5","22","1","0","0","0",23.46,93.2,109.67,98.14,100.57,91.71,93.64,95.31,92.79,"0","1"
"357",2013-05-23,NA,NA,NA,NA,NA,NA,NA,NA,12.46,14.41,8.2,5.8,"2013","5","23","1","0","0","0",23.52,93.2,109.67,98.14,100.57,91.71,93.6,95.26,92.79,"0","1"
"358",2013-05-24,NA,NA,NA,NA,NA,NA,NA,NA,11.96,13.5,0.2,0.2,"2013","5","24","1","0","0","0",23.52,93.2,109.65,98.14,100.57,91.71,93.57,95.25,90.11,"0","1"
"359",2013-05-25,NA,NA,NA,NA,NA,NA,NA,NA,10.91,11.99,1,0.2,"2013","5","25","1","0","0","0",23.56,93.2,109.67,98.13,100.57,91.71,93.6,95.26,90.05,"0","1"
"360",2013-05-26,NA,NA,NA,NA,NA,NA,NA,NA,10.88,12.59,0,0.6,"2013","5","26","1","0","0","0",23.56,93.19,109.67,98.1,100.57,91.71,93.57,95.23,90.05,"0","1"
"361",2013-05-27,NA,NA,NA,NA,NA,NA,NA,NA,13.29,14.46,0.4,0.2,"2013","5","27","1","0","0","0",23.59,93.19,109.65,98.1,100.57,91.7,93.55,95.2,90.01,"0","1"
"362",2013-05-28,NA,NA,NA,NA,NA,NA,NA,NA,15.28,16.57,0,0,"2013","5","28","1","0","0","0",23.59,93.18,109.58,98.1,100.54,91.68,93.54,95.17,90.01,"0","1"
"363",2013-05-29,NA,NA,NA,NA,NA,NA,NA,NA,13.35,14.45,5.4,1.2,"2013","5","29","1","0","0","0",23.59,93.18,109.57,98.1,100.54,91.68,93.5,95.15,90.01,"0","1"
"364",2013-05-30,NA,NA,NA,NA,NA,NA,NA,NA,11.18,11.78,11,4.4,"2013","5","30","1","0","0","0",23.59,93.18,109.55,98.1,100.53,91.67,93.48,95.12,90.01,"0","1"
"365",2013-05-31,NA,NA,NA,NA,NA,NA,NA,NA,11.52,12.35,6.4,1,"2013","5","31","1","0","0","0",23.59,93.18,109.55,98.09,100.54,91.67,93.47,95.12,90.01,"0","1"
"366",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,11.97,12.78,16.8,4.2,"2013","6","1","1","0","0","0",23.63,93.15,109.55,98.09,100.53,91.68,93.42,95.09,89.94,"0","1"
"367",2013-06-02,NA,NA,NA,NA,NA,NA,NA,NA,15.17,16.75,0,0.2,"2013","6","2","1","0","0","0",23.65,93.14,109.55,98.09,100.53,91.67,93.42,95.09,89.9,"0","1"
"368",2013-06-03,NA,NA,NA,NA,NA,NA,NA,NA,14,15.96,0.2,1,"2013","6","3","1","0","0","0",23.66,93.15,109.56,98.09,100.53,91.67,93.4,95.07,89.9,"0","1"
"369",2013-06-04,NA,NA,NA,NA,NA,NA,NA,NA,15.11,15.26,31.6,3.6,"2013","6","4","1","0","0","0",23.7,93.15,109.58,98.09,100.53,91.67,93.41,95.07,89.88,"0","1"
"370",2013-06-05,NA,NA,NA,NA,NA,NA,NA,NA,15.93,16.29,6,1.6,"2013","6","5","1","0","0","0",23.7,93.14,109.62,98.09,100.52,91.67,93.41,95.07,89.84,"0","1"
"371",2013-06-06,NA,NA,NA,NA,NA,NA,NA,NA,17.48,18.69,0,0.4,"2013","6","6","1","0","0","0",23.71,93.14,109.62,98.09,100.51,91.67,93.38,95.06,89.84,"0","1"
"372",2013-06-07,NA,NA,NA,NA,NA,NA,NA,NA,19.11,20.05,0,0.2,"2013","6","7","1","0","0","0",23.71,93.14,109.63,98.08,100.5,91.66,93.38,95.04,89.91,"0","1"
"373",2013-06-08,NA,NA,NA,NA,NA,NA,NA,NA,19.04,19.87,0,0,"2013","6","8","1","0","0","0",23.72,93.13,109.65,98.08,100.5,91.66,93.33,95.02,89.8,"0","1"
"374",2013-06-09,NA,NA,NA,NA,NA,NA,NA,NA,18.49,18.69,0.2,0,"2013","6","9","1","0","0","0",23.74,93.13,109.65,98.08,100.49,91.65,93.33,95.01,89.85,"0","1"
"375",2013-06-10,NA,NA,NA,NA,NA,NA,NA,NA,16.48,18.18,0,0,"2013","6","10","1","0","0","0",23.74,93.13,109.66,98.08,100.49,91.65,93.33,95.01,92.12,"0","1"
"376",2013-06-11,NA,NA,NA,NA,NA,NA,NA,NA,16.95,18.66,0,0,"2013","6","11","1","0","0","0",23.74,93.16,109.66,98.07,100.48,91.65,93.37,95.01,89.85,"0","1"
"377",2013-06-12,NA,NA,NA,NA,NA,NA,NA,NA,21.03,21.41,0,0,"2013","6","12","1","0","0","0",23.79,93.16,109.7,98.07,100.48,91.66,93.39,95.03,89.85,"0","1"
"378",2013-06-13,NA,NA,NA,NA,NA,NA,NA,NA,21.09,22.56,0,0,"2013","6","13","1","0","0","0",23.8,93.16,109.76,98.06,100.48,91.66,93.39,95.03,89.87,"0","1"
"379",2013-06-14,NA,NA,NA,NA,NA,NA,NA,NA,21.27,22.82,0,0,"2013","6","14","1","0","0","0",23.8,93.16,109.78,98.06,100.47,91.66,93.39,95.04,89.87,"0","1"
"380",2013-06-15,NA,NA,NA,NA,NA,NA,NA,NA,21.82,22.24,0,0,"2013","6","15","1","0","0","0",23.83,93.16,109.79,98.06,100.47,91.66,93.4,95.04,89.87,"0","1"
"381",2013-06-16,NA,NA,NA,NA,NA,NA,NA,NA,22.56,23.26,0,0,"2013","6","16","1","0","0","0",23.83,93.16,109.82,98.07,100.47,91.66,93.41,95.04,94.41,"0","1"
"382",2013-06-17,NA,NA,NA,NA,NA,NA,NA,NA,24.6,24.75,0,0,"2013","6","17","1","0","0","0",23.84,93.16,109.85,98.07,100.47,91.67,93.41,95.04,94.87,"0","1"
"383",2013-06-18,NA,NA,NA,NA,NA,NA,NA,NA,26.2,26.26,0,0,"2013","6","18","1","0","0","0",23.85,93.17,109.86,98.07,100.47,91.67,93.42,95.05,94.87,"0","1"
"384",2013-06-19,NA,NA,NA,NA,NA,NA,NA,NA,25.54,26.33,0,0,"2013","6","19","1","0","0","0",23.85,93.17,109.87,98.07,100.47,91.67,93.42,95.05,94.87,"0","1"
"385",2013-06-20,NA,NA,NA,NA,NA,NA,NA,NA,24.7,25.57,0,0,"2013","6","20","1","0","0","0",23.86,93.17,109.92,98.08,100.47,91.67,93.42,95.07,94.88,"0","1"
"386",2013-06-21,NA,NA,NA,NA,NA,NA,NA,NA,23.21,24,0,0,"2013","6","21","0","1","0","0",23.89,93.17,109.93,98.08,100.47,91.68,93.44,95.07,94.91,"0","1"
"387",2013-06-22,NA,NA,NA,NA,NA,NA,NA,NA,20.77,22.54,0,0,"2013","6","22","0","1","0","0",23.93,93.18,109.96,98.08,100.47,91.68,93.45,95.12,94.95,"0","1"
"388",2013-06-23,NA,NA,NA,NA,NA,NA,NA,NA,20.43,21.91,0,0,"2013","6","23","0","1","0","0",24.01,93.18,110.01,98.09,100.47,91.68,93.46,95.12,94.95,"0","1"
"389",2013-06-24,NA,NA,NA,NA,NA,NA,NA,NA,17.87,19.1,0,0,"2013","6","24","0","1","0","0",24.02,93.19,110.04,98.09,100.48,91.68,93.47,95.13,94.95,"0","1"
"390",2013-06-25,NA,NA,NA,NA,NA,NA,NA,NA,17.79,20.05,0,0,"2013","6","25","0","1","0","0",24.04,93.19,110.06,98.09,100.48,91.68,93.46,95.12,94.95,"0","1"
"391",2013-06-26,NA,NA,NA,NA,NA,NA,NA,NA,17.06,17.99,17.2,0.8,"2013","6","26","0","1","0","0",24.06,93.19,110.07,98.09,100.48,91.68,93.45,95.12,94.9,"0","1"
"392",2013-06-27,NA,NA,NA,NA,NA,NA,NA,NA,17.74,19.46,0,0.2,"2013","6","27","0","1","0","0",24.08,93.19,110.07,98.09,100.48,91.68,93.46,95.11,94.9,"0","1"
"393",2013-06-28,NA,NA,NA,NA,NA,NA,NA,NA,17.16,18.45,0,0.6,"2013","6","28","0","1","0","0",24.09,93.19,110.08,98.08,100.48,91.68,93.47,95.09,94.93,"0","1"
"394",2013-06-29,NA,NA,NA,NA,NA,NA,NA,NA,17.54,19.87,0,0.2,"2013","6","29","0","1","0","0",24.13,93.19,110.1,98.08,100.47,91.68,93.47,95.09,94.92,"0","1"
"395",2013-06-30,NA,NA,NA,NA,NA,NA,NA,NA,18.88,19.81,0,0,"2013","6","30","0","1","0","0",24.13,93.19,110.15,98.07,100.46,91.68,93.47,95.09,94.92,"0","1"
"396",2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,19.85,20.9,0,0,"2013","7","1","0","1","0","0",24.17,93.19,110.17,98.06,100.46,91.68,93.47,95.11,94.93,"0","1"
"397",2013-07-02,NA,NA,NA,NA,NA,NA,NA,NA,21.74,22.37,0,0,"2013","7","2","0","1","0","0",24.18,93.18,110.17,98.06,100.46,91.67,93.45,95.11,94.92,"0","1"
"398",2013-07-03,NA,NA,NA,NA,NA,NA,NA,NA,20.79,22.11,0,0,"2013","7","3","0","1","0","0",24.22,93.17,110.17,98.06,100.46,91.67,93.45,95.11,94.91,"0","1"
"399",2013-07-04,NA,NA,NA,NA,NA,NA,NA,NA,18.82,20.35,12.2,6,"2013","7","4","0","1","0","0",24.25,93.17,110.17,98.06,100.46,91.67,93.45,95.07,94.9,"0","1"
"400",2013-07-05,NA,NA,NA,NA,NA,NA,NA,NA,23.17,23.99,0,0.4,"2013","7","5","0","1","0","0",24.29,93.16,110.17,98.06,100.46,91.67,93.45,95.08,94.9,"0","1"
"401",2013-07-06,NA,NA,NA,NA,NA,NA,NA,NA,23.13,24.55,0.2,0,"2013","7","6","0","1","0","0",24.33,93.16,110.18,98.05,100.45,91.67,93.45,95.08,94.9,"0","1"
"402",2013-07-07,NA,NA,NA,NA,NA,NA,NA,NA,20.89,22.97,1,1.2,"2013","7","7","0","1","0","0",24.41,93.17,110.18,98.03,100.44,91.67,93.45,95.08,94.88,"0","1"
"403",2013-07-08,NA,NA,NA,NA,NA,NA,NA,NA,20.74,22.29,3.6,2.8,"2013","7","8","0","1","0","0",24.46,93.18,110.18,98.03,100.44,91.67,93.46,95.09,94.88,"0","1"
"404",2013-07-09,NA,NA,NA,NA,NA,NA,NA,NA,20,21.65,1.6,1.8,"2013","7","9","0","1","0","0",24.51,93.1766666666667,110.19,98.03,100.4,91.67,93.46,95.1,94.88,"0","1"
"405",2013-07-10,NA,NA,NA,NA,NA,NA,NA,NA,21.39,22.46,2.6,1,"2013","7","10","0","1","0","0",24.54,93.1766666666667,110.21,98.03,100.4,91.66,93.47,95.11,94.87,"0","1"
"406",2013-07-11,NA,NA,NA,NA,NA,NA,NA,NA,20.32,21.93,0.6,3.4,"2013","7","11","0","1","0","0",24.56,93.1766666666667,110.23,98.03,100.4,91.65,93.47,95.11,94.86,"0","1"
"407",2013-07-12,NA,NA,NA,NA,NA,NA,NA,NA,22.15,23.85,0,0.2,"2013","7","12","0","1","0","0",24.59,93.1766666666667,110.23,98.03,100.4,91.62,93.47,95.1,94.86,"0","1"
"408",2013-07-13,NA,NA,NA,NA,NA,NA,NA,NA,21.98,23.79,0,0,"2013","7","13","0","1","0","0",24.63,93.1766666666667,110.23,98.03,100.4,91.61,93.47,95.09,94.86,"0","1"
"409",2013-07-14,NA,NA,NA,NA,NA,NA,NA,NA,22.37,24.45,0,0,"2013","7","14","0","1","0","0",24.67,93.1766666666667,110.23,98.02,100.4,91.61,93.47,95.08,94.85,"0","1"
"410",2013-07-15,NA,NA,NA,NA,NA,NA,NA,NA,22.31,23.78,0,0.2,"2013","7","15","0","1","0","0",24.7,93.1766666666667,110.24,98.02,100.4,91.61,93.47,95.07,94.85,"0","1"
"411",2013-07-16,NA,NA,NA,NA,NA,NA,NA,NA,23.21,25.1,0,0,"2013","7","16","0","1","0","0",24.74,93.1766666666667,110.26,98.01,100.4,91.61,93.47,95.04,94.86,"0","1"
"412",2013-07-17,NA,NA,NA,NA,NA,NA,NA,NA,23.47,24.7,0,0,"2013","7","17","0","1","0","0",24.76,93.1766666666667,110.26,98.01,100.4,91.61,93.47,95.04,94.85,"0","1"
"413",2013-07-18,NA,NA,NA,NA,NA,NA,NA,NA,22.33,23.41,0,1,"2013","7","18","0","1","0","0",24.8,93.1766666666667,110.26,98,100.4,91.61,93.47,95.04,94.85,"0","1"
"414",2013-07-19,NA,NA,NA,NA,NA,NA,NA,NA,20.3,22,0.8,1.6,"2013","7","19","0","1","0","0",24.83,93.1766666666667,110.26,97.98,100.4,91.6,93.47,95.02,94.83,"0","1"
"415",2013-07-20,NA,NA,NA,NA,NA,NA,NA,NA,21.83,23.33,0.2,0,"2013","7","20","0","1","0","0",24.86,93.1766666666667,110.26,97.94,100.4,91.59,93.47,95.02,94.79,"0","1"
"416",2013-07-21,NA,NA,NA,NA,NA,NA,NA,NA,20.51,22.33,1.8,0.8,"2013","7","21","0","1","0","0",24.88,93.1766666666667,110.24,97.93,100.4,91.57,93.47,95.02,94.78,"0","1"
"417",2013-07-22,NA,NA,NA,NA,NA,NA,NA,NA,22.68,24.36,0,0,"2013","7","22","0","1","0","0",24.94,93.1766666666667,110.24,97.93,100.4,91.55,93.47,95.02,94.78,"0","1"
"418",2013-07-23,NA,NA,NA,NA,NA,NA,NA,NA,23.37,25.14,0,0.2,"2013","7","23","0","1","0","0",24.95,93.1766666666667,110.22,97.92,100.4,91.55,93.47,95.02,94.79,"0","1"
"419",2013-07-24,NA,NA,NA,NA,NA,NA,NA,NA,23.42,25.33,0,0,"2013","7","24","0","1","0","0",25.03,93.1766666666667,110.22,97.92,100.4,91.54,93.47,95,94.8,"0","1"
"420",2013-07-25,NA,NA,NA,NA,NA,NA,NA,NA,23.38,25.23,0,0,"2013","7","25","0","1","0","0",25.05,93.1766666666667,110.22,97.92,100.4,91.53,93.47,95,94.8,"0","1"
"421",2013-07-26,NA,NA,NA,NA,NA,NA,NA,NA,24.91,26.49,0,0,"2013","7","26","0","1","0","0",25.11,93.1766666666667,110.24,97.92,100.4,91.53,93.47,94.97,94.8,"0","1"
"422",2013-07-27,NA,NA,NA,NA,NA,NA,NA,NA,26.09,27.52,0,0,"2013","7","27","0","1","0","0",25.11,93.1766666666667,110.26,97.92,100.4,91.53,93.47,94.97,94.81,"0","1"
"423",2013-07-28,NA,NA,NA,NA,NA,NA,NA,NA,26.49,27.96,0,0,"2013","7","28","0","1","0","0",25.19,93.1766666666667,110.32,97.92,100.4,91.53,93.47,94.98,94.81,"0","1"
"424",2013-07-29,NA,NA,NA,NA,NA,NA,NA,NA,25.54,27.1,0,0,"2013","7","29","0","1","0","0",25.23,93.1766666666667,110.35,97.92,100.4,91.53,93.47,94.98,94.81,"0","1"
"425",2013-07-30,NA,NA,NA,NA,NA,NA,NA,NA,23.95,26.58,0,0,"2013","7","30","0","1","0","0",25.28,93.1766666666667,110.36,97.92,100.4,91.53,93.47,94.98,94.81,"0","1"
"426",2013-07-31,NA,NA,NA,NA,NA,NA,NA,NA,24.28,26.37,0,0,"2013","7","31","0","1","0","0",25.32,93.1766666666667,110.36,97.92,100.4,91.52,93.47,94.98,94.81,"0","1"
"427",2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,24.78,26.44,0,0,"2013","8","1","0","1","0","0",25.36,93.1766666666667,110.37,97.92,100.4,91.52,93.47,94.98,94.79,"0","1"
"428",2013-08-02,NA,NA,NA,NA,NA,NA,NA,NA,25.05,26.82,0,0,"2013","8","2","0","1","0","0",25.41,93.095,110.4,97.91,100.4,91.52,93.47,94.98,94.77,"0","1"
"429",2013-08-03,NA,NA,NA,NA,NA,NA,NA,NA,26.17,28.7,0,0,"2013","8","3","0","1","0","0",25.46,93.01,110.41,97.91,100.3625,91.52,93.445,94.97,94.77,"0","1"
