"","Date","Rainfall_Terni","Flow_Rate_Lupa","abs.flow_rate"
"634",2010-11-14,7.96,-80.36,80.36
"635",2010-11-15,7.96,-80.37,80.37
"636",2010-11-16,7.96,-80.38,80.38
"637",2010-11-17,7.96,-80.39,80.39
"638",2010-11-18,7.96,-80.4,80.4
"639",2010-11-19,7.96,-80.41,80.41
"640",2010-11-20,7.96,-80.42,80.42
"641",2010-11-21,7.96,-80.43,80.43
"642",2010-11-22,7.96,-80.44,80.44
"643",2010-11-23,7.96,-80.45,80.45
"644",2010-11-24,7.96,-80.46,80.46
"645",2010-11-25,7.96,-80.47,80.47
"646",2010-11-26,7.96,-80.48,80.48
"647",2010-11-27,7.96,-80.49,80.49
"648",2010-11-28,7.96,-80.5,80.5
"649",2010-11-29,7.96,-80.51,80.51
"650",2010-11-30,7.96,-80.52,80.52
"651",2010-12-01,3.533,-80.55,80.55
"652",2010-12-02,3.533,-80.56,80.56
"653",2010-12-03,3.533,-80.57,80.57
"654",2010-12-04,3.533,-80.58,80.58
"655",2010-12-05,3.533,-80.59,80.59
"656",2010-12-06,3.533,-80.6,80.6
"657",2010-12-07,3.533,-80.61,80.61
"658",2010-12-08,3.533,-80.62,80.62
"659",2010-12-09,3.533,-80.63,80.63
"660",2010-12-10,3.533,-80.64,80.64
"661",2010-12-11,3.533,-80.65,80.65
"662",2010-12-12,3.533,-80.66,80.66
"663",2010-12-13,3.533,-80.67,80.67
"664",2010-12-14,3.533,-80.68,80.68
"665",2010-12-15,3.533,NA,NA
"666",2010-12-16,3.533,NA,NA
"667",2010-12-17,3.533,-80.69,80.69
"668",2010-12-18,3.533,-80.7,80.7
"669",2010-12-19,3.533,-80.71,80.71
"670",2010-12-20,3.533,-80.72,80.72
"671",2010-12-21,3.533,-80.73,80.73
"672",2010-12-22,3.533,-80.74,80.74
"673",2010-12-23,3.533,-80.75,80.75
"674",2010-12-24,3.533,-80.76,80.76
"675",2010-12-25,3.533,-80.77,80.77
"676",2010-12-26,3.533,-80.78,80.78
"677",2010-12-27,3.533,-80.79,80.79
"678",2010-12-28,3.533,-80.8,80.8
"679",2010-12-29,3.533,-80.81,80.81
"680",2010-12-30,3.533,-80.82,80.82
"681",2010-12-31,3.533,-80.83,80.83
"682",2011-01-01,1.713,-80.84,80.84
"683",2011-01-02,1.713,-80.85,80.85
"684",2011-01-03,1.713,-80.86,80.86
"685",2011-01-04,1.713,-80.87,80.87
"686",2011-01-05,1.713,-80.88,80.88
"687",2011-01-06,1.713,-80.89,80.89
"688",2011-01-07,1.713,-80.9,80.9
"689",2011-01-08,1.713,-80.91,80.91
"690",2011-01-09,1.713,-80.92,80.92
"691",2011-01-10,1.713,-80.93,80.93
"692",2011-01-11,1.713,-80.94,80.94
"693",2011-01-12,1.713,-80.95,80.95
"694",2011-01-13,1.713,-80.96,80.96
"695",2011-01-14,1.713,-80.97,80.97
"696",2011-01-15,1.713,-80.98,80.98
"697",2011-01-16,1.713,-80.99,80.99
"698",2011-01-17,1.713,-81,81
"699",2011-01-18,1.713,-81.01,81.01
"700",2011-01-19,1.713,-81.02,81.02
"701",2011-01-20,1.713,-81.05,81.05
"702",2011-01-21,1.713,-81.06,81.06
"703",2011-01-22,1.713,-81.07,81.07
"704",2011-01-23,1.713,-81.08,81.08
"705",2011-01-24,1.713,-81.09,81.09
"706",2011-01-25,1.713,-81.1,81.1
"707",2011-01-26,1.713,-81.11,81.11
"708",2011-01-27,1.713,-81.12,81.12
"709",2011-01-28,1.713,-81.13,81.13
"710",2011-01-29,1.713,-81.14,81.14
"711",2011-01-30,1.713,-81.15,81.15
"712",2011-01-31,1.713,-81.16,81.16
"713",2011-02-01,1.716,-81.17,81.17
"714",2011-02-02,1.716,-81.18,81.18
"715",2011-02-03,1.716,-81.19,81.19
"716",2011-02-04,1.716,-81.2,81.2
"717",2011-02-05,1.716,NA,NA
"718",2011-02-06,1.716,NA,NA
"719",2011-02-07,1.716,-81.21,81.21
"720",2011-02-08,1.716,-81.22,81.22
"721",2011-02-09,1.716,-81.23,81.23
"722",2011-02-10,1.716,-81.24,81.24
"723",2011-02-11,1.716,-81.25,81.25
"724",2011-02-12,1.716,-81.26,81.26
"725",2011-02-13,1.716,-81.27,81.27
"726",2011-02-14,1.716,-81.28,81.28
"727",2011-02-15,1.716,-81.29,81.29
"728",2011-02-16,1.716,-81.3,81.3
"729",2011-02-17,1.716,-81.31,81.31
"730",2011-02-18,1.716,-81.32,81.32
"731",2011-02-19,1.716,-81.33,81.33
"732",2011-02-20,1.716,-81.34,81.34
"733",2011-02-21,1.716,-81.35,81.35
"734",2011-02-22,1.716,-81.36,81.36
"735",2011-02-23,1.716,-81.37,81.37
"736",2011-02-24,1.716,-81.38,81.38
"737",2011-02-25,1.716,-81.39,81.39
"738",2011-02-26,1.716,-81.4,81.4
"739",2011-02-27,1.716,-81.41,81.41
"740",2011-02-28,1.716,-81.42,81.42
"741",2011-03-01,3.391,-81.43,81.43
"742",2011-03-02,3.391,-81.44,81.44
"743",2011-03-03,3.391,-81.45,81.45
"744",2011-03-04,3.391,-81.46,81.46
"745",2011-03-05,3.391,-81.47,81.47
"746",2011-03-06,3.391,-81.48,81.48
"747",2011-03-07,3.391,-81.49,81.49
"748",2011-03-08,3.391,-81.5,81.5
"749",2011-03-09,3.391,-81.51,81.51
"750",2011-03-10,3.391,-81.52,81.52
"751",2011-03-11,3.391,-81.55,81.55
"752",2011-03-12,3.391,-81.56,81.56
"753",2011-03-13,3.391,-81.57,81.57
"754",2011-03-14,3.391,-81.58,81.58
"755",2011-03-15,3.391,-81.59,81.59
"756",2011-03-16,3.391,-81.6,81.6
"757",2011-03-17,3.391,-81.61,81.61
"758",2011-03-18,3.391,-81.62,81.62
"759",2011-03-19,3.391,-81.63,81.63
"760",2011-03-20,3.391,-81.64,81.64
"761",2011-03-21,3.391,-81.65,81.65
"762",2011-03-22,3.391,-81.66,81.66
"763",2011-03-23,3.391,-81.67,81.67
"764",2011-03-24,3.391,-81.68,81.68
"765",2011-03-25,3.391,-81.69,81.69
"766",2011-03-26,3.391,-81.7,81.7
"767",2011-03-27,3.391,-81.71,81.71
"768",2011-03-28,3.391,-81.72,81.72
"769",2011-03-29,3.391,NA,NA
"770",2011-03-30,3.391,NA,NA
"771",2011-03-31,3.391,-81.73,81.73
"772",2011-04-01,1.477,-81.74,81.74
"773",2011-04-02,1.477,-81.75,81.75
"774",2011-04-03,1.477,-81.76,81.76
"775",2011-04-04,1.477,-81.77,81.77
"776",2011-04-05,1.477,-81.78,81.78
"777",2011-04-06,1.477,-81.79,81.79
"778",2011-04-07,1.477,-81.8,81.8
"779",2011-04-08,1.477,-81.81,81.81
"780",2011-04-09,1.477,-81.82,81.82
"781",2011-04-10,1.477,-81.83,81.83
"782",2011-04-11,1.477,-81.84,81.84
"783",2011-04-12,1.477,-81.85,81.85
"784",2011-04-13,1.477,-81.86,81.86
"785",2011-04-14,1.477,-81.87,81.87
"786",2011-04-15,1.477,-81.88,81.88
"787",2011-04-16,1.477,-81.89,81.89
"788",2011-04-17,1.477,-81.9,81.9
"789",2011-04-18,1.477,-81.91,81.91
"790",2011-04-19,1.477,-81.92,81.92
"791",2011-04-20,1.477,-81.93,81.93
"792",2011-04-21,1.477,-81.94,81.94
"793",2011-04-22,1.477,-81.95,81.95
"794",2011-04-23,1.477,-81.96,81.96
"795",2011-04-24,1.477,-81.97,81.97
"796",2011-04-25,1.477,-81.98,81.98
"797",2011-04-26,1.477,-81.99,81.99
"798",2011-04-27,1.477,-82,82
"799",2011-04-28,1.477,-82.01,82.01
"800",2011-04-29,1.477,-82.02,82.02
"801",2011-04-30,1.477,-82.05,82.05
"802",2011-05-01,1.63,-82.06,82.06
"803",2011-05-02,1.63,-82.07,82.07
"804",2011-05-03,1.63,-82.08,82.08
"805",2011-05-04,1.63,-82.09,82.09
"806",2011-05-05,1.63,-82.1,82.1
"807",2011-05-06,1.63,-82.11,82.11
"808",2011-05-07,1.63,-82.12,82.12
"809",2011-05-08,1.63,-82.13,82.13
"810",2011-05-09,1.63,-82.14,82.14
"811",2011-05-10,1.63,-82.15,82.15
"812",2011-05-11,1.63,-82.16,82.16
"813",2011-05-12,1.63,-82.17,82.17
"814",2011-05-13,1.63,-82.18,82.18
"815",2011-05-14,1.63,-82.19,82.19
"816",2011-05-15,1.63,-82.2,82.2
"817",2011-05-16,1.63,-82.21,82.21
"818",2011-05-17,1.63,-82.22,82.22
"819",2011-05-18,1.63,-82.23,82.23
"820",2011-05-19,1.63,-82.24,82.24
"821",2011-05-20,1.63,NA,NA
"822",2011-05-21,1.63,NA,NA
"823",2011-05-22,1.63,-82.25,82.25
"824",2011-05-23,1.63,-82.26,82.26
"825",2011-05-24,1.63,-82.27,82.27
"826",2011-05-25,1.63,-82.28,82.28
"827",2011-05-26,1.63,-82.29,82.29
"828",2011-05-27,1.63,-82.3,82.3
"829",2011-05-28,1.63,-82.31,82.31
"830",2011-05-29,1.63,-82.32,82.32
"831",2011-05-30,1.63,-82.33,82.33
"832",2011-05-31,1.63,-82.34,82.34
"833",2011-06-01,1.967,-82.35,82.35
"834",2011-06-02,1.967,-82.36,82.36
"835",2011-06-03,1.967,-82.37,82.37
"836",2011-06-04,1.967,-82.38,82.38
"837",2011-06-05,1.967,-82.39,82.39
"838",2011-06-06,1.967,-82.4,82.4
"839",2011-06-07,1.967,-82.41,82.41
"840",2011-06-08,1.967,-82.42,82.42
"841",2011-06-09,1.967,-82.43,82.43
"842",2011-06-10,1.967,-82.44,82.44
"843",2011-06-11,1.967,-82.45,82.45
"844",2011-06-12,1.967,-82.46,82.46
"845",2011-06-13,1.967,-82.47,82.47
"846",2011-06-14,1.967,-82.48,82.48
"847",2011-06-15,1.967,-82.49,82.49
"848",2011-06-16,1.967,-82.5,82.5
"849",2011-06-17,1.967,-82.51,82.51
"850",2011-06-18,1.967,-82.52,82.52
"851",2011-06-19,1.967,-82.55,82.55
"852",2011-06-20,1.967,-82.56,82.56
"853",2011-06-21,1.967,-82.57,82.57
"854",2011-06-22,1.967,-82.58,82.58
"855",2011-06-23,1.967,-82.59,82.59
"856",2011-06-24,1.967,-82.6,82.6
"857",2011-06-25,1.967,-82.61,82.61
"858",2011-06-26,1.967,-82.62,82.62
"859",2011-06-27,1.967,-82.63,82.63
"860",2011-06-28,1.967,-82.64,82.64
"861",2011-06-29,1.967,-82.65,82.65
"862",2011-06-30,1.967,-82.66,82.66
"863",2011-07-01,2.334,-82.67,82.67
"864",2011-07-02,2.334,-82.68,82.68
"865",2011-07-03,2.334,-82.69,82.69
"866",2011-07-04,2.334,-82.7,82.7
"867",2011-07-05,2.334,-82.71,82.71
"868",2011-07-06,2.334,-82.72,82.72
"869",2011-07-07,2.334,-82.73,82.73
"870",2011-07-08,2.334,-82.74,82.74
"871",2011-07-09,2.334,-82.75,82.75
"872",2011-07-10,2.334,-82.76,82.76
"873",2011-07-11,2.334,NA,NA
"874",2011-07-12,2.334,NA,NA
"875",2011-07-13,2.334,-82.77,82.77
"876",2011-07-14,2.334,-82.78,82.78
"877",2011-07-15,2.334,-82.79,82.79
"878",2011-07-16,2.334,-82.8,82.8
"879",2011-07-17,2.334,-82.81,82.81
"880",2011-07-18,2.334,-82.82,82.82
"881",2011-07-19,2.334,-82.83,82.83
"882",2011-07-20,2.334,-82.84,82.84
"883",2011-07-21,2.334,-82.85,82.85
"884",2011-07-22,2.334,-82.86,82.86
"885",2011-07-23,2.334,-82.87,82.87
"886",2011-07-24,2.334,-82.88,82.88
"887",2011-07-25,2.334,-82.89,82.89
"888",2011-07-26,2.334,-82.9,82.9
"889",2011-07-27,2.334,-82.91,82.91
"890",2011-07-28,2.334,-82.92,82.92
"891",2011-07-29,2.334,-82.93,82.93
"892",2011-07-30,2.334,-82.94,82.94
"893",2011-07-31,2.334,-82.95,82.95
"894",2011-08-01,0.368,-82.96,82.96
"895",2011-08-02,0.368,-82.97,82.97
"896",2011-08-03,0.368,-82.98,82.98
"897",2011-08-04,0.368,-82.99,82.99
"898",2011-08-05,0.368,-83,83
"899",2011-08-06,0.368,-83.01,83.01
"900",2011-08-07,0.368,-83.02,83.02
"901",2011-08-08,0.368,-83.05,83.05
"902",2011-08-09,0.368,-83.06,83.06
"903",2011-08-10,0.368,-83.07,83.07
"904",2011-08-11,0.368,-83.08,83.08
"905",2011-08-12,0.368,-83.09,83.09
"906",2011-08-13,0.368,-83.1,83.1
"907",2011-08-14,0.368,-83.11,83.11
"908",2011-08-15,0.368,-83.12,83.12
"909",2011-08-16,0.368,-83.13,83.13
"910",2011-08-17,0.368,-83.14,83.14
"911",2011-08-18,0.368,-83.15,83.15
"912",2011-08-19,0.368,-83.16,83.16
"913",2011-08-20,0.368,-83.17,83.17
"914",2011-08-21,0.368,-83.18,83.18
"915",2011-08-22,0.368,-83.19,83.19
"916",2011-08-23,0.368,-83.2,83.2
"917",2011-08-24,0.368,-83.21,83.21
"918",2011-08-25,0.368,-83.22,83.22
"919",2011-08-26,0.368,-83.23,83.23
"920",2011-08-27,0.368,-83.24,83.24
"921",2011-08-28,0.368,-83.25,83.25
"922",2011-08-29,0.368,-83.26,83.26
"923",2011-08-30,0.368,-83.27,83.27
"924",2011-08-31,0.368,-83.28,83.28
"925",2011-09-01,1.617,NA,NA
"926",2011-09-02,1.617,NA,NA
"927",2011-09-03,1.617,-83.29,83.29
"928",2011-09-04,1.617,-83.3,83.3
"929",2011-09-05,1.617,-83.31,83.31
"930",2011-09-06,1.617,-83.32,83.32
"931",2011-09-07,1.617,-83.33,83.33
"932",2011-09-08,1.617,-83.34,83.34
"933",2011-09-09,1.617,-83.35,83.35
"934",2011-09-10,1.617,-83.36,83.36
"935",2011-09-11,1.617,-83.37,83.37
"936",2011-09-12,1.617,-83.38,83.38
"937",2011-09-13,1.617,-83.39,83.39
"938",2011-09-14,1.617,-83.4,83.4
"939",2011-09-15,1.617,-83.41,83.41
"940",2011-09-16,1.617,-83.42,83.42
"941",2011-09-17,1.617,-83.43,83.43
"942",2011-09-18,1.617,-83.44,83.44
"943",2011-09-19,1.617,-83.45,83.45
"944",2011-09-20,1.617,-83.46,83.46
"945",2011-09-21,1.617,-83.47,83.47
"946",2011-09-22,1.617,-83.48,83.48
"947",2011-09-23,1.617,-83.49,83.49
"948",2011-09-24,1.617,-83.5,83.5
"949",2011-09-25,1.617,-83.51,83.51
"950",2011-09-26,1.617,-83.52,83.52
"951",2011-09-27,1.617,-83.55,83.55
"952",2011-09-28,1.617,-83.56,83.56
"953",2011-09-29,1.617,-83.57,83.57
"954",2011-09-30,1.617,-83.58,83.58
"955",2011-10-01,2.275,-83.59,83.59
"956",2011-10-02,2.275,-83.6,83.6
"957",2011-10-03,2.275,-83.61,83.61
"958",2011-10-04,2.275,-83.62,83.62
"959",2011-10-05,2.275,-83.63,83.63
"960",2011-10-06,2.275,-83.64,83.64
"961",2011-10-07,2.275,-83.65,83.65
"962",2011-10-08,2.275,-83.66,83.66
"963",2011-10-09,2.275,-83.67,83.67
"964",2011-10-10,2.275,-83.68,83.68
"965",2011-10-11,2.275,-83.69,83.69
"966",2011-10-12,2.275,-83.7,83.7
"967",2011-10-13,2.275,-83.71,83.71
"968",2011-10-14,2.275,-83.72,83.72
"969",2011-10-15,2.275,-83.73,83.73
"970",2011-10-16,2.275,-83.74,83.74
"971",2011-10-17,2.275,-83.75,83.75
"972",2011-10-18,2.275,-83.76,83.76
"973",2011-10-19,2.275,-83.77,83.77
"974",2011-10-20,2.275,-83.78,83.78
"975",2011-10-21,2.275,-83.79,83.79
"976",2011-10-22,2.275,-83.8,83.8
"977",2011-10-23,2.275,NA,NA
"978",2011-10-24,2.275,NA,NA
"979",2011-10-25,2.275,-83.81,83.81
"980",2011-10-26,2.275,-83.82,83.82
"981",2011-10-27,2.275,-83.83,83.83
"982",2011-10-28,2.275,-83.84,83.84
"983",2011-10-29,2.275,-83.85,83.85
"984",2011-10-30,2.275,-83.86,83.86
"985",2011-10-31,2.275,-83.87,83.87
"986",2011-11-01,1.451,-83.88,83.88
"987",2011-11-02,1.451,-83.89,83.89
"988",2011-11-03,1.451,-83.9,83.9
"989",2011-11-04,1.451,-83.91,83.91
"990",2011-11-05,1.451,-83.92,83.92
"991",2011-11-06,1.451,-83.93,83.93
"992",2011-11-07,1.451,-83.94,83.94
"993",2011-11-08,1.451,-83.95,83.95
"994",2011-11-09,1.451,-83.96,83.96
"995",2011-11-10,1.451,-83.97,83.97
"996",2011-11-11,1.451,-83.98,83.98
"997",2011-11-12,1.451,-83.99,83.99
"998",2011-11-13,1.451,-84,84
"999",2011-11-14,1.451,-84.01,84.01
"1000",2011-11-15,1.451,-84.02,84.02
"1001",2011-11-16,1.451,-84.05,84.05
"1002",2011-11-17,1.451,-84.06,84.06
"1003",2011-11-18,1.451,-84.07,84.07
"1004",2011-11-19,1.451,-84.08,84.08
"1005",2011-11-20,1.451,-84.09,84.09
"1006",2011-11-21,1.451,-84.1,84.1
"1007",2011-11-22,1.451,-84.11,84.11
"1008",2011-11-23,1.451,-84.12,84.12
"1009",2011-11-24,1.451,-84.13,84.13
"1010",2011-11-25,1.451,-84.14,84.14
"1011",2011-11-26,1.451,-84.15,84.15
"1012",2011-11-27,1.451,-84.16,84.16
"1013",2011-11-28,1.451,-84.17,84.17
"1014",2011-11-29,1.451,-84.18,84.18
"1015",2011-11-30,1.451,-84.19,84.19
"1016",2011-12-01,1.981,-84.2,84.2
"1017",2011-12-02,1.981,-84.21,84.21
"1018",2011-12-03,1.981,-84.22,84.22
"1019",2011-12-04,1.981,-84.23,84.23
"1020",2011-12-05,1.981,-84.24,84.24
"1021",2011-12-06,1.981,-84.25,84.25
"1022",2011-12-07,1.981,-84.26,84.26
"1023",2011-12-08,1.981,-84.27,84.27
"1024",2011-12-09,1.981,-84.28,84.28
"1025",2011-12-10,1.981,-84.29,84.29
"1026",2011-12-11,1.981,-84.3,84.3
"1027",2011-12-12,1.981,-84.31,84.31
"1028",2011-12-13,1.981,-84.32,84.32
"1029",2011-12-14,1.981,NA,NA
"1030",2011-12-15,1.981,NA,NA
"1031",2011-12-16,1.981,-84.33,84.33
"1032",2011-12-17,1.981,-84.34,84.34
"1033",2011-12-18,1.981,-84.35,84.35
"1034",2011-12-19,1.981,-84.36,84.36
"1035",2011-12-20,1.981,-84.37,84.37
"1036",2011-12-21,1.981,-84.38,84.38
"1037",2011-12-22,1.981,-84.39,84.39
"1038",2011-12-23,1.981,-84.4,84.4
"1039",2011-12-24,1.981,-84.41,84.41
"1040",2011-12-25,1.981,-84.42,84.42
"1041",2011-12-26,1.981,-84.43,84.43
"1042",2011-12-27,1.981,-84.44,84.44
"1043",2011-12-28,1.981,-84.45,84.45
"1044",2011-12-29,1.981,-84.46,84.46
"1045",2011-12-30,1.981,-84.47,84.47
"1046",2011-12-31,1.981,-84.48,84.48
"1047",2012-01-01,0.767,-84.49,84.49
"1048",2012-01-02,0.767,-84.5,84.5
"1049",2012-01-03,0.767,-84.51,84.51
"1050",2012-01-04,0.767,-84.52,84.52
"1051",2012-01-05,0.767,-84.55,84.55
"1052",2012-01-06,0.767,-84.56,84.56
"1053",2012-01-07,0.767,-84.57,84.57
"1054",2012-01-08,0.767,-84.58,84.58
"1055",2012-01-09,0.767,-84.59,84.59
"1056",2012-01-10,0.767,-84.6,84.6
"1057",2012-01-11,0.767,-84.61,84.61
"1058",2012-01-12,0.767,-84.62,84.62
"1059",2012-01-13,0.767,-84.63,84.63
"1060",2012-01-14,0.767,-84.64,84.64
"1061",2012-01-15,0.767,-84.65,84.65
"1062",2012-01-16,0.767,-84.66,84.66
"1063",2012-01-17,0.767,-84.67,84.67
"1064",2012-01-18,0.767,-84.68,84.68
"1065",2012-01-19,0.767,-84.69,84.69
"1066",2012-01-20,0.767,-84.7,84.7
"1067",2012-01-21,0.767,-84.71,84.71
"1068",2012-01-22,0.767,-84.72,84.72
"1069",2012-01-23,0.767,-84.73,84.73
"1070",2012-01-24,0.767,-84.74,84.74
"1071",2012-01-25,0.767,-84.75,84.75
"1072",2012-01-26,0.767,-84.76,84.76
"1073",2012-01-27,0.767,-84.77,84.77
"1074",2012-01-28,0.767,-84.78,84.78
"1075",2012-01-29,0.767,-84.79,84.79
"1076",2012-01-30,0.767,-84.8,84.8
"1077",2012-01-31,0.767,-84.81,84.81
"1078",2012-02-01,2.382,-84.82,84.82
"1079",2012-02-02,2.382,-84.83,84.83
"1080",2012-02-03,2.382,-84.84,84.84
"1081",2012-02-04,2.382,NA,NA
"1082",2012-02-05,2.382,NA,NA
"1083",2012-02-06,2.382,-84.85,84.85
"1084",2012-02-07,2.382,-84.86,84.86
"1085",2012-02-08,2.382,-84.87,84.87
"1086",2012-02-09,2.382,-84.88,84.88
"1087",2012-02-10,2.382,-84.89,84.89
"1088",2012-02-11,2.382,-84.9,84.9
"1089",2012-02-12,2.382,-84.91,84.91
"1090",2012-02-13,2.382,-84.92,84.92
"1091",2012-02-14,2.382,-84.93,84.93
"1092",2012-02-15,2.382,-84.94,84.94
"1093",2012-02-16,2.382,-84.95,84.95
"1094",2012-02-17,2.382,-84.96,84.96
"1095",2012-02-18,2.382,-84.97,84.97
"1096",2012-02-19,2.382,-84.98,84.98
"1097",2012-02-20,2.382,-84.99,84.99
"1098",2012-02-21,2.382,-85,85
"1099",2012-02-22,2.382,-85.01,85.01
"1100",2012-02-23,2.382,-85.02,85.02
"1101",2012-02-24,2.382,-85.05,85.05
"1102",2012-02-25,2.382,-85.06,85.06
"1103",2012-02-26,2.382,-85.07,85.07
"1104",2012-02-27,2.382,-85.08,85.08
"1105",2012-02-28,2.382,-85.09,85.09
"1106",2012-02-29,2.382,-85.1,85.1
"1107",2012-03-01,0.537,-85.11,85.11
"1108",2012-03-02,0.537,-85.12,85.12
"1109",2012-03-03,0.537,-85.13,85.13
"1110",2012-03-04,0.537,-85.14,85.14
"1111",2012-03-05,0.537,-85.15,85.15
"1112",2012-03-06,0.537,-85.16,85.16
"1113",2012-03-07,0.537,-85.17,85.17
"1114",2012-03-08,0.537,-85.18,85.18
"1115",2012-03-09,0.537,-85.19,85.19
"1116",2012-03-10,0.537,-85.2,85.2
"1117",2012-03-11,0.537,-85.21,85.21
"1118",2012-03-12,0.537,-85.22,85.22
"1119",2012-03-13,0.537,-85.23,85.23
"1120",2012-03-14,0.537,-85.24,85.24
"1121",2012-03-15,0.537,-85.25,85.25
"1122",2012-03-16,0.537,-85.26,85.26
"1123",2012-03-17,0.537,-85.27,85.27
"1124",2012-03-18,0.537,-85.28,85.28
"1125",2012-03-19,0.537,-85.29,85.29
"1126",2012-03-20,0.537,-85.3,85.3
"1127",2012-03-21,0.537,-85.31,85.31
"1128",2012-03-22,0.537,-85.32,85.32
"1129",2012-03-23,0.537,-85.33,85.33
"1130",2012-03-24,0.537,-85.34,85.34
"1131",2012-03-25,0.537,-85.35,85.35
"1132",2012-03-26,0.537,-85.36,85.36
"1133",2012-03-27,0.537,NA,NA
"1134",2012-03-28,0.537,NA,NA
"1135",2012-03-29,0.537,-85.37,85.37
"1136",2012-03-30,0.537,-85.38,85.38
"1137",2012-03-31,0.537,-85.39,85.39
"1138",2012-04-01,3.068,-85.4,85.4
"1139",2012-04-02,3.068,-85.41,85.41
"1140",2012-04-03,3.068,-85.42,85.42
"1141",2012-04-04,3.068,-85.43,85.43
"1142",2012-04-05,3.068,-85.44,85.44
"1143",2012-04-06,3.068,-85.45,85.45
"1144",2012-04-07,3.068,-85.46,85.46
"1145",2012-04-08,3.068,-85.47,85.47
"1146",2012-04-09,3.068,-85.48,85.48
"1147",2012-04-10,3.068,-85.49,85.49
"1148",2012-04-11,3.068,-85.5,85.5
"1149",2012-04-12,3.068,-85.51,85.51
"1150",2012-04-13,3.068,-85.52,85.52
"1151",2012-04-14,3.068,-85.55,85.55
"1152",2012-04-15,3.068,-85.56,85.56
"1153",2012-04-16,3.068,-85.57,85.57
"1154",2012-04-17,3.068,-85.58,85.58
"1155",2012-04-18,3.068,-85.59,85.59
"1156",2012-04-19,3.068,-85.6,85.6
"1157",2012-04-20,3.068,-85.61,85.61
"1158",2012-04-21,3.068,-85.62,85.62
"1159",2012-04-22,3.068,-85.63,85.63
"1160",2012-04-23,3.068,-85.64,85.64
"1161",2012-04-24,3.068,-85.65,85.65
"1162",2012-04-25,3.068,-85.66,85.66
"1163",2012-04-26,3.068,-85.67,85.67
"1164",2012-04-27,3.068,-85.68,85.68
"1165",2012-04-28,3.068,-85.69,85.69
"1166",2012-04-29,3.068,-85.7,85.7
"1167",2012-04-30,3.068,-85.71,85.71
"1168",2012-05-01,2.904,-85.72,85.72
"1169",2012-05-02,2.904,-85.73,85.73
"1170",2012-05-03,2.904,-85.74,85.74
"1171",2012-05-04,2.904,-85.75,85.75
"1172",2012-05-05,2.904,-85.76,85.76
"1173",2012-05-06,2.904,-85.77,85.77
"1174",2012-05-07,2.904,-85.78,85.78
"1175",2012-05-08,2.904,-85.79,85.79
"1176",2012-05-09,2.904,-85.8,85.8
"1177",2012-05-10,2.904,-85.81,85.81
"1178",2012-05-11,2.904,-85.82,85.82
"1179",2012-05-12,2.904,-85.83,85.83
"1180",2012-05-13,2.904,-85.84,85.84
"1181",2012-05-14,2.904,-85.85,85.85
"1182",2012-05-15,2.904,-85.86,85.86
"1183",2012-05-16,2.904,-85.87,85.87
"1184",2012-05-17,2.904,-85.88,85.88
"1185",2012-05-18,2.904,NA,NA
"1186",2012-05-19,2.904,NA,NA
"1187",2012-05-20,2.904,-85.89,85.89
"1188",2012-05-21,2.904,-85.9,85.9
"1189",2012-05-22,2.904,-85.91,85.91
"1190",2012-05-23,2.904,-85.92,85.92
"1191",2012-05-24,2.904,-85.93,85.93
"1192",2012-05-25,2.904,-85.94,85.94
"1193",2012-05-26,2.904,-85.95,85.95
"1194",2012-05-27,2.904,-85.96,85.96
"1195",2012-05-28,2.904,-85.97,85.97
"1196",2012-05-29,2.904,-85.98,85.98
"1197",2012-05-30,2.904,-85.99,85.99
"1198",2012-05-31,2.904,-86,86
"1199",2012-06-01,0.707,-86.01,86.01
"1200",2012-06-02,0.707,-86.02,86.02
"1201",2012-06-03,0.707,-86.05,86.05
"1202",2012-06-04,0.707,-86.06,86.06
"1203",2012-06-05,0.707,-86.07,86.07
"1204",2012-06-06,0.707,-86.08,86.08
"1205",2012-06-07,0.707,-86.09,86.09
"1206",2012-06-08,0.707,-86.1,86.1
"1207",2012-06-09,0.707,-86.11,86.11
"1208",2012-06-10,0.707,-86.12,86.12
"1209",2012-06-11,0.707,-86.13,86.13
"1210",2012-06-12,0.707,-86.14,86.14
"1211",2012-06-13,0.707,-86.15,86.15
"1212",2012-06-14,0.707,-86.16,86.16
"1213",2012-06-15,0.707,-86.17,86.17
"1214",2012-06-16,0.707,-86.18,86.18
"1215",2012-06-17,0.707,-86.19,86.19
"1216",2012-06-18,0.707,-86.2,86.2
"1217",2012-06-19,0.707,-86.21,86.21
"1218",2012-06-20,0.707,-86.22,86.22
"1219",2012-06-21,0.707,-86.23,86.23
"1220",2012-06-22,0.707,-86.24,86.24
"1221",2012-06-23,0.707,-86.25,86.25
"1222",2012-06-24,0.707,-86.26,86.26
"1223",2012-06-25,0.707,-86.27,86.27
"1224",2012-06-26,0.707,-86.28,86.28
"1225",2012-06-27,0.707,-86.29,86.29
"1226",2012-06-28,0.707,-86.3,86.3
"1227",2012-06-29,0.707,-86.31,86.31
"1228",2012-06-30,0.707,-86.32,86.32
"1229",2012-07-01,0.631,-86.33,86.33
"1230",2012-07-02,0.631,-86.34,86.34
"1231",2012-07-03,0.631,-86.35,86.35
"1232",2012-07-04,0.631,-86.36,86.36
"1233",2012-07-05,0.631,-86.37,86.37
