"","Date","Rainfall_Le_Croci","Rainfall_Cavallina","Rainfall_S_Agata","Rainfall_Mangona","Rainfall_S_Piero","Rainfall_Vernio","Rainfall_Stia","Rainfall_Consuma","Rainfall_Incisa","Rainfall_Montevarchi","Rainfall_S_Savino","Rainfall_Laterina","Rainfall_Bibbiena","Rainfall_Camaldoli","Temperature_Firenze","Hydrometry_Nave_di_Rosano","Season"
"948",2013-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.04,"Summer"
"949",2013-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.15,1.05,"Summer"
"950",2013-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,1.05,"Summer"
"951",2013-08-09,0.4,0,4,0,0,0,3,3,0,3,3,3,3,3,28.4,1.07,"Summer"
"952",2013-08-10,0,0.2,0,0,0,0,3,3,0,0,0,0,3,3,26.7,1.1,"Summer"
"953",2013-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,1.06,"Summer"
"954",2013-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,1.05,"Summer"
"955",2013-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,1.04,"Summer"
"956",2013-08-14,0,0,0,0,0,0,5,5,0,3,3,3,5,5,26.15,1.04,"Summer"
"957",2013-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,1.04,"Summer"
"958",2013-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15,1.03,"Summer"
"959",2013-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,1.03,"Summer"
"960",2013-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,1.02,"Summer"
"961",2013-08-19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,25.05,1.02,"Summer"
"962",2013-08-20,19.6,21.6,30,0.2,19.8,21.6,6,6,10,4,4,4,6,6,21.45,1.09,"Summer"
"963",2013-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,1.07,"Summer"
"964",2013-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.45,1.05,"Summer"
"965",2013-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55,1.05,"Summer"
"966",2013-08-24,0.2,0,0,0,0,0,0,0,0,0,3,0,0,0,24.8,1.05,"Summer"
"967",2013-08-25,22,28,38.4,44.6,29.2,40.8,17,17,12.4,12,15,12,17,17,22.4,1.19,"Summer"
"968",2013-08-26,0.2,1,1.2,0,0,0,0,0,0,0,3,0,0,0,23.4,1.07,"Summer"
"969",2013-08-27,0,0,0,0,0,0,2,2,0,2,6,2,2,2,23.9,1.05,"Summer"
"970",2013-08-28,2.4,0.2,0,0,0.2,1,6,6,0,5,3,5,6,6,23.5,1.05,"Summer"
"971",2013-08-29,0,0,0,0,0,1.2,2,2,0,0,0,0,2,2,24.5,1.05,"Summer"
"972",2013-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,1.05,"Summer"
"973",2013-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,1.04,"Summer"
"974",2013-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,1.04,"Autumn"
"975",2013-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.65,1.04,"Autumn"
"976",2013-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.65,1.04,"Autumn"
"977",2013-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,1.04,"Autumn"
"978",2013-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,1.04,"Autumn"
"979",2013-09-06,0,0,0,0,0,0,6,6,0,0,3,0,6,6,25.65,1.04,"Autumn"
"980",2013-09-07,0,0,0,0,0,0,3,3,0,0,0,0,3,3,25.7,1.04,"Autumn"
"981",2013-09-08,0,0,0,12.8,0,6.6,0,0,0,0,0,0,0,0,24.55,1.06,"Autumn"
"982",2013-09-09,26.2,21.2,18.4,10.8,10.6,8,18,18,15.4,15,11,15,18,18,23.2,1.1,"Autumn"
"983",2013-09-10,5,2.4,0.6,12.2,1.6,5.8,7,7,15.6,6,0,6,7,7,21.9,1.09,"Autumn"
"984",2013-09-11,3.2,0.4,0.6,3.2,0.8,2.8,5,5,0.2,4,8,4,5,5,20.85,1.13,"Autumn"
"985",2013-09-12,2,8.6,4.2,6.6,0,5.4,3,3,0,3,2,3,3,3,20.15,1.08,"Autumn"
"986",2013-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,1.06,"Autumn"
"987",2013-09-14,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,20.25,1.05,"Autumn"
"988",2013-09-15,34.6,31.8,27.6,27.4,22,24,14,14,4.6,5,5,5,14,14,20.65,1.16,"Autumn"
"989",2013-09-16,1.6,0.2,0,0.4,0.2,0.2,0,0,0.2,6,6,6,0,0,19.45,1.14,"Autumn"
"990",2013-09-17,4.2,4,1.4,4,0.6,0.6,8,8,0,2,0,2,8,8,20.5,1.08,"Autumn"
"991",2013-09-18,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,18.35,1.07,"Autumn"
"992",2013-09-19,0,0,0,0,0,0,7,7,0,1,0,1,7,7,22.45,1.06,"Autumn"
"993",2013-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,1.11,"Autumn"
"994",2013-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,1.11,"Autumn"
"995",2013-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,1.11,"Autumn"
"996",2013-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,1.11,"Autumn"
"997",2013-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,1.11,"Autumn"
"998",2013-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.65,1.11,"Autumn"
"999",2013-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,1.07,"Autumn"
"1000",2013-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,1.08,"Autumn"
"1001",2013-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.06,"Autumn"
"1002",2013-09-29,70.6,66.2,46.2,46.2,43.2,39.2,65,65,32.6,40,31,40,65,65,19.45,1.23,"Autumn"
"1003",2013-09-30,12.8,2.6,4.4,10.6,2,1.6,20,20,35.2,15,15,15,20,20,18.1,1.72,"Autumn"
"1004",2013-10-01,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,19.45,1.46,"Autumn"
"1005",2013-10-02,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,20.4,1.15,"Autumn"
"1006",2013-10-03,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,17.1,1.08,"Autumn"
"1007",2013-10-04,0.2,0,0.2,0.2,0,0,3,3,0.4,0,2,0,3,3,18.6,1.08,"Autumn"
"1008",2013-10-05,60.4,47.4,59.6,43.8,46.4,44.8,46,46,30,27,36,27,46,46,16.9,1.46,"Autumn"
"1009",2013-10-06,0.4,1.2,2.4,5,3.2,12.2,5,5,1.2,3,5,3,5,5,18.55,1.68,"Autumn"
"1010",2013-10-07,4.8,7.8,6.6,8.6,4.8,7.4,5,5,7.6,7,9,7,5,5,16.55,1.64,"Autumn"
"1011",2013-10-08,0.2,0,0,0.4,0,0.2,3,3,0.2,2,8,2,3,3,17.95,1.65,"Autumn"
"1012",2013-10-09,0,0,0.6,0,0,0,3,3,0,0,0,0,3,3,18.2,1.33,"Autumn"
"1013",2013-10-10,9.2,9,9.4,20,2,21.8,6,6,7.4,2,0,2,6,6,19.05,1.15,"Autumn"
"1014",2013-10-11,0.6,1.8,1.4,0.2,1.2,0,8,8,5.6,6,10,6,8,8,17,1.27,"Autumn"
"1015",2013-10-12,3.8,2.2,3.6,1.6,1.8,1.6,10,10,9.4,6,11,6,10,10,15.6,1.3,"Autumn"
"1016",2013-10-13,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,14.7,1.3,"Autumn"
"1017",2013-10-14,2.2,5,2.4,3.6,1,2.8,2,2,0.2,0,0,0,2,2,14.85,1.21,"Autumn"
"1018",2013-10-15,0.8,0.4,1.6,0.2,0.4,0.4,6,6,3,3,3,3,6,6,17.85,1.28,"Autumn"
"1019",2013-10-16,14.8,4.6,9,4,6.8,2.4,9,9,4.2,9,7,9,9,9,19.05,1.32,"Autumn"
"1020",2013-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,1.23,"Autumn"
"1021",2013-10-18,0.2,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,17.15,1.15,"Autumn"
"1022",2013-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,1.22,"Autumn"
"1023",2013-10-20,3.4,2.2,8.4,32,7,33.6,0,0,0,0,0,0,0,0,17.75,1.34,"Autumn"
"1024",2013-10-21,50.2,48.8,62.2,110,56.8,126,37,37,60,47,28,47,37,37,18.2,3.57,"Autumn"
"1025",2013-10-22,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,20.9,2.77,"Autumn"
"1026",2013-10-23,0.2,0.2,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,19.65,2.32,"Autumn"
"1027",2013-10-24,15.6,13.6,19,20,14.2,17.4,30,30,40.4,30,19,30,30,30,19.4,3.36,"Autumn"
"1028",2013-10-25,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,20.85,2.49,"Autumn"
"1029",2013-10-26,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,19.45,2.17,"Autumn"
"1030",2013-10-27,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,19.05,1.78,"Autumn"
"1031",2013-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,1.65,"Autumn"
"1032",2013-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,1.37,"Autumn"
"1033",2013-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,1.3,"Autumn"
"1034",2013-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,1.27,"Autumn"
"1035",2013-11-01,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,16.65,1.23,"Autumn"
"1036",2013-11-02,6.6,6.2,4.6,5.4,0.8,4.6,7,7,0.2,5,1,5,7,7,16.85,1.23,"Autumn"
"1037",2013-11-03,0,0,0,1,0,0.2,8,8,0,0,2,0,8,8,18.65,1.39,"Autumn"
"1038",2013-11-04,14.4,9.2,10.4,12.4,6.4,12.8,41,41,26,27,25,27,41,41,16.2,1.42,"Autumn"
"1039",2013-11-05,5,6.4,10.6,4.2,3.2,4,4,4,2.2,7,6,7,4,4,16,2.08,"Autumn"
"1040",2013-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,1.89,"Autumn"
"1041",2013-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,1.53,"Autumn"
"1042",2013-11-08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,1.57,"Autumn"
"1043",2013-11-09,6,5.4,2.4,6.6,3.2,7,10,10,2.6,5,6,5,10,10,17.05,1.77,"Autumn"
"1044",2013-11-10,14,5.6,4.8,9,4.4,6.2,36,36,38.8,19,11,19,36,36,13.95,2.48,"Autumn"
"1045",2013-11-11,8.6,7.4,42.8,33.2,11,20.6,15,13.1,9.6,6,8,6,15,12.5,11.3,4.91,"Autumn"
"1046",2013-11-12,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,14.5,3.75,"Autumn"
"1047",2013-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,2.5,"Autumn"
"1048",2013-11-14,4.2,2.6,4,2.6,3,2,1,1,4.6,3,1,3,1,1,14.7,2.23,"Autumn"
"1049",2013-11-15,20.4,15.8,6.4,11.4,7.4,15.2,28,28,8.6,27,14,27,28,28,13.45,2.35,"Autumn"
"1050",2013-11-16,0,0,0,0,0,0,1,1,0,1,0,1,1,1,14.45,2.03,"Autumn"
"1051",2013-11-17,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,11.8,1.82,"Autumn"
"1052",2013-11-18,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,14,1.71,"Autumn"
"1053",2013-11-19,5,3.2,6.8,5.6,5,5,6,6,10.2,11,14,11,6,6,13.05,1.72,"Autumn"
"1054",2013-11-20,2,1,1,1.2,0.8,1.4,12,12,1,6,18,6,12,12,10.7,1.92,"Autumn"
"1055",2013-11-21,47.4,36.8,40.2,53.6,25.8,45.6,29,21.8,35,35,31,35,29,22.9,8.25,2.32,"Autumn"
"1056",2013-11-22,4.2,1.2,2,3.8,0.4,4.6,2,2,2.4,5,5,5,2,0.4,8.95,3.45,"Autumn"
"1057",2013-11-23,2,1,6.4,3.4,0.2,2.4,4,4,1.8,4,3,4,4,2.3,8.15,2.81,"Autumn"
"1058",2013-11-24,0.4,0,0.4,0.6,0,0.4,0,0,0,0,0,0,0,0,9,2.45,"Autumn"
"1059",2013-11-25,0.2,0,1.2,0,0,0,3,1.5,0.2,0,0,0,3,2.1,7.1,2.24,"Autumn"
"1060",2013-11-26,0,0,0,0,0,0,2.2,3,0,0,0.6,0,2.2,3,3.85,1.9,"Autumn"
"1061",2013-11-27,0,0,0,0,0,0,5.4,8.4,0,1,2.3,1,5.4,9,4.1,1.79,"Autumn"
"1062",2013-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,1.74,"Autumn"
"1063",2013-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,1.54,"Autumn"
"1064",2013-11-30,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5.75,1.62,"Autumn"
"1065",2013-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.95,1.65,"Winter"
"1066",2013-12-02,0,0,0,0,0,0,1,1,0,2,1,2,1,1,10.2,1.78,"Winter"
"1067",2013-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,1.56,"Winter"
"1068",2013-12-04,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,6.55,1.58,"Winter"
"1069",2013-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.24,"Winter"
"1070",2013-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,1.43,"Winter"
"1071",2013-12-07,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,7.7,1.4,"Winter"
"1072",2013-12-08,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5.35,1.38,"Winter"
"1073",2013-12-09,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,5.6,1.39,"Winter"
"1074",2013-12-10,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,7.7,1.36,"Winter"
"1075",2013-12-11,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,5.5,1.42,"Winter"
"1076",2013-12-12,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,8.15,1.34,"Winter"
"1077",2013-12-13,0.4,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5.4,1.35,"Winter"
"1078",2013-12-14,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,8.6,1.38,"Winter"
"1079",2013-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,1.32,"Winter"
"1080",2013-12-16,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,6.85,1.31,"Winter"
"1081",2013-12-17,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5.7,1.31,"Winter"
"1082",2013-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1.31,"Winter"
"1083",2013-12-19,0,0,0,0,0,0,1,1,0.2,0,0,0,1,1,4.3,1.31,"Winter"
"1084",2013-12-20,4,2.6,2.6,3.8,1,3.6,1,1,0,0,0,0,1,1,10.25,1.3,"Winter"
"1085",2013-12-21,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,11.65,1.33,"Winter"
"1086",2013-12-22,3.6,1.8,1.4,2.4,0.6,1.8,1,1,0,4,1,4,1,1,9.2,1.17,"Winter"
"1087",2013-12-23,0.6,0.2,0.4,0.2,0,0,1,1,0.2,0,0,0,1,1,10.6,1.2,"Winter"
"1088",2013-12-24,0,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,9.8,1.48,"Winter"
"1089",2013-12-25,7.6,11.4,13,20.6,14.8,18.8,18,18,5.4,12,12,12,18,18,13.15,1.44,"Winter"
"1090",2013-12-26,11.4,8.4,12.4,24,14,19.8,31,31,23.6,30,30,30,31,30.7,10.6,2.14,"Winter"
"1091",2013-12-27,0.4,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,7.85,2.4,"Winter"
"1092",2013-12-28,0,0,0,1.2,0,1.4,0,0,0.2,0,0,0,0,0,8.7,2.03,"Winter"
"1093",2013-12-29,21,13.6,17.6,34,6.8,31.4,15,15,7.4,9,6,9,15,15,10.35,1.92,"Winter"
"1094",2013-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1.94,"Winter"
"1095",2013-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,1.75,"Winter"
"1096",2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.6,"Winter"
"1097",2014-01-02,24.2,17.6,12.4,27,4.2,27.8,7,7,0.2,7,7,7,7,7,6.45,1.56,"Winter"
"1098",2014-01-03,12.2,7.4,11.2,13,11.4,13.6,12,12,0.6,8,5,8,12,12,10.35,1.73,"Winter"
"1099",2014-01-04,7.4,14.8,7.4,51.4,2.4,55,20,20,0.2,7,4,7,20,20,13.6,2.02,"Winter"
"1100",2014-01-05,19.8,18.4,22.6,45.6,19.6,47.8,25,25,8.8,17,20,17,25,25,11.25,2.52,"Winter"
"1101",2014-01-06,0.2,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,9.25,2.31,"Winter"
"1102",2014-01-07,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.15,2.24,"Winter"
"1103",2014-01-08,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,8.2,1.96,"Winter"
"1104",2014-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,1.86,"Winter"
"1105",2014-01-10,2.2,0.4,2,0.4,0,0.2,0,0,0,0,0,0,0,0,10.45,1.82,"Winter"
"1106",2014-01-11,0.4,0.2,0.4,0.4,0,0.2,0,0,0,0,0,0,0,0,12.35,1.67,"Winter"
"1107",2014-01-12,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,10.25,1.64,"Winter"
"1108",2014-01-13,0.2,0,0.4,0.6,0,1,0,0,0.2,0,0,0,0,0,6.6,1.62,"Winter"
"1109",2014-01-14,23.2,25.6,18.8,31.6,12.8,28.4,18,18,4.8,13,13,13,18,18,10.5,1.9,"Winter"
"1110",2014-01-15,1.2,0.2,0.6,0.4,0,0.4,2,2,14,2,0,2,2,1.6,9.55,2.14,"Winter"
"1111",2014-01-16,0.4,0.4,0.4,2.6,0.2,3,0,0,0,0,0,0,0,0,7.9,2.22,"Winter"
"1112",2014-01-17,64.2,54.2,38.8,54.2,35.8,56,28,28,0,19,4,19,28,28,12.35,2.45,"Winter"
"1113",2014-01-18,9,9.2,6.8,15.4,6.8,15.6,4,4,21.8,1,0,1,4,4,13.45,3.29,"Winter"
"1114",2014-01-19,18.8,11.4,8,19.4,6.2,18.4,12,12,0.4,6,9,6,12,12,13.6,2.76,"Winter"
"1115",2014-01-20,6.6,3.8,2.6,3.6,1.8,7.4,3,3,6,4,0,4,3,3,13.2,2.72,"Winter"
"1116",2014-01-21,0,0,0,0,0,0,10,10,1.6,5,4,5,10,10,11.05,2.46,"Winter"
"1117",2014-01-22,0,0,0,0,0,0,3,3,0,3,13,3,3,3,9.4,2.42,"Winter"
"1118",2014-01-23,9,5.4,7.4,7.4,4.4,8.2,12,12,1.6,13,13,13,12,12,7.75,2.31,"Winter"
"1119",2014-01-24,13.2,10.4,23.2,18.4,5.2,17.4,15.6,15.1,7.2,5,28,5,15.6,14.8,8.7,2.52,"Winter"
"1120",2014-01-25,0,0,0.2,0.2,0,0,1,1,0,0,0,0,1,1,7.8,2.37,"Winter"
"1121",2014-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,2.36,"Winter"
"1122",2014-01-27,9,5.4,4.6,7,1.2,5.2,4.8,5.5,1.2,10,6,10,5.1,6.4,4.25,2.27,"Winter"
"1123",2014-01-28,0,0,0,0.2,0,0,2,3.4,7.4,2,3,2,2,3.6,4.95,2.05,"Winter"
"1124",2014-01-29,12.8,9.4,9.2,11.6,4.4,10.8,4,2.6,0,5,5,5,4,3.1,4.7,2.05,"Winter"
"1125",2014-01-30,63.6,52.4,58.4,95.4,53,73.4,22,21.6,15.8,22,22,22,22,20.3,8.3,3.44,"Winter"
"1126",2014-01-31,16.2,11.4,17.4,20.4,9.6,20,27,27,40.4,30,49,30,27,27,10.65,6.39,"Winter"
"1127",2014-02-01,6,3.8,3.6,11.6,2,14,3,3,8.4,6,8,6,3,3,12.75,4.71,"Winter"
"1128",2014-02-02,4.2,2,4,3.8,1,2.8,10,10,0.6,10,15,10,10,10,10.05,3.63,"Winter"
"1129",2014-02-03,2.4,1.4,2.4,2.6,1,2,7,7,4.2,2,2,2,7,7,12.2,3.37,"Winter"
"1130",2014-02-04,8.2,3.8,10.4,10.4,7,5.6,11,11,4.8,9,6,9,11,11,10.7,2.97,"Winter"
"1131",2014-02-05,16.2,11,15.6,18.2,9.4,14,14,14,5.2,16,14,16,14,14,10.65,2.99,"Winter"
"1132",2014-02-06,6.4,3.4,3.2,5.8,1.4,5.6,2,2,10.2,3,3,3,2,1.6,10.6,3.6,"Winter"
"1133",2014-02-07,21,32.8,19,25.6,18.6,28.8,27,27,0,14,12,14,27,27,10.2,3.09,"Winter"
"1134",2014-02-08,0.8,1.2,0,3,0.2,2,3,3,10.4,2,2,2,3,3,11.6,3.71,"Winter"
"1135",2014-02-09,8.2,14.2,8.4,9.2,4.2,10.6,17,17,5.8,7,15,7,17,17,11.8,3.76,"Winter"
"1136",2014-02-10,71.8,66.4,61.6,86,53.2,85.8,68,68,4.4,49,36,49,68,68,10.6,4.23,"Winter"
"1137",2014-02-11,27,17.4,21.2,16.4,6.8,18.8,13,13,25.4,12,7,12,13,13,10.85,6.14,"Winter"
"1138",2014-02-12,0.2,0,0,0.2,0,0,2,2,2,0,0,0,2,2,10.3,3.69,"Winter"
"1139",2014-02-13,6.4,6.6,2,5.4,3.8,6.8,1,1,0,0,1,0,1,1,11,2.88,"Winter"
"1140",2014-02-14,0.4,0.4,0.6,0.8,0,0.6,1,1,4,0,0,0,1,1,12.65,2.72,"Winter"
"1141",2014-02-15,0,0,0,2,0,0.4,0,0,0,0,0,0,0,0,12.9,2.57,"Winter"
"1142",2014-02-16,0,0,0,0.2,0,0.2,1,1,0,0,0,0,1,1,15.15,2.46,"Winter"
"1143",2014-02-17,0.4,2.2,0.8,11.4,0.8,10,0,0,0,0,0,0,0,0,13.95,2.34,"Winter"
"1144",2014-02-18,0,0,0,0,0,0,1,1,0,0,0,0,1,1,14.45,2.18,"Winter"
"1145",2014-02-19,15.2,19.2,8.8,7.8,8.6,13,24,24,0,14,14,14,24,24,15,2.18,"Winter"
"1146",2014-02-20,21.6,18.4,15,18.8,14.8,19,15,15,28.8,18,15,18,15,15,11.45,2.56,"Winter"
"1147",2014-02-21,3,1.4,1,2.2,0.6,2.2,2,2,3.6,2,0,2,2,2,11.55,2.63,"Winter"
"1148",2014-02-22,17.6,10.4,15,23.8,7.6,27.4,10,10,4,10,5,10,10,9.8,10.4,2.68,"Winter"
"1149",2014-02-23,0.2,0,0.4,0.2,0,0,0,0,5.2,0,0,0,0,0,9.1,2.52,"Winter"
"1150",2014-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,2.31,"Winter"
"1151",2014-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,2.25,"Winter"
"1152",2014-02-26,23,11.4,22.4,18.2,15.2,16.8,9,9,0.2,15,4,15,9,9,9.45,0,"Winter"
"1153",2014-02-27,1.6,1.6,1.2,0.8,0.2,1.2,19,19,16,11,20,11,19,19,9.45,2.56,"Winter"
"1154",2014-02-28,12,5.2,8,8.2,3.4,7.2,6,5.3,1.8,3,6,3,6,6,8.65,0,"Winter"
"1155",2014-03-01,16.2,11,6,16,5.8,23.6,5,4.7,6,21,24,21,5,3.3,9.4,2.59,"Spring"
"1156",2014-03-02,0,0,0.2,0,0,0.2,2,2,1.8,0,0,0,2,2,9.3,2.49,"Spring"
"1157",2014-03-03,0.4,0.4,0,1,0,1,0,0,0,1,1,1,0,0,8.4,2.44,"Spring"
"1158",2014-03-04,9.6,3.2,19.8,15.8,2.2,7.2,20.8,14.7,4.4,22,18,22,20.8,13.8,9.95,2.51,"Spring"
"1159",2014-03-05,0,0,9.2,4.6,0,1.2,5,5,4.6,3,5,3,5,4,11.3,3.02,"Spring"
"1160",2014-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65,2.78,"Spring"
"1161",2014-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,2.42,"Spring"
"1162",2014-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,2.3,"Spring"
"1163",2014-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,2.14,"Spring"
"1164",2014-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.05,2.05,"Spring"
"1165",2014-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95,1.98,"Spring"
"1166",2014-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,1.92,"Spring"
"1167",2014-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,1.88,"Spring"
"1168",2014-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.89,"Spring"
"1169",2014-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,1.71,"Spring"
"1170",2014-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,1.73,"Spring"
"1171",2014-03-17,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,14.9,1.73,"Spring"
"1172",2014-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,1.6,"Spring"
"1173",2014-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.71,"Spring"
"1174",2014-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,1.65,"Spring"
"1175",2014-03-21,0,0,0,0,0,0.4,3,3,0,3,3,3,3,3,15.15,1.66,"Spring"
"1176",2014-03-22,0.8,1.4,0.8,7,0,6.2,9,9,24.2,7,5,7,9,9,14.6,1.62,"Spring"
"1177",2014-03-23,39.4,38.4,23.6,33,26.2,34.6,39,39,5.6,36,15,36,39,39,10.9,2.06,"Spring"
"1178",2014-03-24,2.2,2,3.6,4.2,1.4,2,6,5,18.8,11,11,11,6,5.4,8.7,2.44,"Spring"
"1179",2014-03-25,0.4,0,0,0.4,0,0,0,0,0.2,0,1,0,0,0,9.25,2.19,"Spring"
"1180",2014-03-26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11.3,2.09,"Spring"
"1181",2014-03-27,1.8,1,15.4,5.8,1.2,2.6,16,16,0.2,6,14,6,16,16,12.8,1.89,"Spring"
"1182",2014-03-28,0,0,0.6,0.4,0,0.2,0,0,0,0,0,0,0,0,14.85,2.04,"Spring"
