"","Date","Rainfall_S_Piero","Rainfall_Mangona","Rainfall_S_Agata","Rainfall_Cavallina","Rainfall_Le_Croci","Temperature_Le_Croci","Lake_Level","Flow_Rate","Season","Rainfall_mean","Year","Month","Day","Spring","Summer","Autumn","Winter","snow.yes","snow.no","Y_m","Semester","Quarters","Trimonthly","Fl_rate.Tri","Fl_rate.Quar","Fl_rate.Sem","lag1","lag3","lag5","lag7","rain1","seq.rain.val"
"584",2005-08-07,0,0,0,0,0,22,250.55,2.5,"Summer",0,"2005","8","7","0","1","0","0","0","1",2005-08-07,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,4.2,0,0,0,3
"585",2005-08-08,0,0,0,0,0,20.95,250.5,2.5,"Summer",0,"2005","8","8","0","1","0","0","0","1",2005-08-08,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,15.8,0,0,4
"586",2005-08-09,0,0,0,0,0,18.95,250.45,2.5,"Summer",0,"2005","8","9","0","1","0","0","0","1",2005-08-09,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,4.2,0,0,5
"587",2005-08-10,0,0,0,0,0,21.75,250.4,2.5,"Summer",0,"2005","8","10","0","1","0","0","0","1",2005-08-10,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,0,15.8,0,6
"588",2005-08-11,6.4,22.4,11.2,6.2,10.4,23,250.35,2.5,"Summer",11.32,"2005","8","11","0","1","0","0","0","0",2005-08-11,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,0,4.2,10.4,1
"589",2005-08-12,1.6,1,0.4,0.4,0.4,21.5,250.31,2,"Summer",0.76,"2005","8","12","0","1","0","0","0","0",2005-08-12,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,10.4,0,0,0,0,1
"590",2005-08-13,0,0,0,0,0,21.1,250.27,2,"Summer",0,"2005","8","13","0","1","0","0","0","1",2005-08-13,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"591",2005-08-14,0,0,0,0,0,22.2,250.23,2,"Summer",0,"2005","8","14","0","1","0","0","0","1",2005-08-14,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,10.4,0,0,0,3
"592",2005-08-15,26,1.4,20,16.4,15.8,22.4,250.2,2,"Summer",15.92,"2005","8","15","0","1","0","0","0","0",2005-08-15,2005.2,3,"2005-07-01",1.53626373626374,2.77820414937759,2.59836956521739,0,0,0,0,15.8,1
"593",2005-08-16,0,0,0,0,0,16.95,250.18,2,"Summer",0,"2005","8","16","0","1","0","0","0","1",2005-08-16,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,15.8,0,10.4,0,0,1
"594",2005-08-17,0,0,0,0,0,19.9,250.15,2,"Summer",0,"2005","8","17","0","1","0","0","0","1",2005-08-17,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"595",2005-08-18,0,0,0,0,0,22.35,250.1,2.5,"Summer",0,"2005","8","18","0","1","0","0","0","1",2005-08-18,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,15.8,0,10.4,0,3
"596",2005-08-19,0,0,0,0,0,22.8,250.05,2.5,"Summer",0,"2005","8","19","0","1","0","0","0","1",2005-08-19,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,4
"597",2005-08-20,4.2,3.4,1.8,2.2,5,23.1,250,2.5,"Summer",3.32,"2005","8","20","0","1","0","0","0","0",2005-08-20,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,15.8,0,5,1
"598",2005-08-21,10.2,10.6,29.2,10.8,18,20.2,249.96,2.5,"Summer",15.76,"2005","8","21","0","1","0","0","0","0",2005-08-21,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,5,0,0,0,18,1
"599",2005-08-22,0,0.8,0.2,0,0.2,16.9,249.94,2.5,"Summer",0.24,"2005","8","22","0","1","0","0","0","0",2005-08-22,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,18,0,0,15.8,0,1
"600",2005-08-23,0,0.2,0,0,0,17.45,249.89,2.5,"Summer",0.04,"2005","8","23","0","1","0","0","0","1",2005-08-23,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,5,0,0,0,2
"601",2005-08-24,0,0,0,0,0,20.1,249.84,2.5,"Summer",0,"2005","8","24","0","1","0","0","0","1",2005-08-24,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,18,0,0,0,3
"602",2005-08-25,0,0,0,0,0,21.3,249.79,2.5,"Summer",0,"2005","8","25","0","1","0","0","0","1",2005-08-25,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,5,0,0,4
"603",2005-08-26,0,0,0,0,0,20.65,249.74,2.5,"Summer",0,"2005","8","26","0","1","0","0","0","1",2005-08-26,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,18,0,0,5
"604",2005-08-27,2.8,2.2,1.6,3.4,0.4,20.65,249.7,2.5,"Summer",2.08,"2005","8","27","0","1","0","0","0","0",2005-08-27,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,5,0,6
"605",2005-08-28,18.6,26.2,20.4,19.8,25.8,22.3,249.68,2.5,"Summer",22.16,"2005","8","28","0","1","0","0","0","0",2005-08-28,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,18,25.8,1
"606",2005-08-29,0,0,0,0,0,34,249.66,2.5,"Summer",0,"2005","8","29","0","1","0","0","0","1",2005-08-29,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,25.8,0,0,0,0,1
"607",2005-08-30,0,0,0,0,0,23.35,249.62,2.5,"Summer",0,"2005","8","30","0","1","0","0","0","1",2005-08-30,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"608",2005-08-31,0,0,0,0,0,24.55,249.58,2.5,"Summer",0,"2005","8","31","0","1","0","0","0","1",2005-08-31,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,25.8,0,0,0,3
"609",2005-09-01,0,0,0,0,0,23.65,249.53,2.5,"Autumn",0,"2005","9","1","0","1","0","0","0","1",2005-09-01,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,4
"610",2005-09-02,0,0,0,0,0,23.15,249.48,2.5,"Autumn",0,"2005","9","2","0","1","0","0","0","1",2005-09-02,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,25.8,0,0,5
"611",2005-09-03,0,0,0,0.2,0.8,25.1,249.43,2.5,"Autumn",0.2,"2005","9","3","0","1","0","0","0","0",2005-09-03,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0.8,1
"612",2005-09-04,0,0,0,0.2,0,24,249.38,2.5,"Autumn",0.04,"2005","9","4","0","1","0","0","0","1",2005-09-04,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0.8,0,0,25.8,0,1
"613",2005-09-05,0,0,0,0,0,22.5,249.34,2.5,"Autumn",0,"2005","9","5","0","1","0","0","0","1",2005-09-05,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"614",2005-09-06,0,0,0,0,0,20.45,249.29,2.5,"Autumn",0,"2005","9","6","0","1","0","0","0","1",2005-09-06,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0.8,0,0,0,3
"615",2005-09-07,0.4,0.6,0,0.6,1.4,21.05,249.25,2.5,"Autumn",0.6,"2005","9","7","0","1","0","0","0","0",2005-09-07,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,1.4,1
"616",2005-09-08,5.2,12.6,4.8,7.2,8.2,19.35,249.2,2.5,"Autumn",7.6,"2005","9","8","0","1","0","0","0","0",2005-09-08,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,1.4,0,0.8,0,8.2,1
"617",2005-09-09,34,14.6,31.2,17,19.6,20.1,249.16,2.5,"Autumn",23.28,"2005","9","9","0","1","0","0","0","0",2005-09-09,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,8.2,0,0,0,19.6,1
"618",2005-09-10,0,0.2,0,0,0,18.05,249.15,2.5,"Autumn",0.04,"2005","9","10","0","1","0","0","0","1",2005-09-10,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,19.6,1.4,0,0.8,0,1
"619",2005-09-11,7.4,3.8,7.8,14,15.6,18.65,249.11,2.5,"Autumn",9.72,"2005","9","11","0","1","0","0","0","0",2005-09-11,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,8.2,0,0,15.6,1
"620",2005-09-12,0.2,1,0.2,0.6,0.8,19.6,249.07,2.5,"Autumn",0.56,"2005","9","12","0","1","0","0","0","0",2005-09-12,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,15.6,19.6,1.4,0,0.8,1
"621",2005-09-13,0.2,0,0,0,0,18.15,249.03,2.5,"Autumn",0.04,"2005","9","13","0","1","0","0","0","1",2005-09-13,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0.8,0,8.2,0,0,1
"622",2005-09-14,0,0,0,0,0,21.55,248.98,2.5,"Autumn",0,"2005","9","14","0","1","0","0","0","1",2005-09-14,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,15.6,19.6,1.4,0,2
"623",2005-09-15,0,0,0,0,0,19.75,248.94,2.5,"Autumn",0,"2005","9","15","0","1","0","0","0","1",2005-09-15,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0.8,0,8.2,0,3
"624",2005-09-16,0,0,0,0,0,20.25,248.89,2.5,"Autumn",0,"2005","9","16","0","1","0","0","0","1",2005-09-16,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,15.6,19.6,0,4
"625",2005-09-17,11.2,13.2,14.4,8.6,12,19.35,248.85,2.5,"Autumn",11.88,"2005","9","17","0","1","0","0","0","0",2005-09-17,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0.8,0,12,1
"626",2005-09-18,20.2,22.4,19,18.4,20.6,17.3,248.83,2.5,"Autumn",20.12,"2005","9","18","0","1","0","0","0","0",2005-09-18,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,12,0,0,15.6,20.6,1
"627",2005-09-19,0.4,0,0.2,0.2,0.4,13.25,248.79,2.5,"Autumn",0.24,"2005","9","19","0","1","0","0","0","0",2005-09-19,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,20.6,0,0,0.8,0,1
"628",2005-09-20,0,0,0,0,0,15.35,248.75,2.5,"Autumn",0,"2005","9","20","0","1","0","0","0","1",2005-09-20,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,12,0,0,0,2
"629",2005-09-21,0,0,0,0,0,16.65,248.7,2.5,"Autumn",0,"2005","9","21","0","0","1","0","0","1",2005-09-21,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,20.6,0,0,0,3
"630",2005-09-22,0,0,0,0,0,16.05,248.65,2.5,"Autumn",0,"2005","9","22","0","0","1","0","0","1",2005-09-22,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,12,0,0,4
"631",2005-09-23,0,0,0,0,0,16.95,248.6,2.5,"Autumn",0,"2005","9","23","0","0","1","0","0","1",2005-09-23,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,20.6,0,0,5
"632",2005-09-24,0,0,0,0,0,16.75,248.56,2.5,"Autumn",0,"2005","9","24","0","0","1","0","0","1",2005-09-24,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,12,0,6
"633",2005-09-25,0.2,0,0,0,0,17.7,248.51,2.5,"Autumn",0.04,"2005","9","25","0","0","1","0","0","1",2005-09-25,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,20.6,0,7
"634",2005-09-26,0,0,0.2,0,0,18.35,248.46,2,"Autumn",0.04,"2005","9","26","0","0","1","0","0","1",2005-09-26,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,8
"635",2005-09-27,0,0,0,0,0,18.8,248.43,2,"Autumn",0,"2005","9","27","0","0","1","0","0","1",2005-09-27,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,9
"636",2005-09-28,0,0,0,0,0,19.15,248.39,2,"Autumn",0,"2005","9","28","0","0","1","0","0","1",2005-09-28,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,10
"637",2005-09-29,1,0.8,0.2,0.2,0.8,18.45,248.37,0.5,"Autumn",0.6,"2005","9","29","0","0","1","0","0","0",2005-09-29,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0.8,1
"638",2005-09-30,0,0.2,0,0,0,16.7,248.37,0.5,"Autumn",0.04,"2005","9","30","0","0","1","0","0","1",2005-09-30,2005.2,3,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0.8,0,0,0,0,1
"639",2005-10-01,0,0,0,0,0,16.6,248.36,0.5,"Autumn",0,"2005","10","1","0","0","1","0","0","1",2005-10-01,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"640",2005-10-02,29.4,15.6,25.2,23.8,33.6,15.15,248.34,0.5,"Autumn",25.52,"2005","10","2","0","0","1","0","0","0",2005-10-02,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0.8,0,0,33.6,1
"641",2005-10-03,6.8,9.6,6,9,9,13.05,248.37,0.5,"Autumn",8.08,"2005","10","3","0","0","1","0","0","0",2005-10-03,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,33.6,0,0,0,9,1
"642",2005-10-04,1,0.8,1.4,0.4,0.4,11.75,248.38,0.5,"Autumn",0.8,"2005","10","4","0","0","1","0","0","0",2005-10-04,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,9,0,0.8,0,0,1
"643",2005-10-05,19.2,24.4,22,21.6,15.8,14.4,248.38,0.5,"Autumn",20.6,"2005","10","5","0","0","1","0","0","0",2005-10-05,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,33.6,0,0,15.8,1
"644",2005-10-06,1.4,1.6,1,0.8,1,13.45,248.42,0.5,"Autumn",1.16,"2005","10","6","0","0","1","0","0","0",2005-10-06,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,15.8,9,0,0.8,1,1
"645",2005-10-07,1.8,2.4,2.6,1.2,2,16,248.43,0.5,"Autumn",2,"2005","10","7","0","0","1","0","0","0",2005-10-07,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,1,0,33.6,0,2,1
"646",2005-10-08,6.6,17.2,21.4,10,17.4,16.05,248.43,0.5,"Autumn",14.52,"2005","10","8","0","0","1","0","0","0",2005-10-08,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,2,15.8,9,0,17.4,1
"647",2005-10-09,0,0,0,0,0,14.15,248.45,0.5,"Autumn",0,"2005","10","9","0","0","1","0","0","1",2005-10-09,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,17.4,1,0,33.6,0,1
"648",2005-10-10,0,0,0,0,0,16.35,248.46,0.5,"Autumn",0,"2005","10","10","0","0","1","0","0","1",2005-10-10,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,2,15.8,9,0,2
"649",2005-10-11,0,0,0,0,0,15.15,248.46,0.5,"Autumn",0,"2005","10","11","0","0","1","0","0","1",2005-10-11,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,17.4,1,0,0,3
"650",2005-10-12,0.2,0,0,0,0,15.35,248.45,0.5,"Autumn",0.04,"2005","10","12","0","0","1","0","0","1",2005-10-12,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,2,15.8,0,4
"651",2005-10-13,0,0,0,0,0,13.6,248.44,0.5,"Autumn",0,"2005","10","13","0","0","1","0","0","1",2005-10-13,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,17.4,1,0,5
"652",2005-10-14,0,0,0.2,0,0,15.9,248.44,0.5,"Autumn",0.04,"2005","10","14","0","0","1","0","0","1",2005-10-14,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,2,0,6
"653",2005-10-15,0.2,0,0,0,0,17.55,248.44,0.5,"Autumn",0.04,"2005","10","15","0","0","1","0","0","1",2005-10-15,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,17.4,0,7
"654",2005-10-16,0.2,0,0,0,0,14.05,248.43,0.5,"Autumn",0.04,"2005","10","16","0","0","1","0","0","1",2005-10-16,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,8
"655",2005-10-17,0.2,0,0,0,0,15.8,248.43,0.5,"Autumn",0.04,"2005","10","17","0","0","1","0","0","1",2005-10-17,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,9
"656",2005-10-18,0,0,0,0,0,13.65,248.43,0.5,"Autumn",0,"2005","10","18","0","0","1","0","0","1",2005-10-18,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,10
"657",2005-10-19,32.2,42.4,29,36,43.4,13.6,248.42,0.5,"Autumn",36.6,"2005","10","19","0","0","1","0","0","0",2005-10-19,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,43.4,1
"658",2005-10-20,28.6,22.4,27.2,27.8,27.6,11.55,248.66,0.5,"Autumn",26.72,"2005","10","20","0","0","1","0","0","0",2005-10-20,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,43.4,0,0,0,27.6,1
"659",2005-10-21,10.2,5,5.8,4.2,6.4,13.15,248.73,0.5,"Autumn",6.32,"2005","10","21","0","0","1","0","0","0",2005-10-21,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,27.6,0,0,0,6.4,1
"660",2005-10-22,1,4.2,1.2,1.4,1.2,15.4,248.76,0.6,"Autumn",1.8,"2005","10","22","0","0","1","0","0","0",2005-10-22,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,6.4,43.4,0,0,1.2,1
"661",2005-10-23,0.2,0.2,0,0,0,17.1,248.78,0.6,"Autumn",0.08,"2005","10","23","0","0","1","0","0","1",2005-10-23,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,1.2,27.6,0,0,0,1
"662",2005-10-24,0,0,0,0,0,16.65,248.78,0.6,"Autumn",0,"2005","10","24","0","0","1","0","0","1",2005-10-24,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,6.4,43.4,0,0,2
"663",2005-10-25,0.2,0.2,0,0,0.2,16.3,248.78,0.6,"Autumn",0.12,"2005","10","25","0","0","1","0","0","0",2005-10-25,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,1.2,27.6,0,0,3
"664",2005-10-26,0,0,0,0,0,16.55,248.77,0.6,"Autumn",0,"2005","10","26","0","0","1","0","0","1",2005-10-26,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,6.4,43.4,0,4
"665",2005-10-27,0.2,0.4,0.4,0,0.2,15.25,248.76,0.6,"Autumn",0.24,"2005","10","27","0","0","1","0","0","0",2005-10-27,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,1.2,27.6,0,5
"666",2005-10-28,0.2,0.6,0.2,0.2,0.2,15.05,248.76,0.6,"Autumn",0.28,"2005","10","28","0","0","1","0","0","0",2005-10-28,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,6.4,0,6
"667",2005-10-29,0.2,0.2,0.4,0,0.2,13.75,248.75,0.6,"Autumn",0.2,"2005","10","29","0","0","1","0","0","0",2005-10-29,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,1.2,0,7
"668",2005-10-30,0.4,0.2,0.2,0,0,13.2,248.75,0.6,"Autumn",0.16,"2005","10","30","0","0","1","0","0","1",2005-10-30,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,8
"669",2005-10-31,0,0,0,0,0,13.9,248.74,0.6,"Autumn",0,"2005","10","31","0","0","1","0","0","1",2005-10-31,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,9
"670",2005-11-01,12.4,20.6,17.4,15.8,13.4,15.1,248.72,0.6,"Autumn",15.92,"2005","11","1","0","0","1","0","0","0",2005-11-01,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,13.4,1
"671",2005-11-02,0,0,0,0.2,0,14.65,248.76,0.6,"Autumn",0.04,"2005","11","2","0","0","1","0","0","1",2005-11-02,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,13.4,0,0,0,0,1
"672",2005-11-03,0,0,0.2,0,0,14.35,248.76,0.6,"Autumn",0.04,"2005","11","3","0","0","1","0","0","1",2005-11-03,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"673",2005-11-04,0,0,0,0,0,14.25,248.76,0.6,"Autumn",0,"2005","11","4","0","0","1","0","0","1",2005-11-04,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,13.4,0,0,0,3
"674",2005-11-05,23.2,36.4,30.6,20.8,17.8,14.85,248.76,0.6,"Autumn",25.76,"2005","11","5","0","0","1","0","0","0",2005-11-05,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,17.8,1
"675",2005-11-06,47.2,41.8,46.4,49,53.2,15,249.12,0.6,"Autumn",47.52,"2005","11","6","0","0","1","0","0","0",2005-11-06,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,17.8,0,13.4,0,53.2,1
"676",2005-11-07,0.4,0,0.2,0.2,0.4,13.7,249.55,0.6,"Autumn",0.24,"2005","11","7","0","0","1","0","0","0",2005-11-07,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,53.2,0,0,0,0,1
"677",2005-11-08,0,0,0,0,0,13.8,249.61,0.6,"Autumn",0,"2005","11","8","0","0","1","0","0","1",2005-11-08,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,17.8,0,13.4,0,2
"678",2005-11-09,0.2,0,0,0,0,12.5,249.64,0.6,"Autumn",0.04,"2005","11","9","0","0","1","0","0","1",2005-11-09,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,53.2,0,0,0,3
"679",2005-11-10,0.2,0.2,0.2,0,0.2,13.2,249.66,0.6,"Autumn",0.16,"2005","11","10","0","0","1","0","0","0",2005-11-10,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,17.8,0,0,4
"680",2005-11-11,0.4,0,0,0,0,14.55,249.67,0.6,"Autumn",0.08,"2005","11","11","0","0","1","0","0","1",2005-11-11,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,53.2,0,0,5
"681",2005-11-12,0.2,0,0.2,0,0,12.55,249.68,0.6,"Autumn",0.08,"2005","11","12","0","0","1","0","0","1",2005-11-12,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,17.8,0,6
"682",2005-11-13,0.2,0,0.2,0.2,0,10.15,249.68,0.6,"Autumn",0.12,"2005","11","13","0","0","1","0","0","1",2005-11-13,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,53.2,0,7
"683",2005-11-14,0.2,0,0,0,0,11.35,249.68,0.6,"Autumn",0.04,"2005","11","14","0","0","1","0","0","1",2005-11-14,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,0,8
"684",2005-11-15,5.4,6.4,6.8,7,7.6,11.1,249.69,0.6,"Autumn",6.64,"2005","11","15","0","0","1","0","0","0",2005-11-15,2005.2,4,"2005-10-01",1.45652173913043,2.77820414937759,2.59836956521739,0,0,0,0,7.6,1
"685",2005-11-16,0.2,0.4,0.8,0.6,0.2,9.85,249.7,0.6,"Autumn",0.44,"2005","11","16","0","0","1","0","0","0",2005-11-16,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,7.6,0,0,0,0,1
"686",2005-11-17,4.2,5.8,5.4,5,6.4,9.7,249.71,0.6,"Autumn",5.36,"2005","11","17","0","0","1","0","0","0",2005-11-17,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,0,0,6.4,1
"687",2005-11-18,0,0,0,0,0,8.65,249.71,0.6,"Autumn",0,"2005","11","18","0","0","1","0","0","1",2005-11-18,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,6.4,7.6,0,0,0,1
"688",2005-11-19,0.4,0,0.2,0,0,7.75,249.7,0.6,"Autumn",0.12,"2005","11","19","0","0","1","0","0","1",2005-11-19,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,0,0,0,2
"689",2005-11-20,0.2,0,0,0.2,0,4.05,249.7,0.6,"Autumn",0.08,"2005","11","20","0","0","1","0","0","1",2005-11-20,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,6.4,7.6,0,0,3
"690",2005-11-21,0,0.4,0.2,0,0,3.8,249.69,0.6,"Autumn",0.12,"2005","11","21","0","0","1","0","0","1",2005-11-21,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,0,0,0,4
"691",2005-11-22,0,0,0.2,0,0,4.25,249.69,0.6,"Autumn",0.04,"2005","11","22","0","0","1","0","0","1",2005-11-22,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,6.4,7.6,0,5
"692",2005-11-23,0.6,1,2.2,0,0.2,3.65,249.68,0.6,"Autumn",0.8,"2005","11","23","0","0","1","0","0","0",2005-11-23,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,0,0,0,6
"693",2005-11-24,0.4,0.6,3.2,0.2,0,0.95,249.68,0.6,"Autumn",0.88,"2005","11","24","0","0","1","0","0","1",2005-11-24,2005.2,4,"2006-01-01",6.44065934065934,2.77820414937759,2.59836956521739,0,0,0,6.4,0,7
