"","Date","Rainfall_S_Piero","Rainfall_Mangona","Rainfall_S_Agata","Rainfall_Cavallina","Rainfall_Le_Croci","Temperature_Le_Croci","Lake_Level","Flow_Rate","Spring","Summer","Autumn","Winter","snow.yes","snow.no","lag1","lag3","lag5","lag7","lag9","rain4"
"520","2005-06-04",0,0,0,0,0,22.55,251.98,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"521","2005-06-05",0,0.6,0.2,0,0,21.1,251.98,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"522","2005-06-06",0,0,0,0,0,22.85,251.97,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"523","2005-06-07",1.2,4.2,2,2.4,5,18.85,251.95,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"524","2005-06-08",0,0.2,0,0,0,18.75,251.94,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"525","2005-06-09",0.2,0.2,0.2,0.2,0,14.15,251.92,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"526","2005-06-10",0,0,0,0,0,12.6,251.91,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"527","2005-06-11",0,0,0,0,0,15.1,251.9,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"528","2005-06-12",0,0,0,0,0,16.7,251.89,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"529","2005-06-13",0,0,0,0,0,16.9,251.88,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"530","2005-06-14",11,12,15,17.8,19.8,20,251.86,0.6,"0","0","0","0","0","0",0,0,0,0,0,19.8
"531","2005-06-15",8,6.4,18.2,3.4,13,17.05,251.87,0.6,"0","0","0","0","0","0",19.8,0,0,0,0,13
"532","2005-06-16",0.2,0.2,0,0,0,19.25,251.88,0.6,"0","0","0","0","0","1",13,0,0,0,5,0
"533","2005-06-17",0,0,0,0,0,23.3,251.87,0.6,"0","0","0","0","0","1",0,19.8,0,0,0,0
"534","2005-06-18",0,0,0,0,0,23.65,251.86,0.6,"0","0","0","0","0","1",0,13,0,0,0,0
"535","2005-06-19",0,0,0,0,0,24.15,251.85,0.6,"0","0","0","0","0","1",0,0,19.8,0,0,0
"536","2005-06-20",0,0,0,0,0,24.3,251.84,0.6,"0","0","0","0","0","1",0,0,13,0,0,0
"537","2005-06-21",0,0,0,0,0,23,251.83,0.6,"0","0","0","0","0","1",0,0,0,19.8,0,0
"538","2005-06-22",0,0,0,0,0,24.15,251.82,0.6,"0","0","0","0","0","1",0,0,0,13,0,0
"539","2005-06-23",0,0,0,0,0,24.85,251.8,0.6,"0","0","0","0","0","1",0,0,0,0,19.8,0
"540","2005-06-24",0,0,0,0,0,24.25,251.79,0.6,"0","0","0","0","0","1",0,0,0,0,13,0
"541","2005-06-25",0,0,0,0,0,24.55,251.78,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"542","2005-06-26",0,0,0,0,0,24.7,251.77,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"543","2005-06-27",0,0,0,0,0,25.35,251.76,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"544","2005-06-28",0,0,0,0,0,26.55,251.75,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"545","2005-06-29",0,0,0,0,0,25.1,251.73,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"546","2005-06-30",0,0,0,0,0,25.05,251.71,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"547","2005-07-01",3.6,9.2,3.8,5.4,0.6,24.5,251.7,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"548","2005-07-02",0.2,0,0,0,0,20.85,251.69,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"549","2005-07-03",0,0,0,0,0,22.8,251.67,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"550","2005-07-04",0,0,0,0,0,23.3,251.66,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"551","2005-07-05",2.6,17.2,3.2,2.2,3.4,24.65,251.64,1.2,"0","0","0","0","0","0",0,0,0,0,0,0
"552","2005-07-06",0,0,0,0,0,21.15,251.62,1.2,"0","0","0","0","0","1",0,0,0,0,0,0
"553","2005-07-07",0,0,0.4,0,0,21.85,251.6,1.2,"0","0","0","0","0","1",0,0,0,0,0,0
"554","2005-07-08",0,2.2,4.2,1,1.6,21.2,251.58,1.2,"0","0","0","0","0","0",0,0,0,0,0,0
"555","2005-07-09",0.4,0,0,0,0,21.2,251.55,1.2,"0","0","0","0","0","1",0,0,0,0,0,0
"556","2005-07-10",9.6,1.4,18.6,8.2,15.8,19.95,251.51,1.2,"0","0","0","0","0","0",0,0,0,0,0.6,15.8
"557","2005-07-11",0,0,0.2,0,0,18.9,251.52,1.2,"0","0","0","0","0","1",15.8,0,0,0,0,0
"558","2005-07-12",0,0,0,0,0.2,20.5,251.5,1.2,"0","0","0","0","0","0",0,0,0,0,0,0
"559","2005-07-13",0,4.2,0,2,1.6,22.55,251.48,1.2,"0","0","0","0","0","0",0,15.8,0,0,0,0
"560","2005-07-14",0,0,0,0,0,21.25,251.45,1.2,"0","0","0","0","0","1",0,0,0,0,3.4,0
"561","2005-07-15",0,0,0,0,0,23.95,251.43,1.2,"0","0","0","0","0","1",0,0,15.8,0,0,0
"562","2005-07-16",0,0,0,0,0,22.7,251.41,1.2,"0","0","0","0","0","1",0,0,0,0,0,0
"563","2005-07-17",0,0,0,0,0,23.55,251.38,1.2,"0","0","0","0","0","1",0,0,0,15.8,1.6,0
"564","2005-07-18",0,0.4,0,0,0.4,24.95,251.35,1.2,"0","0","0","0","0","0",0,0,0,0,0,0
"565","2005-07-19",7,11.2,5.2,3.4,10.6,24.25,251.32,2,"0","0","0","0","0","0",0,0,0,0,15.8,10.6
"566","2005-07-20",0,0.2,0,0,0,22.7,251.3,2,"0","0","0","0","0","1",10.6,0,0,0,0,0
"567","2005-07-21",0,0.6,10,0,0,24.05,251.26,2,"0","0","0","0","0","1",0,0,0,0,0.2,0
"568","2005-07-22",0.4,0,0,0,0,23.5,251.22,2,"0","0","0","0","0","1",0,10.6,0,0,1.6,0
"569","2005-07-23",0.6,0,0.4,0,0,23.5,251.18,2,"0","0","0","0","0","1",0,0,0,0,0,0
"570","2005-07-24",0,0,0,0,0,22.65,251.15,2,"0","0","0","0","0","1",0,0,10.6,0,0,0
"571","2005-07-25",0,0,0,0,0,22.55,251.1,2,"0","0","0","0","0","1",0,0,0,0,0,0
"572","2005-07-26",0,0,0,0,0,24.05,251.06,2,"0","0","0","0","0","1",0,0,0,10.6,0,0
"573","2005-07-27",0,0,0,0,0,25.9,251.03,2,"0","0","0","0","0","1",0,0,0,0,0.4,0
"574","2005-07-28",0,0,0,0,0,27.55,250.98,2,"0","0","0","0","0","1",0,0,0,0,10.6,0
"575","2005-07-29",0,0,0,0,0,28.9,250.95,2,"0","0","0","0","0","1",0,0,0,0,0,0
"576","2005-07-30",0,0,0,0,0,29.15,250.91,2,"0","0","0","0","0","1",0,0,0,0,0,0
"577","2005-07-31",0,0,0,0,0,25.6,250.87,2,"0","0","0","0","0","1",0,0,0,0,0,0
"578","2005-08-01",0,0,0,0,0,21.9,250.82,2,"0","0","0","0","0","1",0,0,0,0,0,0
"579","2005-08-02",0,2.2,0,0,0,24.55,250.78,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"580","2005-08-03",18.4,21.4,16.6,10.2,15.8,24.2,250.73,2.5,"0","0","0","0","0","0",0,0,0,0,0,15.8
"581","2005-08-04",1,1.4,0.8,3.2,4.2,20.5,250.7,2.5,"0","0","0","0","0","0",15.8,0,0,0,0,0
"582","2005-08-05",0,0,0,0,0,21.15,250.65,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"583","2005-08-06",0,0,0,0,0,20.75,250.6,2.5,"0","0","0","0","0","1",0,15.8,0,0,0,0
"584","2005-08-07",0,0,0,0,0,22,250.55,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"585","2005-08-08",0,0,0,0,0,20.95,250.5,2.5,"0","0","0","0","0","1",0,0,15.8,0,0,0
"586","2005-08-09",0,0,0,0,0,18.95,250.45,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"587","2005-08-10",0,0,0,0,0,21.75,250.4,2.5,"0","0","0","0","0","1",0,0,0,15.8,0,0
"588","2005-08-11",6.4,22.4,11.2,6.2,10.4,23,250.35,2.5,"0","0","0","0","0","0",0,0,0,0,0,10.4
"589","2005-08-12",1.6,1,0.4,0.4,0.4,21.5,250.31,2,"0","0","0","0","0","0",10.4,0,0,0,15.8,0
"590","2005-08-13",0,0,0,0,0,21.1,250.27,2,"0","0","0","0","0","1",0,0,0,0,4.2,0
"591","2005-08-14",0,0,0,0,0,22.2,250.23,2,"0","0","0","0","0","1",0,10.4,0,0,0,0
"592","2005-08-15",26,1.4,20,16.4,15.8,22.4,250.2,2,"0","0","0","0","0","0",0,0,0,0,0,15.8
"593","2005-08-16",0,0,0,0,0,16.95,250.18,2,"0","0","0","0","0","1",15.8,0,10.4,0,0,0
"594","2005-08-17",0,0,0,0,0,19.9,250.15,2,"0","0","0","0","0","1",0,0,0,0,0,0
"595","2005-08-18",0,0,0,0,0,22.35,250.1,2.5,"0","0","0","0","0","1",0,15.8,0,10.4,0,0
"596","2005-08-19",0,0,0,0,0,22.8,250.05,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"597","2005-08-20",4.2,3.4,1.8,2.2,5,23.1,250,2.5,"0","0","0","0","0","0",0,0,15.8,0,10.4,0
"598","2005-08-21",10.2,10.6,29.2,10.8,18,20.2,249.96,2.5,"0","0","0","0","0","0",0,0,0,0,0.4,18
"599","2005-08-22",0,0.8,0.2,0,0.2,16.9,249.94,2.5,"0","0","0","0","0","0",18,0,0,15.8,0,0
"600","2005-08-23",0,0.2,0,0,0,17.45,249.89,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"601","2005-08-24",0,0,0,0,0,20.1,249.84,2.5,"0","0","0","0","0","1",0,18,0,0,15.8,0
"602","2005-08-25",0,0,0,0,0,21.3,249.79,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"603","2005-08-26",0,0,0,0,0,20.65,249.74,2.5,"0","0","0","0","0","1",0,0,18,0,0,0
"604","2005-08-27",2.8,2.2,1.6,3.4,0.4,20.65,249.7,2.5,"0","0","0","0","0","0",0,0,0,0,0,0
"605","2005-08-28",18.6,26.2,20.4,19.8,25.8,22.3,249.68,2.5,"0","0","0","0","0","0",0,0,0,18,0,25.8
"606","2005-08-29",0,0,0,0,0,34,249.66,2.5,"0","0","0","0","0","1",25.8,0,0,0,5,0
"607","2005-08-30",0,0,0,0,0,23.35,249.62,2.5,"0","0","0","0","0","1",0,0,0,0,18,0
"608","2005-08-31",0,0,0,0,0,24.55,249.58,2.5,"0","0","0","0","0","1",0,25.8,0,0,0.2,0
"609","2005-09-01",0,0,0,0,0,23.65,249.53,2.5,"0","0","0","0","0","1",0,0,0,0,0,0
"610","2005-09-02",0,0,0,0,0,23.15,249.48,2.5,"0","0","0","0","0","1",0,0,25.8,0,0,0
"611","2005-09-03",0,0,0,0.2,0.8,25.1,249.43,2.5,"0","0","0","0","0","0",0,0,0,0,0,0
"612","2005-09-04",0,0,0,0.2,0,24,249.38,2.5,"0","0","0","0","0","1",0,0,0,25.8,0,0
"613","2005-09-05",0,0,0,0,0,22.5,249.34,2.5,"0","0","0","0","0","1",0,0,0,0,0.4,0
"614","2005-09-06",0,0,0,0,0,20.45,249.29,2.5,"0","0","0","0","0","1",0,0,0,0,25.8,0
"615","2005-09-07",0.4,0.6,0,0.6,1.4,21.05,249.25,2.5,"0","0","0","0","0","0",0,0,0,0,0,0
"616","2005-09-08",5.2,12.6,4.8,7.2,8.2,19.35,249.2,2.5,"0","0","0","0","0","0",0,0,0,0,0,8.2
"617","2005-09-09",34,14.6,31.2,17,19.6,20.1,249.16,2.5,"0","0","0","0","0","0",8.2,0,0,0,0,19.6
"618","2005-09-10",0,0.2,0,0,0,18.05,249.15,2.5,"0","0","0","0","0","1",19.6,0,0,0,0,0
"619","2005-09-11",7.4,3.8,7.8,14,15.6,18.65,249.11,2.5,"0","0","0","0","0","0",0,8.2,0,0,0,15.6
"620","2005-09-12",0.2,1,0.2,0.6,0.8,19.6,249.07,2.5,"0","0","0","0","0","0",15.6,19.6,0,0,0.8,0
"621","2005-09-13",0.2,0,0,0,0,18.15,249.03,2.5,"0","0","0","0","0","1",0,0,8.2,0,0,0
"622","2005-09-14",0,0,0,0,0,21.55,248.98,2.5,"0","0","0","0","0","1",0,15.6,19.6,0,0,0
"623","2005-09-15",0,0,0,0,0,19.75,248.94,2.5,"0","0","0","0","0","1",0,0,0,8.2,0,0
"624","2005-09-16",0,0,0,0,0,20.25,248.89,2.5,"0","0","0","0","0","1",0,0,15.6,19.6,1.4,0
"625","2005-09-17",11.2,13.2,14.4,8.6,12,19.35,248.85,2.5,"0","0","0","0","0","0",0,0,0,0,8.2,12
"626","2005-09-18",20.2,22.4,19,18.4,20.6,17.3,248.83,2.5,"0","0","0","0","0","0",12,0,0,15.6,19.6,20.6
"627","2005-09-19",0.4,0,0.2,0.2,0.4,13.25,248.79,2.5,"0","0","0","0","0","0",20.6,0,0,0,0,0
"628","2005-09-20",0,0,0,0,0,15.35,248.75,2.5,"0","0","0","0","0","1",0,12,0,0,15.6,0
"629","2005-09-21",0,0,0,0,0,16.65,248.7,2.5,"0","0","0","0","0","1",0,20.6,0,0,0.8,0
"630","2005-09-22",0,0,0,0,0,16.05,248.65,2.5,"0","0","0","0","0","1",0,0,12,0,0,0
"631","2005-09-23",0,0,0,0,0,16.95,248.6,2.5,"0","0","0","0","0","1",0,0,20.6,0,0,0
"632","2005-09-24",0,0,0,0,0,16.75,248.56,2.5,"0","0","0","0","0","1",0,0,0,12,0,0
"633","2005-09-25",0.2,0,0,0,0,17.7,248.51,2.5,"0","0","0","0","0","1",0,0,0,20.6,0,0
"634","2005-09-26",0,0,0.2,0,0,18.35,248.46,2,"0","0","0","0","0","1",0,0,0,0,12,0
"635","2005-09-27",0,0,0,0,0,18.8,248.43,2,"0","0","0","0","0","1",0,0,0,0,20.6,0
"636","2005-09-28",0,0,0,0,0,19.15,248.39,2,"0","0","0","0","0","1",0,0,0,0,0.4,0
"637","2005-09-29",1,0.8,0.2,0.2,0.8,18.45,248.37,0.5,"0","0","0","0","0","0",0,0,0,0,0,0
"638","2005-09-30",0,0.2,0,0,0,16.7,248.37,0.5,"0","0","0","0","0","1",0,0,0,0,0,0
"639","2005-10-01",0,0,0,0,0,16.6,248.36,0.5,"0","0","0","0","0","1",0,0,0,0,0,0
"640","2005-10-02",29.4,15.6,25.2,23.8,33.6,15.15,248.34,0.5,"0","0","0","0","0","0",0,0,0,0,0,33.6
"641","2005-10-03",6.8,9.6,6,9,9,13.05,248.37,0.5,"0","0","0","0","0","0",33.6,0,0,0,0,9
"642","2005-10-04",1,0.8,1.4,0.4,0.4,11.75,248.38,0.5,"0","0","0","0","0","0",9,0,0,0,0,0
"643","2005-10-05",19.2,24.4,22,21.6,15.8,14.4,248.38,0.5,"0","0","0","0","0","0",0,33.6,0,0,0,15.8
"644","2005-10-06",1.4,1.6,1,0.8,1,13.45,248.42,0.5,"0","0","0","0","0","0",15.8,9,0,0,0,0
"645","2005-10-07",1.8,2.4,2.6,1.2,2,16,248.43,0.5,"0","0","0","0","0","0",0,0,33.6,0,0,0
"646","2005-10-08",6.6,17.2,21.4,10,17.4,16.05,248.43,0.5,"0","0","0","0","0","0",0,15.8,9,0,0.8,17.4
"647","2005-10-09",0,0,0,0,0,14.15,248.45,0.5,"0","0","0","0","0","1",17.4,0,0,33.6,0,0
"648","2005-10-10",0,0,0,0,0,16.35,248.46,0.5,"0","0","0","0","0","1",0,0,15.8,9,0,0
"649","2005-10-11",0,0,0,0,0,15.15,248.46,0.5,"0","0","0","0","0","1",0,17.4,0,0,33.6,0
"650","2005-10-12",0.2,0,0,0,0,15.35,248.45,0.5,"0","0","0","0","0","1",0,0,0,15.8,9,0
"651","2005-10-13",0,0,0,0,0,13.6,248.44,0.5,"0","0","0","0","0","1",0,0,17.4,0,0.4,0
"652","2005-10-14",0,0,0.2,0,0,15.9,248.44,0.5,"0","0","0","0","0","1",0,0,0,0,15.8,0
"653","2005-10-15",0.2,0,0,0,0,17.55,248.44,0.5,"0","0","0","0","0","1",0,0,0,17.4,1,0
"654","2005-10-16",0.2,0,0,0,0,14.05,248.43,0.5,"0","0","0","0","0","1",0,0,0,0,2,0
"655","2005-10-17",0.2,0,0,0,0,15.8,248.43,0.5,"0","0","0","0","0","1",0,0,0,0,17.4,0
"656","2005-10-18",0,0,0,0,0,13.65,248.43,0.5,"0","0","0","0","0","1",0,0,0,0,0,0
"657","2005-10-19",32.2,42.4,29,36,43.4,13.6,248.42,0.5,"0","0","0","0","0","0",0,0,0,0,0,43.4
"658","2005-10-20",28.6,22.4,27.2,27.8,27.6,11.55,248.66,0.5,"0","0","0","0","0","0",43.4,0,0,0,0,27.6
"659","2005-10-21",10.2,5,5.8,4.2,6.4,13.15,248.73,0.5,"0","0","0","0","0","0",27.6,0,0,0,0,6.4
"660","2005-10-22",1,4.2,1.2,1.4,1.2,15.4,248.76,0.6,"0","0","0","0","0","0",6.4,43.4,0,0,0,0
"661","2005-10-23",0.2,0.2,0,0,0,17.1,248.78,0.6,"0","0","0","0","0","1",0,27.6,0,0,0,0
"662","2005-10-24",0,0,0,0,0,16.65,248.78,0.6,"0","0","0","0","0","1",0,6.4,43.4,0,0,0
"663","2005-10-25",0.2,0.2,0,0,0.2,16.3,248.78,0.6,"0","0","0","0","0","0",0,0,27.6,0,0,0
"664","2005-10-26",0,0,0,0,0,16.55,248.77,0.6,"0","0","0","0","0","1",0,0,6.4,43.4,0,0
"665","2005-10-27",0.2,0.4,0.4,0,0.2,15.25,248.76,0.6,"0","0","0","0","0","0",0,0,0,27.6,0,0
"666","2005-10-28",0.2,0.6,0.2,0.2,0.2,15.05,248.76,0.6,"0","0","0","0","0","0",0,0,0,6.4,43.4,0
"667","2005-10-29",0.2,0.2,0.4,0,0.2,13.75,248.75,0.6,"0","0","0","0","0","0",0,0,0,0,27.6,0
"668","2005-10-30",0.4,0.2,0.2,0,0,13.2,248.75,0.6,"0","0","0","0","0","1",0,0,0,0,6.4,0
"669","2005-10-31",0,0,0,0,0,13.9,248.74,0.6,"0","0","0","0","0","1",0,0,0,0,1.2,0
"670","2005-11-01",12.4,20.6,17.4,15.8,13.4,15.1,248.72,0.6,"0","0","0","0","0","0",0,0,0,0,0,13.4
"671","2005-11-02",0,0,0,0.2,0,14.65,248.76,0.6,"0","0","0","0","0","1",13.4,0,0,0,0,0
"672","2005-11-03",0,0,0.2,0,0,14.35,248.76,0.6,"0","0","0","0","0","1",0,0,0,0,0.2,0
"673","2005-11-04",0,0,0,0,0,14.25,248.76,0.6,"0","0","0","0","0","1",0,13.4,0,0,0,0
"674","2005-11-05",23.2,36.4,30.6,20.8,17.8,14.85,248.76,0.6,"0","0","0","0","0","0",0,0,0,0,0.2,17.8
"675","2005-11-06",47.2,41.8,46.4,49,53.2,15,249.12,0.6,"0","0","0","0","0","0",17.8,0,13.4,0,0.2,53.2
"676","2005-11-07",0.4,0,0.2,0.2,0.4,13.7,249.55,0.6,"0","0","0","0","0","0",53.2,0,0,0,0.2,0
"677","2005-11-08",0,0,0,0,0,13.8,249.61,0.6,"0","0","0","0","0","1",0,17.8,0,13.4,0,0
"678","2005-11-09",0.2,0,0,0,0,12.5,249.64,0.6,"0","0","0","0","0","1",0,53.2,0,0,0,0
"679","2005-11-10",0.2,0.2,0.2,0,0.2,13.2,249.66,0.6,"0","0","0","0","0","0",0,0,17.8,0,13.4,0
"680","2005-11-11",0.4,0,0,0,0,14.55,249.67,0.6,"0","0","0","0","0","1",0,0,53.2,0,0,0
"681","2005-11-12",0.2,0,0.2,0,0,12.55,249.68,0.6,"0","0","0","0","0","1",0,0,0,17.8,0,0
"682","2005-11-13",0.2,0,0.2,0.2,0,10.15,249.68,0.6,"0","0","0","0","0","1",0,0,0,53.2,0,0
"683","2005-11-14",0.2,0,0,0,0,11.35,249.68,0.6,"0","0","0","0","0","1",0,0,0,0,17.8,0
"684","2005-11-15",5.4,6.4,6.8,7,7.6,11.1,249.69,0.6,"0","0","0","0","0","0",0,0,0,0,53.2,7.6
"685","2005-11-16",0.2,0.4,0.8,0.6,0.2,9.85,249.7,0.6,"0","0","0","0","0","0",7.6,0,0,0,0.4,0
"686","2005-11-17",4.2,5.8,5.4,5,6.4,9.7,249.71,0.6,"0","0","0","0","0","0",0,0,0,0,0,6.4
"687","2005-11-18",0,0,0,0,0,8.65,249.71,0.6,"0","0","0","0","0","1",6.4,7.6,0,0,0,0
"688","2005-11-19",0.4,0,0.2,0,0,7.75,249.7,0.6,"0","0","0","0","0","1",0,0,0,0,0.2,0
"689","2005-11-20",0.2,0,0,0.2,0,4.05,249.7,0.6,"0","0","0","0","0","1",0,6.4,7.6,0,0,0
"690","2005-11-21",0,0.4,0.2,0,0,3.8,249.69,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"691","2005-11-22",0,0,0.2,0,0,4.25,249.69,0.6,"0","0","0","0","0","1",0,0,6.4,7.6,0,0
"692","2005-11-23",0.6,1,2.2,0,0.2,3.65,249.68,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"693","2005-11-24",0.4,0.6,3.2,0.2,0,0.95,249.68,0.6,"0","0","0","0","0","1",0,0,0,6.4,7.6,0
"694","2005-11-25",19.2,47.4,29,49.8,37.4,-1,249.67,0.6,"0","0","0","0","1","0",0,0,0,0,0.2,37.4
"695","2005-11-26",38,47.4,37.6,31,34.8,2.3,250.01,0.6,"0","0","0","0","0","0",37.4,0,0,0,6.4,34.8
"696","2005-11-27",12.4,7.6,13.6,7.8,10.4,6.8,250.71,0.6,"0","0","0","0","0","0",34.8,0,0,0,0,10.4
"697","2005-11-28",9.2,13,12.4,18.2,16.8,3.4,250.96,0.6,"0","0","0","0","0","0",10.4,37.4,0,0,0,16.8
"698","2005-11-29",14.2,23.6,14.2,15.8,16.4,2.1,251.13,2,"0","0","0","0","0","0",16.8,34.8,0,0,0,16.4
"699","2005-11-30",4.2,5,2.8,5,6.6,4.5,251.49,4.5,"0","0","0","0","0","0",16.4,10.4,37.4,0,0,6.6
"700","2005-12-01",0,0,0,0.2,0,4.85,251.57,5.2,"0","0","0","0","0","1",6.6,16.8,34.8,0,0,0
"701","2005-12-02",0.4,1,0.4,0.4,0.4,2.6,251.59,5.2,"0","0","0","0","0","0",0,16.4,10.4,37.4,0.2,0
"702","2005-12-03",20.2,16.4,13,11.2,8.4,5.95,251.65,5.2,"0","0","0","0","0","0",0,6.6,16.8,34.8,0,8.4
"703","2005-12-04",8.6,7.6,4.8,4.4,5,11,251.8,5.2,"0","0","0","0","0","0",8.4,0,16.4,10.4,37.4,0
"704","2005-12-05",24,24,25.6,28.8,37,10.35,251.85,12,"0","0","0","0","0","0",0,0,6.6,16.8,34.8,37
"705","2005-12-06",7,9.6,5.2,9.6,10.4,8.3,252.15,23.8,"0","0","0","0","0","0",37,8.4,0,16.4,10.4,10.4
"706","2005-12-07",1.2,1,1,0.2,0,5.8,252.13,22.6,"0","0","0","0","0","1",10.4,0,0,6.6,16.8,0
"707","2005-12-08",9.4,11,8.4,8,12,4.35,252.09,18.5,"0","0","0","0","0","0",0,37,8.4,0,16.4,12
"708","2005-12-09",5.8,9.6,15.8,5.2,7.2,1.85,252.09,18.6,"0","0","0","0","0","0",12,10.4,0,0,6.6,7.2
"709","2005-12-10",0,0,0,0,0,5.8,252.09,17.1,"0","0","0","0","0","1",7.2,0,37,8.4,0,0
"710","2005-12-11",0,0,0.2,0,0,3.75,252.03,11.4,"0","0","0","0","0","1",0,12,10.4,0,0.4,0
"711","2005-12-12",7.6,9.2,7.2,10.8,17.8,3.35,251.99,8.7,"0","0","0","0","0","0",0,7.2,0,37,8.4,17.8
"712","2005-12-13",0.2,0,0,0,1.8,4.25,251.98,8.1,"0","0","0","0","0","0",17.8,0,12,10.4,5,0
"713","2005-12-14",0.2,0.4,0,0,0,6.7,251.96,7.4,"0","0","0","0","0","1",0,0,7.2,0,37,0
"714","2005-12-15",0,0,0,0,0,5.55,251.93,7.2,"0","0","0","0","0","1",0,17.8,0,12,10.4,0
"715","2005-12-16",0,0,0,0,0,2.55,251.87,5.5,"0","0","0","0","0","1",0,0,0,7.2,0,0
"716","2005-12-17",4.4,2.4,3.8,2.4,2,4.25,251.89,3.9,"0","0","0","0","0","0",0,0,17.8,0,12,0
"717","2005-12-18",0.2,1.2,1.6,0,1.6,5.6,251.89,4.2,"0","0","0","0","0","0",0,0,0,0,7.2,0
"718","2005-12-19",0,0,0,0,0,0.85,251.89,4.4,"0","0","0","0","0","1",0,0,0,17.8,0,0
"719","2005-12-20",0,0,0,0,0,-0.8,251.87,4.3,"0","0","0","0","0","0",0,0,0,0,0,0
"720","2005-12-21",0,0,0,0,0,3.9,251.87,4.2,"0","0","0","0","0","1",0,0,0,0,17.8,0
"721","2005-12-22",0.2,0,0,0,0,3.7,251.85,4.1,"0","0","0","0","0","1",0,0,0,0,1.8,0
"722","2005-12-23",0,0,0.2,0,0.2,2.3,251.84,4,"0","0","0","0","0","0",0,0,0,0,0,0
"723","2005-12-24",0.6,0,0.2,0,0.2,3.7,251.84,4,"0","0","0","0","0","0",0,0,0,0,0,0
"724","2005-12-25",13.4,14,13.2,14.8,21,2.6,251.84,3.9,"0","0","0","0","0","0",0,0,0,0,0,21
"725","2005-12-26",5,9.8,7.2,8.4,7.8,6.05,251.88,3.6,"0","0","0","0","0","0",21,0,0,0,2,7.8
"726","2005-12-27",6.8,7.6,3.8,3.8,7.6,5.35,251.95,4.5,"0","0","0","0","0","0",7.8,0,0,0,1.6,7.6
"727","2005-12-28",0.2,0.2,0,0,0.2,3.45,252,6,"0","0","0","0","0","0",7.6,21,0,0,0,0
"728","2005-12-29",3.6,0.6,3.6,3.4,3.2,1.45,251.98,6,"0","0","0","0","0","0",0,7.8,0,0,0,0
"729","2005-12-30",0,1.6,1.4,0.6,1.6,-2.9,251.95,5.4,"0","0","0","0","1","0",0,7.6,21,0,0,0
"730","2005-12-31",13,20,14.2,16.8,20.2,-3.05,251.93,5.4,"0","0","0","0","1","0",0,0,7.8,0,0,20.2
"731","2006-01-01",19.4,18.2,17.4,12.8,18.6,4,252.12,16.8,"0","0","0","0","0","0",20.2,0,7.6,21,0.2,18.6
"732","2006-01-02",0.4,1.6,0.4,0.2,0,6.25,252.16,24.6,"0","0","0","0","0","1",18.6,0,0,7.8,0.2,0
"733","2006-01-03",0,0,0,0,0,5.3,252.08,17.6,"0","0","0","0","0","1",0,20.2,0,7.6,21,0
"734","2006-01-04",0,0,0,0,0,6.35,252.04,11.1,"0","0","0","0","0","1",0,18.6,0,0,7.8,0
"735","2006-01-05",0,0,0,0,0,3.85,251.98,7.4,"0","0","0","0","0","1",0,0,20.2,0,7.6,0
"736","2006-01-06",0.2,0,0,0,0,3.65,251.94,6.3,"0","0","0","0","0","1",0,0,18.6,0,0.2,0
"737","2006-01-07",0,0,0,0,0,5.55,251.89,5.8,"0","0","0","0","0","1",0,0,0,20.2,3.2,0
"738","2006-01-08",0,0,0,0,0,6.3,251.86,5.4,"0","0","0","0","0","1",0,0,0,18.6,1.6,0
"739","2006-01-09",0,0,0,0,0,3.6,251.82,5.1,"0","0","0","0","0","1",0,0,0,0,20.2,0
"740","2006-01-10",0,0.2,0,0,0,2.25,251.8,4,"0","0","0","0","0","1",0,0,0,0,18.6,0
"741","2006-01-11",0,0,0,0,0,4.5,251.8,3.3,"0","0","0","0","0","1",0,0,0,0,0,0
