"","Date","Rainfall_Terni","fl_rate.Ls","Year","Month","Day","Spring","Summer","Autumn","Winter"
"934",2011-09-10,1.617,83.36,"2011","9","10","0","1","0","0"
"935",2011-09-11,1.617,83.37,"2011","9","11","0","1","0","0"
"936",2011-09-12,1.617,83.38,"2011","9","12","0","1","0","0"
"937",2011-09-13,1.617,83.39,"2011","9","13","0","1","0","0"
"938",2011-09-14,1.617,83.4,"2011","9","14","0","1","0","0"
"939",2011-09-15,1.617,83.41,"2011","9","15","0","1","0","0"
"940",2011-09-16,1.617,83.42,"2011","9","16","0","1","0","0"
"941",2011-09-17,1.617,83.43,"2011","9","17","0","1","0","0"
"942",2011-09-18,1.617,83.44,"2011","9","18","0","1","0","0"
"943",2011-09-19,1.617,83.45,"2011","9","19","0","1","0","0"
"944",2011-09-20,1.617,83.46,"2011","9","20","0","1","0","0"
"945",2011-09-21,1.617,83.47,"2011","9","21","0","0","1","0"
"946",2011-09-22,1.617,83.48,"2011","9","22","0","0","1","0"
"947",2011-09-23,1.617,83.49,"2011","9","23","0","0","1","0"
"948",2011-09-24,1.617,83.5,"2011","9","24","0","0","1","0"
"949",2011-09-25,1.617,83.51,"2011","9","25","0","0","1","0"
"950",2011-09-26,1.617,83.52,"2011","9","26","0","0","1","0"
"951",2011-09-27,1.617,83.55,"2011","9","27","0","0","1","0"
"952",2011-09-28,1.617,83.56,"2011","9","28","0","0","1","0"
"953",2011-09-29,1.617,83.57,"2011","9","29","0","0","1","0"
"954",2011-09-30,1.617,83.58,"2011","9","30","0","0","1","0"
"955",2011-10-01,2.275,83.59,"2011","10","1","0","0","1","0"
"956",2011-10-02,2.275,83.6,"2011","10","2","0","0","1","0"
"957",2011-10-03,2.275,83.61,"2011","10","3","0","0","1","0"
"958",2011-10-04,2.275,83.62,"2011","10","4","0","0","1","0"
"959",2011-10-05,2.275,83.63,"2011","10","5","0","0","1","0"
"960",2011-10-06,2.275,83.64,"2011","10","6","0","0","1","0"
"961",2011-10-07,2.275,83.65,"2011","10","7","0","0","1","0"
"962",2011-10-08,2.275,83.66,"2011","10","8","0","0","1","0"
"963",2011-10-09,2.275,83.67,"2011","10","9","0","0","1","0"
"964",2011-10-10,2.275,83.68,"2011","10","10","0","0","1","0"
"965",2011-10-11,2.275,83.69,"2011","10","11","0","0","1","0"
"966",2011-10-12,2.275,83.7,"2011","10","12","0","0","1","0"
"967",2011-10-13,2.275,83.71,"2011","10","13","0","0","1","0"
"968",2011-10-14,2.275,83.72,"2011","10","14","0","0","1","0"
"969",2011-10-15,2.275,83.73,"2011","10","15","0","0","1","0"
"970",2011-10-16,2.275,83.74,"2011","10","16","0","0","1","0"
"971",2011-10-17,2.275,83.75,"2011","10","17","0","0","1","0"
"972",2011-10-18,2.275,83.76,"2011","10","18","0","0","1","0"
"973",2011-10-19,2.275,83.77,"2011","10","19","0","0","1","0"
"974",2011-10-20,2.275,83.78,"2011","10","20","0","0","1","0"
"975",2011-10-21,2.275,83.79,"2011","10","21","0","0","1","0"
"976",2011-10-22,2.275,83.8,"2011","10","22","0","0","1","0"
"977",2011-10-23,2.275,83.8,"2011","10","23","0","0","1","0"
"978",2011-10-24,2.275,83.81,"2011","10","24","0","0","1","0"
"979",2011-10-25,2.275,83.81,"2011","10","25","0","0","1","0"
"980",2011-10-26,2.275,83.82,"2011","10","26","0","0","1","0"
"981",2011-10-27,2.275,83.83,"2011","10","27","0","0","1","0"
"982",2011-10-28,2.275,83.84,"2011","10","28","0","0","1","0"
"983",2011-10-29,2.275,83.85,"2011","10","29","0","0","1","0"
"984",2011-10-30,2.275,83.86,"2011","10","30","0","0","1","0"
"985",2011-10-31,2.275,83.87,"2011","10","31","0","0","1","0"
"986",2011-11-01,1.451,83.88,"2011","11","1","0","0","1","0"
"987",2011-11-02,1.451,83.89,"2011","11","2","0","0","1","0"
"988",2011-11-03,1.451,83.9,"2011","11","3","0","0","1","0"
"989",2011-11-04,1.451,83.91,"2011","11","4","0","0","1","0"
"990",2011-11-05,1.451,83.92,"2011","11","5","0","0","1","0"
"991",2011-11-06,1.451,83.93,"2011","11","6","0","0","1","0"
"992",2011-11-07,1.451,83.94,"2011","11","7","0","0","1","0"
"993",2011-11-08,1.451,83.95,"2011","11","8","0","0","1","0"
"994",2011-11-09,1.451,83.96,"2011","11","9","0","0","1","0"
"995",2011-11-10,1.451,83.97,"2011","11","10","0","0","1","0"
"996",2011-11-11,1.451,83.98,"2011","11","11","0","0","1","0"
"997",2011-11-12,1.451,83.99,"2011","11","12","0","0","1","0"
"998",2011-11-13,1.451,84,"2011","11","13","0","0","1","0"
"999",2011-11-14,1.451,84.01,"2011","11","14","0","0","1","0"
"1000",2011-11-15,1.451,84.02,"2011","11","15","0","0","1","0"
"1001",2011-11-16,1.451,84.05,"2011","11","16","0","0","1","0"
"1002",2011-11-17,1.451,84.06,"2011","11","17","0","0","1","0"
"1003",2011-11-18,1.451,84.07,"2011","11","18","0","0","1","0"
"1004",2011-11-19,1.451,84.08,"2011","11","19","0","0","1","0"
"1005",2011-11-20,1.451,84.09,"2011","11","20","0","0","1","0"
"1006",2011-11-21,1.451,84.1,"2011","11","21","0","0","1","0"
"1007",2011-11-22,1.451,84.11,"2011","11","22","0","0","1","0"
"1008",2011-11-23,1.451,84.12,"2011","11","23","0","0","1","0"
"1009",2011-11-24,1.451,84.13,"2011","11","24","0","0","1","0"
"1010",2011-11-25,1.451,84.14,"2011","11","25","0","0","1","0"
"1011",2011-11-26,1.451,84.15,"2011","11","26","0","0","1","0"
"1012",2011-11-27,1.451,84.16,"2011","11","27","0","0","1","0"
"1013",2011-11-28,1.451,84.17,"2011","11","28","0","0","1","0"
"1014",2011-11-29,1.451,84.18,"2011","11","29","0","0","1","0"
"1015",2011-11-30,1.451,84.19,"2011","11","30","0","0","1","0"
"1016",2011-12-01,1.981,84.2,"2011","12","1","0","0","1","0"
"1017",2011-12-02,1.981,84.21,"2011","12","2","0","0","1","0"
"1018",2011-12-03,1.981,84.22,"2011","12","3","0","0","1","0"
"1019",2011-12-04,1.981,84.23,"2011","12","4","0","0","1","0"
"1020",2011-12-05,1.981,84.24,"2011","12","5","0","0","1","0"
"1021",2011-12-06,1.981,84.25,"2011","12","6","0","0","1","0"
"1022",2011-12-07,1.981,84.26,"2011","12","7","0","0","1","0"
"1023",2011-12-08,1.981,84.27,"2011","12","8","0","0","1","0"
"1024",2011-12-09,1.981,84.28,"2011","12","9","0","0","1","0"
"1025",2011-12-10,1.981,84.29,"2011","12","10","0","0","1","0"
"1026",2011-12-11,1.981,84.3,"2011","12","11","0","0","1","0"
"1027",2011-12-12,1.981,84.31,"2011","12","12","0","0","1","0"
"1028",2011-12-13,1.981,84.32,"2011","12","13","0","0","1","0"
"1029",2011-12-14,1.981,84.32,"2011","12","14","0","0","1","0"
"1030",2011-12-15,1.981,84.33,"2011","12","15","0","0","1","0"
"1031",2011-12-16,1.981,84.33,"2011","12","16","0","0","1","0"
"1032",2011-12-17,1.981,84.34,"2011","12","17","0","0","1","0"
"1033",2011-12-18,1.981,84.35,"2011","12","18","0","0","1","0"
"1034",2011-12-19,1.981,84.36,"2011","12","19","0","0","1","0"
"1035",2011-12-20,1.981,84.37,"2011","12","20","0","0","1","0"
"1036",2011-12-21,1.981,84.38,"2011","12","21","0","0","0","1"
"1037",2011-12-22,1.981,84.39,"2011","12","22","0","0","0","1"
"1038",2011-12-23,1.981,84.4,"2011","12","23","0","0","0","1"
"1039",2011-12-24,1.981,84.41,"2011","12","24","0","0","0","1"
"1040",2011-12-25,1.981,84.42,"2011","12","25","0","0","0","1"
"1041",2011-12-26,1.981,84.43,"2011","12","26","0","0","0","1"
"1042",2011-12-27,1.981,84.44,"2011","12","27","0","0","0","1"
"1043",2011-12-28,1.981,84.45,"2011","12","28","0","0","0","1"
"1044",2011-12-29,1.981,84.46,"2011","12","29","0","0","0","1"
"1045",2011-12-30,1.981,84.47,"2011","12","30","0","0","0","1"
"1046",2011-12-31,1.981,84.48,"2011","12","31","0","0","0","1"
"1047",2012-01-01,0.767,84.49,"2012","1","1","0","0","0","0"
"1048",2012-01-02,0.767,84.5,"2012","1","2","0","0","0","0"
"1049",2012-01-03,0.767,84.51,"2012","1","3","0","0","0","0"
"1050",2012-01-04,0.767,84.52,"2012","1","4","0","0","0","0"
"1051",2012-01-05,0.767,84.55,"2012","1","5","0","0","0","0"
"1052",2012-01-06,0.767,84.56,"2012","1","6","0","0","0","0"
"1053",2012-01-07,0.767,84.57,"2012","1","7","0","0","0","0"
"1054",2012-01-08,0.767,84.58,"2012","1","8","0","0","0","0"
"1055",2012-01-09,0.767,84.59,"2012","1","9","0","0","0","0"
"1056",2012-01-10,0.767,84.6,"2012","1","10","0","0","0","0"
"1057",2012-01-11,0.767,84.61,"2012","1","11","0","0","0","0"
"1058",2012-01-12,0.767,84.62,"2012","1","12","0","0","0","0"
"1059",2012-01-13,0.767,84.63,"2012","1","13","0","0","0","0"
"1060",2012-01-14,0.767,84.64,"2012","1","14","0","0","0","0"
"1061",2012-01-15,0.767,84.65,"2012","1","15","0","0","0","0"
"1062",2012-01-16,0.767,84.66,"2012","1","16","0","0","0","0"
"1063",2012-01-17,0.767,84.67,"2012","1","17","0","0","0","0"
"1064",2012-01-18,0.767,84.68,"2012","1","18","0","0","0","0"
"1065",2012-01-19,0.767,84.69,"2012","1","19","0","0","0","0"
"1066",2012-01-20,0.767,84.7,"2012","1","20","0","0","0","0"
"1067",2012-01-21,0.767,84.71,"2012","1","21","0","0","0","0"
"1068",2012-01-22,0.767,84.72,"2012","1","22","0","0","0","0"
"1069",2012-01-23,0.767,84.73,"2012","1","23","0","0","0","0"
"1070",2012-01-24,0.767,84.74,"2012","1","24","0","0","0","0"
"1071",2012-01-25,0.767,84.75,"2012","1","25","0","0","0","0"
"1072",2012-01-26,0.767,84.76,"2012","1","26","0","0","0","0"
"1073",2012-01-27,0.767,84.77,"2012","1","27","0","0","0","0"
"1074",2012-01-28,0.767,84.78,"2012","1","28","0","0","0","0"
"1075",2012-01-29,0.767,84.79,"2012","1","29","0","0","0","0"
"1076",2012-01-30,0.767,84.8,"2012","1","30","0","0","0","0"
"1077",2012-01-31,0.767,84.81,"2012","1","31","0","0","0","0"
"1078",2012-02-01,2.382,84.82,"2012","2","1","0","0","0","0"
"1079",2012-02-02,2.382,84.83,"2012","2","2","0","0","0","0"
"1080",2012-02-03,2.382,84.84,"2012","2","3","0","0","0","0"
"1081",2012-02-04,2.382,84.84,"2012","2","4","0","0","0","0"
"1082",2012-02-05,2.382,84.85,"2012","2","5","0","0","0","0"
"1083",2012-02-06,2.382,84.85,"2012","2","6","0","0","0","0"
"1084",2012-02-07,2.382,84.86,"2012","2","7","0","0","0","0"
"1085",2012-02-08,2.382,84.87,"2012","2","8","0","0","0","0"
"1086",2012-02-09,2.382,84.88,"2012","2","9","0","0","0","0"
"1087",2012-02-10,2.382,84.89,"2012","2","10","0","0","0","0"
"1088",2012-02-11,2.382,84.9,"2012","2","11","0","0","0","0"
"1089",2012-02-12,2.382,84.91,"2012","2","12","0","0","0","0"
"1090",2012-02-13,2.382,84.92,"2012","2","13","0","0","0","0"
"1091",2012-02-14,2.382,84.93,"2012","2","14","0","0","0","0"
"1092",2012-02-15,2.382,84.94,"2012","2","15","0","0","0","0"
"1093",2012-02-16,2.382,84.95,"2012","2","16","0","0","0","0"
"1094",2012-02-17,2.382,84.96,"2012","2","17","0","0","0","0"
"1095",2012-02-18,2.382,84.97,"2012","2","18","0","0","0","0"
"1096",2012-02-19,2.382,84.98,"2012","2","19","0","0","0","0"
"1097",2012-02-20,2.382,84.99,"2012","2","20","0","0","0","0"
"1098",2012-02-21,2.382,85,"2012","2","21","0","0","0","0"
"1099",2012-02-22,2.382,85.01,"2012","2","22","0","0","0","0"
"1100",2012-02-23,2.382,85.02,"2012","2","23","0","0","0","0"
"1101",2012-02-24,2.382,85.05,"2012","2","24","0","0","0","0"
"1102",2012-02-25,2.382,85.06,"2012","2","25","0","0","0","0"
"1103",2012-02-26,2.382,85.07,"2012","2","26","0","0","0","0"
"1104",2012-02-27,2.382,85.08,"2012","2","27","0","0","0","0"
"1105",2012-02-28,2.382,85.09,"2012","2","28","0","0","0","0"
"1106",2012-02-29,2.382,85.1,"2012","2","29","0","0","0","0"
"1107",2012-03-01,0.537,85.11,"2012","3","1","0","0","0","0"
"1108",2012-03-02,0.537,85.12,"2012","3","2","0","0","0","0"
"1109",2012-03-03,0.537,85.13,"2012","3","3","0","0","0","0"
"1110",2012-03-04,0.537,85.14,"2012","3","4","0","0","0","0"
"1111",2012-03-05,0.537,85.15,"2012","3","5","0","0","0","0"
"1112",2012-03-06,0.537,85.16,"2012","3","6","0","0","0","0"
"1113",2012-03-07,0.537,85.17,"2012","3","7","0","0","0","0"
"1114",2012-03-08,0.537,85.18,"2012","3","8","0","0","0","0"
"1115",2012-03-09,0.537,85.19,"2012","3","9","0","0","0","0"
"1116",2012-03-10,0.537,85.2,"2012","3","10","0","0","0","0"
"1117",2012-03-11,0.537,85.21,"2012","3","11","0","0","0","0"
"1118",2012-03-12,0.537,85.22,"2012","3","12","0","0","0","0"
"1119",2012-03-13,0.537,85.23,"2012","3","13","0","0","0","0"
"1120",2012-03-14,0.537,85.24,"2012","3","14","0","0","0","0"
"1121",2012-03-15,0.537,85.25,"2012","3","15","0","0","0","0"
"1122",2012-03-16,0.537,85.26,"2012","3","16","0","0","0","0"
"1123",2012-03-17,0.537,85.27,"2012","3","17","0","0","0","0"
"1124",2012-03-18,0.537,85.28,"2012","3","18","0","0","0","0"
"1125",2012-03-19,0.537,85.29,"2012","3","19","0","0","0","0"
"1126",2012-03-20,0.537,85.3,"2012","3","20","0","0","0","0"
"1127",2012-03-21,0.537,85.31,"2012","3","21","1","0","0","0"
"1128",2012-03-22,0.537,85.32,"2012","3","22","1","0","0","0"
"1129",2012-03-23,0.537,85.33,"2012","3","23","1","0","0","0"
"1130",2012-03-24,0.537,85.34,"2012","3","24","1","0","0","0"
"1131",2012-03-25,0.537,85.35,"2012","3","25","1","0","0","0"
"1132",2012-03-26,0.537,85.36,"2012","3","26","1","0","0","0"
"1133",2012-03-27,0.537,85.36,"2012","3","27","1","0","0","0"
"1134",2012-03-28,0.537,85.37,"2012","3","28","1","0","0","0"
"1135",2012-03-29,0.537,85.37,"2012","3","29","1","0","0","0"
"1136",2012-03-30,0.537,85.38,"2012","3","30","1","0","0","0"
"1137",2012-03-31,0.537,85.39,"2012","3","31","1","0","0","0"
"1138",2012-04-01,3.068,85.4,"2012","4","1","1","0","0","0"
"1139",2012-04-02,3.068,85.41,"2012","4","2","1","0","0","0"
"1140",2012-04-03,3.068,85.42,"2012","4","3","1","0","0","0"
"1141",2012-04-04,3.068,85.43,"2012","4","4","1","0","0","0"
"1142",2012-04-05,3.068,85.44,"2012","4","5","1","0","0","0"
"1143",2012-04-06,3.068,85.45,"2012","4","6","1","0","0","0"
"1144",2012-04-07,3.068,85.46,"2012","4","7","1","0","0","0"
"1145",2012-04-08,3.068,85.47,"2012","4","8","1","0","0","0"
"1146",2012-04-09,3.068,85.48,"2012","4","9","1","0","0","0"
"1147",2012-04-10,3.068,85.49,"2012","4","10","1","0","0","0"
"1148",2012-04-11,3.068,85.5,"2012","4","11","1","0","0","0"
"1149",2012-04-12,3.068,85.51,"2012","4","12","1","0","0","0"
"1150",2012-04-13,3.068,85.52,"2012","4","13","1","0","0","0"
"1151",2012-04-14,3.068,85.55,"2012","4","14","1","0","0","0"
"1152",2012-04-15,3.068,85.56,"2012","4","15","1","0","0","0"
"1153",2012-04-16,3.068,85.57,"2012","4","16","1","0","0","0"
"1154",2012-04-17,3.068,85.58,"2012","4","17","1","0","0","0"
"1155",2012-04-18,3.068,85.59,"2012","4","18","1","0","0","0"
"1156",2012-04-19,3.068,85.6,"2012","4","19","1","0","0","0"
"1157",2012-04-20,3.068,85.61,"2012","4","20","1","0","0","0"
"1158",2012-04-21,3.068,85.62,"2012","4","21","1","0","0","0"
"1159",2012-04-22,3.068,85.63,"2012","4","22","1","0","0","0"
"1160",2012-04-23,3.068,85.64,"2012","4","23","1","0","0","0"
"1161",2012-04-24,3.068,85.65,"2012","4","24","1","0","0","0"
"1162",2012-04-25,3.068,85.66,"2012","4","25","1","0","0","0"
"1163",2012-04-26,3.068,85.67,"2012","4","26","1","0","0","0"
"1164",2012-04-27,3.068,85.68,"2012","4","27","1","0","0","0"
"1165",2012-04-28,3.068,85.69,"2012","4","28","1","0","0","0"
"1166",2012-04-29,3.068,85.7,"2012","4","29","1","0","0","0"
"1167",2012-04-30,3.068,85.71,"2012","4","30","1","0","0","0"
"1168",2012-05-01,2.904,85.72,"2012","5","1","1","0","0","0"
"1169",2012-05-02,2.904,85.73,"2012","5","2","1","0","0","0"
"1170",2012-05-03,2.904,85.74,"2012","5","3","1","0","0","0"
"1171",2012-05-04,2.904,85.75,"2012","5","4","1","0","0","0"
"1172",2012-05-05,2.904,85.76,"2012","5","5","1","0","0","0"
"1173",2012-05-06,2.904,85.77,"2012","5","6","1","0","0","0"
"1174",2012-05-07,2.904,85.78,"2012","5","7","1","0","0","0"
"1175",2012-05-08,2.904,85.79,"2012","5","8","1","0","0","0"
"1176",2012-05-09,2.904,85.8,"2012","5","9","1","0","0","0"
"1177",2012-05-10,2.904,85.81,"2012","5","10","1","0","0","0"
"1178",2012-05-11,2.904,85.82,"2012","5","11","1","0","0","0"
"1179",2012-05-12,2.904,85.83,"2012","5","12","1","0","0","0"
"1180",2012-05-13,2.904,85.84,"2012","5","13","1","0","0","0"
"1181",2012-05-14,2.904,85.85,"2012","5","14","1","0","0","0"
"1182",2012-05-15,2.904,85.86,"2012","5","15","1","0","0","0"
"1183",2012-05-16,2.904,85.87,"2012","5","16","1","0","0","0"
"1184",2012-05-17,2.904,85.88,"2012","5","17","1","0","0","0"
"1185",2012-05-18,2.904,85.88,"2012","5","18","1","0","0","0"
"1186",2012-05-19,2.904,85.89,"2012","5","19","1","0","0","0"
"1187",2012-05-20,2.904,85.89,"2012","5","20","1","0","0","0"
"1188",2012-05-21,2.904,85.9,"2012","5","21","1","0","0","0"
"1189",2012-05-22,2.904,85.91,"2012","5","22","1","0","0","0"
"1190",2012-05-23,2.904,85.92,"2012","5","23","1","0","0","0"
"1191",2012-05-24,2.904,85.93,"2012","5","24","1","0","0","0"
"1192",2012-05-25,2.904,85.94,"2012","5","25","1","0","0","0"
"1193",2012-05-26,2.904,85.95,"2012","5","26","1","0","0","0"
"1194",2012-05-27,2.904,85.96,"2012","5","27","1","0","0","0"
"1195",2012-05-28,2.904,85.97,"2012","5","28","1","0","0","0"
"1196",2012-05-29,2.904,85.98,"2012","5","29","1","0","0","0"
"1197",2012-05-30,2.904,85.99,"2012","5","30","1","0","0","0"
"1198",2012-05-31,2.904,86,"2012","5","31","1","0","0","0"
"1199",2012-06-01,0.707,86.01,"2012","6","1","1","0","0","0"
"1200",2012-06-02,0.707,86.02,"2012","6","2","1","0","0","0"
"1201",2012-06-03,0.707,86.05,"2012","6","3","1","0","0","0"
"1202",2012-06-04,0.707,86.06,"2012","6","4","1","0","0","0"
"1203",2012-06-05,0.707,86.07,"2012","6","5","1","0","0","0"
"1204",2012-06-06,0.707,86.08,"2012","6","6","1","0","0","0"
"1205",2012-06-07,0.707,86.09,"2012","6","7","1","0","0","0"
"1206",2012-06-08,0.707,86.1,"2012","6","8","1","0","0","0"
"1207",2012-06-09,0.707,86.11,"2012","6","9","1","0","0","0"
"1208",2012-06-10,0.707,86.12,"2012","6","10","1","0","0","0"
"1209",2012-06-11,0.707,86.13,"2012","6","11","1","0","0","0"
"1210",2012-06-12,0.707,86.14,"2012","6","12","1","0","0","0"
"1211",2012-06-13,0.707,86.15,"2012","6","13","1","0","0","0"
"1212",2012-06-14,0.707,86.16,"2012","6","14","1","0","0","0"
"1213",2012-06-15,0.707,86.17,"2012","6","15","1","0","0","0"
"1214",2012-06-16,0.707,86.18,"2012","6","16","1","0","0","0"
"1215",2012-06-17,0.707,86.19,"2012","6","17","1","0","0","0"
"1216",2012-06-18,0.707,86.2,"2012","6","18","1","0","0","0"
"1217",2012-06-19,0.707,86.21,"2012","6","19","1","0","0","0"
"1218",2012-06-20,0.707,86.22,"2012","6","20","1","0","0","0"
"1219",2012-06-21,0.707,86.23,"2012","6","21","0","1","0","0"
"1220",2012-06-22,0.707,86.24,"2012","6","22","0","1","0","0"
"1221",2012-06-23,0.707,86.25,"2012","6","23","0","1","0","0"
"1222",2012-06-24,0.707,86.26,"2012","6","24","0","1","0","0"
"1223",2012-06-25,0.707,86.27,"2012","6","25","0","1","0","0"
"1224",2012-06-26,0.707,86.28,"2012","6","26","0","1","0","0"
"1225",2012-06-27,0.707,86.29,"2012","6","27","0","1","0","0"
"1226",2012-06-28,0.707,86.3,"2012","6","28","0","1","0","0"
"1227",2012-06-29,0.707,86.31,"2012","6","29","0","1","0","0"
"1228",2012-06-30,0.707,86.32,"2012","6","30","0","1","0","0"
"1229",2012-07-01,0.631,86.33,"2012","7","1","0","1","0","0"
"1230",2012-07-02,0.631,86.34,"2012","7","2","0","1","0","0"
"1231",2012-07-03,0.631,86.35,"2012","7","3","0","1","0","0"
"1232",2012-07-04,0.631,86.36,"2012","7","4","0","1","0","0"
"1233",2012-07-05,0.631,86.37,"2012","7","5","0","1","0","0"
"1234",2012-07-06,0.631,86.38,"2012","7","6","0","1","0","0"
"1235",2012-07-07,0.631,86.39,"2012","7","7","0","1","0","0"
"1236",2012-07-08,0.631,86.4,"2012","7","8","0","1","0","0"
"1237",2012-07-09,0.631,86.4,"2012","7","9","0","1","0","0"
"1238",2012-07-10,0.631,86.41,"2012","7","10","0","1","0","0"
"1239",2012-07-11,0.631,86.41,"2012","7","11","0","1","0","0"
"1240",2012-07-12,0.631,86.42,"2012","7","12","0","1","0","0"
"1241",2012-07-13,0.631,86.43,"2012","7","13","0","1","0","0"
"1242",2012-07-14,0.631,86.44,"2012","7","14","0","1","0","0"
"1243",2012-07-15,0.631,86.45,"2012","7","15","0","1","0","0"
"1244",2012-07-16,0.631,86.46,"2012","7","16","0","1","0","0"
"1245",2012-07-17,0.631,86.47,"2012","7","17","0","1","0","0"
"1246",2012-07-18,0.631,86.48,"2012","7","18","0","1","0","0"
"1247",2012-07-19,0.631,86.49,"2012","7","19","0","1","0","0"
"1248",2012-07-20,0.631,86.5,"2012","7","20","0","1","0","0"
"1249",2012-07-21,0.631,86.51,"2012","7","21","0","1","0","0"
"1250",2012-07-22,0.631,86.52,"2012","7","22","0","1","0","0"
"1251",2012-07-23,0.631,86.55,"2012","7","23","0","1","0","0"
"1252",2012-07-24,0.631,86.56,"2012","7","24","0","1","0","0"
"1253",2012-07-25,0.631,86.57,"2012","7","25","0","1","0","0"
"1254",2012-07-26,0.631,86.58,"2012","7","26","0","1","0","0"
"1255",2012-07-27,0.631,86.59,"2012","7","27","0","1","0","0"
"1256",2012-07-28,0.631,86.6,"2012","7","28","0","1","0","0"
"1257",2012-07-29,0.631,86.61,"2012","7","29","0","1","0","0"
"1258",2012-07-30,0.631,86.62,"2012","7","30","0","1","0","0"
"1259",2012-07-31,0.631,86.63,"2012","7","31","0","1","0","0"
"1260",2012-08-01,1.055,86.64,"2012","8","1","0","1","0","0"
"1261",2012-08-02,1.055,86.65,"2012","8","2","0","1","0","0"
"1262",2012-08-03,1.055,86.66,"2012","8","3","0","1","0","0"
"1263",2012-08-04,1.055,86.67,"2012","8","4","0","1","0","0"
"1264",2012-08-05,1.055,86.68,"2012","8","5","0","1","0","0"
"1265",2012-08-06,1.055,86.69,"2012","8","6","0","1","0","0"
"1266",2012-08-07,1.055,86.7,"2012","8","7","0","1","0","0"
"1267",2012-08-08,1.055,86.71,"2012","8","8","0","1","0","0"
"1268",2012-08-09,1.055,86.72,"2012","8","9","0","1","0","0"
"1269",2012-08-10,1.055,86.73,"2012","8","10","0","1","0","0"
"1270",2012-08-11,1.055,86.74,"2012","8","11","0","1","0","0"
"1271",2012-08-12,1.055,86.75,"2012","8","12","0","1","0","0"
"1272",2012-08-13,1.055,86.76,"2012","8","13","0","1","0","0"
"1273",2012-08-14,1.055,86.77,"2012","8","14","0","1","0","0"
"1274",2012-08-15,1.055,86.78,"2012","8","15","0","1","0","0"
"1275",2012-08-16,1.055,86.79,"2012","8","16","0","1","0","0"
"1276",2012-08-17,1.055,86.8,"2012","8","17","0","1","0","0"
"1277",2012-08-18,1.055,86.81,"2012","8","18","0","1","0","0"
"1278",2012-08-19,1.055,86.82,"2012","8","19","0","1","0","0"
"1279",2012-08-20,1.055,86.83,"2012","8","20","0","1","0","0"
"1280",2012-08-21,1.055,86.84,"2012","8","21","0","1","0","0"
"1281",2012-08-22,1.055,86.85,"2012","8","22","0","1","0","0"
"1282",2012-08-23,1.055,86.86,"2012","8","23","0","1","0","0"
"1283",2012-08-24,1.055,86.87,"2012","8","24","0","1","0","0"
"1284",2012-08-25,1.055,86.88,"2012","8","25","0","1","0","0"
"1285",2012-08-26,1.055,86.89,"2012","8","26","0","1","0","0"
"1286",2012-08-27,1.055,86.9,"2012","8","27","0","1","0","0"
"1287",2012-08-28,1.055,86.91,"2012","8","28","0","1","0","0"
"1288",2012-08-29,1.055,86.92,"2012","8","29","0","1","0","0"
"1289",2012-08-30,1.055,86.92,"2012","8","30","0","1","0","0"
"1290",2012-08-31,1.055,86.93,"2012","8","31","0","1","0","0"
"1291",2012-09-01,3.819,86.93,"2012","9","1","0","1","0","0"
"1292",2012-09-02,3.819,86.94,"2012","9","2","0","1","0","0"
"1293",2012-09-03,3.819,86.95,"2012","9","3","0","1","0","0"
"1294",2012-09-04,3.819,86.96,"2012","9","4","0","1","0","0"
"1295",2012-09-05,3.819,86.97,"2012","9","5","0","1","0","0"
"1296",2012-09-06,3.819,86.98,"2012","9","6","0","1","0","0"
"1297",2012-09-07,3.819,86.99,"2012","9","7","0","1","0","0"
"1298",2012-09-08,3.819,87,"2012","9","8","0","1","0","0"
"1299",2012-09-09,3.819,87.01,"2012","9","9","0","1","0","0"
"1300",2012-09-10,3.819,87.02,"2012","9","10","0","1","0","0"
"1301",2012-09-11,3.819,87.05,"2012","9","11","0","1","0","0"
"1302",2012-09-12,3.819,87.06,"2012","9","12","0","1","0","0"
"1303",2012-09-13,3.819,87.07,"2012","9","13","0","1","0","0"
"1304",2012-09-14,3.819,87.08,"2012","9","14","0","1","0","0"
"1305",2012-09-15,3.819,87.09,"2012","9","15","0","1","0","0"
"1306",2012-09-16,3.819,87.1,"2012","9","16","0","1","0","0"
"1307",2012-09-17,3.819,87.11,"2012","9","17","0","1","0","0"
"1308",2012-09-18,3.819,87.12,"2012","9","18","0","1","0","0"
"1309",2012-09-19,3.819,87.13,"2012","9","19","0","1","0","0"
"1310",2012-09-20,3.819,87.14,"2012","9","20","0","1","0","0"
"1311",2012-09-21,3.819,87.15,"2012","9","21","0","0","1","0"
"1312",2012-09-22,3.819,87.16,"2012","9","22","0","0","1","0"
"1313",2012-09-23,3.819,87.17,"2012","9","23","0","0","1","0"
"1314",2012-09-24,3.819,87.18,"2012","9","24","0","0","1","0"
"1315",2012-09-25,3.819,87.19,"2012","9","25","0","0","1","0"
"1316",2012-09-26,3.819,87.2,"2012","9","26","0","0","1","0"
"1317",2012-09-27,3.819,87.21,"2012","9","27","0","0","1","0"
"1318",2012-09-28,3.819,87.22,"2012","9","28","0","0","1","0"
"1319",2012-09-29,3.819,87.23,"2012","9","29","0","0","1","0"
"1320",2012-09-30,3.819,87.24,"2012","9","30","0","0","1","0"
"1321",2012-10-01,4.386,87.25,"2012","10","1","0","0","1","0"
"1322",2012-10-02,4.386,87.26,"2012","10","2","0","0","1","0"
