"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL"
"966",2008-08-23,10.2,0,1.8,0,3,0.4,1.4,0.2,3.2,3.4,25.05,17.2,21.45,25.95,-11783.93548,-16080.62452,-11677.46684,0,0,0.11,NA,-7.82,NA,-14.68,NA,-6.5
"967",2008-08-24,0.8,14,0,0.2,0,0.6,0,0,0,0,21.25,18.95,22.4,21.9,-11194.73871,-15276.59329,-11093.5935,0,0,0.11,NA,-7.78,NA,-14.69,NA,-6.47
"968",2008-08-25,0,0,0,0,0,0,0,0,0,0,22.35,19.6,23.45,23.55,-11783.93548,-16080.62452,-11677.46684,0,0,0.11,NA,-7.78,NA,-14.72,NA,-6.47
"969",2008-08-26,0,0,0,0,0,0,0,0,0,10.8,24.05,20.9,25,24.05,-11783.93548,-16080.62452,-11677.46684,0,0,0.11,NA,-7.88,NA,-14.75,NA,-6.52
"970",2008-08-27,0,0,0,0,0,0,0,0,0,0,23.4,21.4,24.1,25.05,-11783.93548,-16080.62452,-11677.46684,0,0,0.11,NA,-7.87,NA,-14.76,NA,-6.58
"971",2008-08-28,0,0,0,0,0,0,0,0,0,0,23.3,21.15,23.15,24.35,-11783.93548,-16080.62452,-11677.46684,0,0,0.1,NA,-7.91,NA,-14.76,NA,-6.6
"972",2008-08-29,0,0,0,0,0,0,0,0,0,0,23.25,22.6,24.05,23.85,-11783.93548,-16080.62452,-11677.46684,0,0,0.11,NA,-7.98,NA,-14.76,NA,-6.62
"973",2008-08-30,0,0,0,0,0,0,0,0,0,0,23.8,22.6,23.8,24.45,-11783.93548,-16080.62452,-11677.46684,0,0,0.1,NA,-8,NA,-14.78,NA,-6.64
"974",2008-08-31,0,0,0,0,0,0,0,0,0,0,24.25,22.35,23.8,24.25,-11194.73871,-15276.59329,-11093.5935,0,0,0.1,NA,-8.04,NA,-14.78,NA,-6.6
"975",2008-09-01,0,0,0,0,0,0,0,0,0,0,24.5,21.6,23.5,24.55,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8.05,NA,-14.79,NA,-6.6
"976",2008-09-02,0,0,0,0,0,0,0,0,0,0,23.25,20.75,23.25,24.05,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.02,NA,-14.81,NA,-6.65
"977",2008-09-03,0,0,0,0,0,0,0,0,0,0,23.1,19.5,23.2,23.95,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.03,NA,-14.81,NA,-6.67
"978",2008-09-04,0,0,0,0,0,0,0,0.4,0,0,23.1,20.4,23.6,23.65,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8.04,NA,-14.82,NA,-6.66
"979",2008-09-05,0.6,0,0,0,0,0,0,2.4,0.2,0.8,26.1,22.1,26.05,26.9,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.07,NA,-14.83,NA,-6.66
"980",2008-09-06,0,0,0,0,0,0,0,0.8,0,0,27.25,21.9,25.5,27.75,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8.11,NA,-14.83,NA,-6.66
"981",2008-09-07,0,0,0,0,0,0,0,0.8,0,0,26.65,18.5,22.45,26.8,-11187.89667,-16060.06667,-11902.66653,0,0,0.09,NA,-8.14,NA,-14.84,NA,-6.62
"982",2008-09-08,0,0,0,0,0,0,0,2,0,0,22.1,17.85,21.15,22.3,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.2,NA,-14.87,NA,-6.6
"983",2008-09-09,0,0,0,0,0,0,0,0,0,0,19.75,20.45,23.15,20.65,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8.22,NA,-14.91,NA,-6.61
"984",2008-09-10,0,0,0,0,0,0,0,0,0,0,23.65,25,25.7,24.05,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.24,NA,-14.91,NA,-6.61
"985",2008-09-11,0,0,0,0,0,0,0,0,0,0,26.1,23.75,25.6,26.4,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.25,NA,-14.88,NA,-6.64
"986",2008-09-12,0,0,0,0,0,0,0,0,0,0,25.2,21.55,24.75,26.1,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.23,NA,-14.86,NA,-6.65
"987",2008-09-13,3.2,2,19,12.4,8,8.2,8,14.6,16.2,8.4,25.05,14.4,19.45,25.05,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8.18,NA,-14.86,NA,-6.65
"988",2008-09-14,11.2,15.8,25.8,16.4,13,23,7.4,13.8,7.2,11.4,17.8,11.35,18.15,18.3,-11187.89667,-16060.06667,-11902.66653,0,0,0.09,NA,-8.05,NA,-14.87,NA,-6.6
"989",2008-09-15,1,1.8,2,6.4,0,0,0,7.2,0.2,0.6,16.7,10.5,15.5,17.5,-11776.73333,-16905.33333,-12529.12267,0,0,0.09,NA,-8,NA,-14.88,NA,-6.56
"990",2008-09-16,1.4,6.2,0,0.2,1.2,10.8,0.6,1.2,0,3.6,14.5,11.8,16.05,14.2,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.07,NA,-14.9,NA,-6.55
"991",2008-09-17,0,0,0,0,0,0,0,0,0,0,15.5,14.05,16.75,16.55,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.14,NA,-14.94,NA,-6.56
"992",2008-09-18,0,0,0,0,0,0,0,0,0,0,17.7,14.5,18.95,18.2,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.2,NA,-14.97,NA,-6.57
"993",2008-09-19,2.2,2.2,9.8,1.8,1.6,2,1.8,3.4,3.2,2.8,19.3,11.55,15.6,20.1,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.22,NA,-14.96,NA,-6.55
"994",2008-09-20,2.2,6.6,0.2,6.6,3.6,9.8,2.2,3,0,4.8,14.8,11.2,17.05,14.9,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.25,NA,-14.97,NA,-6.54
"995",2008-09-21,0,0,0.4,0,0,0,0,0.2,2.8,0,15.55,11,15.65,15.55,-11187.89667,-16060.06667,-11902.66653,0,0,0.08,NA,-8.25,NA,-14.95,NA,-6.52
"996",2008-09-22,4,0,0,0,0.6,0.4,1.4,0,0.8,2,15.1,10.95,16.25,16.3,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.19,NA,-14.92,NA,-6.52
"997",2008-09-23,0,0,0,0,0,0,0.4,0,0,0,14.9,11.3,15.9,16.25,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.12,NA,-14.92,NA,-6.54
"998",2008-09-24,0,0,0,0,0,0,0,2,0,0,15.2,11.45,15.9,14.95,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.1,NA,-14.94,NA,-6.53
"999",2008-09-25,0,0,0,0,0,0,0,0.2,0,0,15.35,11.8,15.8,15.25,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.15,NA,-14.95,NA,-6.53
"1000",2008-09-26,0,0,0,0,0,0,0,3.6,0,0,15.7,11.05,15,16.3,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.16,NA,-14.98,NA,-6.53
"1001",2008-09-27,0,0,0,0,0,0,0,4.4,0,0,15.25,10.55,13.65,15.95,-11776.73333,-16905.33333,-12529.12267,0,0,0.07,NA,-8.18,NA,-14.99,NA,-6.55
"1002",2008-09-28,0,0,0,0,0,0,0,2.2,0,0,13.45,10.65,12.5,13.95,-11187.89667,-16060.06667,-11902.66653,0,0,0.07,NA,-8.19,NA,-14.98,NA,-6.53
"1003",2008-09-29,0,0,0,0,0,0,0,0,0,0,12.8,11.6,14.45,13.85,-11776.73333,-16905.33333,-12529.12267,0,0,0.06,NA,-8.13,NA,-14.96,NA,-6.53
"1004",2008-09-30,0,0,0,0,0,0,0,0,0,0,14.05,12.05,14.8,15.1,-11776.73333,-16905.33333,-12529.12267,0,0,0.08,NA,-8.06,NA,-14.94,NA,-6.53
"1005",2008-10-01,1.6,2.6,1.4,0,2.4,3.2,1.2,0.6,1.8,5,15.2,13.75,17.35,15.95,-11031.80645,-16198.89032,-11967.048,0,0,0.08,NA,-8.04,NA,-14.92,NA,-6.52
"1006",2008-10-02,1.2,1.6,1,0,0.4,0,0.6,0.6,1.6,0.2,17.15,11.65,16.7,17.45,-11031.80645,-16198.89032,-11967.048,0,0,0.07,NA,-8.01,NA,-14.9,NA,-6.52
"1007",2008-10-03,15,0,0.4,0.4,6.8,2.2,14.4,5.8,18,11.4,18.3,10.5,15.45,18.2,-11031.80645,-16198.89032,-11967.048,0,0,0.08,NA,-7.99,NA,-14.87,NA,-6.52
"1008",2008-10-04,2.4,0,0,0,5,0.6,2.8,6.2,0,6,15.75,10.55,15.1,14.55,-11031.80645,-16198.89032,-11967.048,0,0,0.07,NA,-8.01,NA,-14.91,NA,-6.55
"1009",2008-10-05,0,0,0,0,0,0,0,0,0,0.2,11.85,11.3,12.85,13.35,-10480.21613,-15388.94581,-11368.6956,0,0,0.07,NA,-8.14,NA,-14.96,NA,-6.54
"1010",2008-10-06,0,0,1.6,0,0,0,0,0,0,0,13.7,10.3,12.8,13.7,-11031.80645,-16198.89032,-11967.048,0,0,0.1,NA,-8.17,NA,-14.97,NA,-6.53
"1011",2008-10-07,0,9.2,0.6,0.4,0,0.4,0,0.2,0.2,2,15.65,13.5,17.25,15.6,-11031.80645,-16198.89032,-11967.048,0,0,0.1,NA,-8.11,NA,-14.97,NA,-6.54
"1012",2008-10-08,0,0.2,0,0.2,0.6,3.6,0,0.2,0,0.6,15.55,14.2,17.9,16.05,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.05,NA,-14.96,NA,-6.53
"1013",2008-10-09,0,0,0,0,0,0,0,0.2,0,0,17.15,15.7,19.65,17.1,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.04,NA,-15,NA,-6.54
"1014",2008-10-10,0,0,0,0,0,0,0,0.2,0,0,18,16.15,19.7,18.45,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.07,NA,-15.05,NA,-6.56
"1015",2008-10-11,0,0,0,0,0,0,0,0,0,0,18.1,16.95,20.25,18,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.16,NA,-15.05,NA,-6.57
"1016",2008-10-12,0,0,0,0,0,0,0,0,0,0,17.7,17.05,18.2,17.9,-10480.21613,-15388.94581,-11368.6956,0,0,0.09,NA,-8.23,NA,-15.02,NA,-6.55
"1017",2008-10-13,0,0,0,0,0,0,0,0,0,0,16.6,16.95,17.25,17.15,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.18,NA,-14.98,NA,-6.54
"1018",2008-10-14,0,0,0,0,0,0,0,0,0,0,16.65,17.6,18.1,16.85,-11031.80645,-16198.89032,-11967.048,0,0,0.09,NA,-8.19,NA,-14.95,NA,-6.54
"1019",2008-10-15,0,0,0,0,0,0,0,0,0,0,16.6,14.8,17.5,17.45,-11031.80645,-16198.89032,-11967.048,0,0,0.1,NA,-8.21,NA,-14.96,NA,-6.54
"1020",2008-10-16,0.6,0,0.6,0,2.6,0.8,2,0.4,17.2,3,19.65,13.65,18.9,18.75,-11031.80645,-16198.89032,-11967.048,0,0,0.11,NA,-8.18,NA,-14.93,NA,-6.55
"1021",2008-10-17,19.4,1.2,0,0,15.4,14.6,26,9.2,3.2,29.4,20.6,15.05,18.55,20.1,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.08,NA,-14.9,NA,-6.55
"1022",2008-10-18,0.4,1.4,0,0,2.8,1,3,0,0,0.6,17.7,14.5,18.75,17.35,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.14,NA,-14.95,NA,-6.56
"1023",2008-10-19,0,0,0,0,0,0,0,0.2,0,0,18.2,13.95,18.25,18.5,-10480.21613,-15388.94581,-11368.6956,0,0,NA,NA,-8.17,NA,-14.97,NA,-6.55
"1024",2008-10-20,0,0,0,0,0,0,0,0.2,0,0,16.95,14.65,18.15,17,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.13,NA,-14.97,NA,-6.54
"1025",2008-10-21,2.2,0,8.8,0,5.2,1.6,5.2,1.8,7,6.6,18,12.95,17.55,18.8,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.08,NA,-15.02,NA,-6.55
"1026",2008-10-22,6.8,0,0,3.4,0.8,1.6,2.8,1,0,0.8,16.25,14.45,19.3,17.55,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.01,NA,-15.07,NA,-6.56
"1027",2008-10-23,0,0,0,0,0,0,0,0,0,0.2,18.55,12.8,17.65,18.55,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-7.98,NA,-15.09,NA,-6.57
"1028",2008-10-24,0,0.2,2.6,0,0,0,0.8,1,1.4,0,17.75,13.65,18.4,17.95,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8,NA,-15.09,NA,-6.57
"1029",2008-10-25,3,1.2,0.4,1,0.2,0.2,0.8,3.6,10.4,1.6,18.45,14.1,18.5,18.4,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.04,NA,-15.1,NA,-6.59
"1030",2008-10-26,3.2,0.2,0,0,0,0,1.2,0.6,0,0.8,16.35,14.9,18.1,16.45,-10480.21613,-15388.94581,-11368.6956,0,0,NA,NA,-8.09,NA,-15.1,NA,-6.59
"1031",2008-10-27,0,0,1.6,0,0,0,0,0.2,5.4,0,16.1,11.75,13.35,16.85,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-8.03,NA,-15.04,NA,-6.57
"1032",2008-10-28,6.8,33.6,48,2.4,12.2,20.8,8.6,3.2,50,10.4,14.65,12.1,15.1,14.05,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-7.93,NA,-14.97,NA,-6.55
"1033",2008-10-29,43.8,40.4,80.2,68.6,50.8,48.8,53.2,34.2,51.4,51.2,15.75,12.5,15.5,15.65,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-7.86,NA,-14.93,NA,-6.54
"1034",2008-10-30,70.4,35.6,28.6,91.4,47.2,54.4,52.4,37.6,19.8,71.4,16.2,7.95,12.1,15.4,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-7.79,NA,-14.95,NA,-6.47
"1035",2008-10-31,41.2,53.2,43.6,37.6,39.8,39.8,41,6.4,56.4,48,12.4,9.15,12.45,12.1,-11031.80645,-16198.89032,-11967.048,0,0,NA,NA,-7.62,NA,-15,NA,-6.1
"1036",2008-11-01,65,24.8,14.2,24.4,41,33.6,49.2,40.2,10.6,84,14.6,11.25,16.1,14,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.57,NA,-14.98,NA,-6.28
"1037",2008-11-02,0,0,0,0,0,0,0,0.8,0,0,15.8,12.4,17.25,15.3,-9626.666667,-14594.21667,-11285.95567,0,0,NA,NA,-7.46,NA,-15.02,NA,-6.18
"1038",2008-11-03,11.2,0.2,4.8,0,3.2,3.6,4,2.6,15.2,11.2,17.25,11.75,14.6,18.05,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.33,NA,-15,NA,-6.14
"1039",2008-11-04,26.2,10.8,32,6.6,14.6,14.4,15.6,8.8,35.2,27,15.1,10.85,15.5,14.7,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.4,NA,-14.98,NA,-6.14
"1040",2008-11-05,32.6,22.2,5.6,19.6,24.4,20.2,23.8,20,5.6,36,13.95,11.45,15.95,15.35,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.32,NA,-14.99,NA,-6.07
"1041",2008-11-06,8.2,0.2,0,0.4,1.2,0.6,1.6,3.2,0,10,13.75,11.35,14.45,13.15,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.26,NA,-14.98,NA,-6.02
"1042",2008-11-07,0.4,0.6,0,0.8,0,0.4,0,0.4,1,0,13.9,9.85,13.85,14.05,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.2,NA,-14.97,NA,-5.99
"1043",2008-11-08,0,0,0,0,0,0,0,0,0,0.6,12.95,9.7,13.2,13.35,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.15,NA,-15.01,NA,-6
"1044",2008-11-09,0,0,0,0.2,0,0,0,2,0,0,12.05,10.15,13.5,12.45,-9626.666667,-14594.21667,-11285.95567,0,0,NA,NA,-7.16,NA,-15.06,NA,-5.99
"1045",2008-11-10,0,0.2,0,0.2,0,0,0,0.2,0,0,11.6,10.25,13.15,11.9,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.15,NA,-15.05,NA,-6
"1046",2008-11-11,0,3,5.4,2.6,0.2,0.4,0,0.2,9,0,11.75,9.45,11.8,12.2,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-7.06,NA,-15.01,NA,-6.01
"1047",2008-11-12,39,9,20,5.8,30.8,19,47.8,5.8,96.8,62.6,11.1,9,12.15,11.65,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.93,NA,-14.95,NA,-6.03
"1048",2008-11-13,74,62.4,14.2,21.8,72.8,62.4,75.4,37.2,16.6,70.4,12.25,7.4,11.45,12.1,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.78,NA,-14.89,NA,-6.03
"1049",2008-11-14,7.8,4.4,0,2.8,6,2.8,9.4,27.4,0,11.2,11.05,7.7,13.15,10.45,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.63,NA,-14.94,NA,-5.91
"1050",2008-11-15,0,0.2,0,0,0,0.2,0,14.8,0,0.2,14.1,7.55,13.9,11.8,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.59,NA,-14.95,NA,-5.86
"1051",2008-11-16,0,0,0,0,0,0,0,0.4,0,0,11.45,10.8,13.8,11.5,-9626.666667,-14594.21667,-11285.95567,0,0,NA,NA,-6.59,NA,-14.93,NA,-5.82
"1052",2008-11-17,0,0,0,0.2,0,0,0.2,0,0,0,12,9.75,12.6,11.9,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.52,NA,-14.92,NA,-5.86
"1053",2008-11-18,0,0,0,0,0,0,0,0,0,0,10.6,8.5,9,10.5,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.44,NA,-14.89,NA,-5.84
"1054",2008-11-19,0,0,0,0,0,0,0,0,0,0,7.65,8.65,10.65,7.95,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.41,NA,-14.9,NA,-5.86
"1055",2008-11-20,0,0,0.4,0,0,0,0.2,0.2,0,0,9.45,8.4,10.9,9.1,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.41,NA,-14.89,NA,-5.88
"1056",2008-11-21,0.4,0.8,4.2,0.6,0.6,0.6,1,0.4,1.4,2.4,10.15,8.1,12,10,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.33,NA,-14.79,NA,-5.88
"1057",2008-11-22,1.2,2.8,0,0.8,1,2,1.4,1,0,1.8,9.6,5.1,7.9,8.9,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.35,NA,-14.75,NA,-5.91
"1058",2008-11-23,0,0,0,0,0,0,0,0,0,0,6.8,3.45,5.2,7.65,-9626.666667,-14594.21667,-11285.95567,0,0,NA,NA,-6.4,NA,-14.81,NA,-5.92
"1059",2008-11-24,2.2,36.2,22.2,29,25.6,33,23.4,0,31.6,5.2,5.2,2.75,3,6,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.21,NA,-14.73,NA,-5.91
"1060",2008-11-25,24.6,8.6,4,5.6,12.2,8,12.8,0,7.4,15.6,4.8,1.7,6.75,4.65,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.07,NA,-14.78,NA,-5.91
"1061",2008-11-26,10.6,0.2,0,0,0,0,0,0,0,13.8,5.1,1.5,7.15,4.85,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.07,NA,-14.89,NA,-5.92
"1062",2008-11-27,0.2,0,0.6,0.2,0,0,0.2,0,0,9.8,4.9,2.05,7.15,5.4,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-6.03,NA,-14.92,NA,-5.94
"1063",2008-11-28,22.4,15.8,49,10,21.2,43,16.6,0,47.8,19.2,8.45,3.45,6.8,6.55,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-5.85,NA,-14.76,NA,-5.93
"1064",2008-11-29,32,34,25.6,38.6,37.4,33,40.2,2.8,35.6,31.6,7.25,5.45,10.1,7.7,-10133.33333,-15362.33333,-11879.95333,0,0,NA,NA,-5.63,NA,-14.73,NA,-5.88
"1065",2008-11-30,75.6,33,44.2,34.8,46.8,46.4,52,7.8,52.8,82.4,10.7,5.2,7.75,9.4,-9626.666667,-14594.21667,-11285.95567,0,0,NA,NA,-5.38,NA,-14.74,NA,-5.73
"1066",2008-12-01,80.4,49.4,25,36,54.2,43.4,67.6,0,71.2,77,9.35,4.95,9.1,8.9,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-5.08,NA,-14.71,NA,-5.44
"1067",2008-12-02,69,18,4.6,15,25.8,7.6,54.2,0,7.2,60.6,7.8,3.5,6.35,8.1,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.93,NA,-14.76,NA,-5.16
"1068",2008-12-03,2,2.8,0.6,4,5.2,0,4.4,0,0.4,3.4,5.75,4.35,5.8,5.15,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.85,NA,-14.74,NA,-5.02
"1069",2008-12-04,0,0,5.6,0.2,0,0,0,0,7.8,0,3.6,4.95,6.15,4.3,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.76,NA,-14.7,NA,-4.96
"1070",2008-12-05,90.8,20.6,35.4,32.8,72,0,83,0.4,84.8,141.6,7.3,6.25,11.05,7.75,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.63,NA,-14.65,NA,-4.9
"1071",2008-12-06,62.8,21.8,5.8,25,47,0,57.4,22,4,94.2,11.15,5.6,9.75,10.9,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.56,NA,-14.69,NA,-4.67
"1072",2008-12-07,0.2,0.6,0,3.2,0,0,0.2,0,0,0.2,6.3,5.5,8.45,6.75,-9132.258065,-15093.46516,-11752.2144,0,0,NA,NA,-4.53,NA,-14.73,NA,-4.53
"1073",2008-12-08,0,0.2,0,0,0.2,0,0,1.8,0,0.2,4.75,6.9,7.55,4.95,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.47,NA,-14.77,NA,-4.51
"1074",2008-12-09,0.2,0.2,1.8,0.2,0,0,0.2,3.4,1,0,3.9,3.65,4.2,4.45,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.44,NA,-14.74,NA,-4.55
"1075",2008-12-10,23.2,2.4,29.8,6.4,10.8,0,13.4,0,38.4,24.8,4.05,4.7,8.3,3.5,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.38,NA,-14.62,NA,-4.6
"1076",2008-12-11,51.4,18,12.6,21.6,28,0,32,12.2,6.6,47.6,8.7,5.65,10.3,8.4,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.27,NA,-14.57,NA,-4.59
"1077",2008-12-12,1.2,3.2,4.8,5.6,1.6,0,1.4,2.2,1.6,2.2,9.75,5.1,9.1,9.75,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.23,NA,-14.59,NA,-4.56
"1078",2008-12-13,0.4,2.6,7.6,3.2,1.6,0,1.6,0,6,1.6,8.9,4.2,8.65,9.1,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.3,NA,-14.62,NA,-4.6
"1079",2008-12-14,12.4,7.4,6.2,7.6,9.8,0,10.2,0,9.8,14.8,9.35,4.15,10.2,8.85,-9132.258065,-15093.46516,-11752.2144,0,0,NA,NA,-4.32,NA,-14.58,NA,-4.62
"1080",2008-12-15,23,33.2,28,15.8,44.2,0,26.6,0,45.4,20.6,9.9,4.95,11.1,10.2,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.33,NA,-14.59,NA,-4.62
"1081",2008-12-16,20.8,18,21.4,17.2,26.2,0,16.6,0,24,22.6,10.5,4.25,8.65,10.35,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.28,NA,-14.6,NA,-4.55
"1082",2008-12-17,11.4,7.2,1,8.6,16.4,0,8,0,0,11,6.5,4.7,8.6,7.05,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.04,NA,-14.58,NA,-4.47
"1083",2008-12-18,0.2,0.2,1,0.2,0.2,0,0,0,0,0.2,6.45,5.25,5.8,5.7,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.2,NA,-14.58,NA,-4.46
"1084",2008-12-19,0,0,0,0.6,0,0,0.2,0,0,0,4.3,5.85,7.05,5.4,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.29,NA,-14.63,NA,-4.51
"1085",2008-12-20,0,0,0,0,0,0,0,0,0,0,5.95,6.75,8.15,6.55,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.31,NA,-14.67,NA,-4.59
"1086",2008-12-21,0.2,0,0,0.2,0,0,0,23.6,0,0,6.4,10.25,7.75,6.45,-9132.258065,-15093.46516,-11752.2144,0,0,NA,NA,-4.38,NA,-14.67,NA,-4.64
"1087",2008-12-22,0,0.2,0,0,0,0,0.2,0,0,0.2,5.65,9.15,6.25,6,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.39,NA,-14.69,NA,-4.7
"1088",2008-12-23,0.2,0,0,0.4,0,0,0.2,0,0,0,5.55,7.95,8,5.8,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.44,NA,-14.67,NA,-4.76
"1089",2008-12-24,0.2,0.2,0,0.2,0,0,0.2,0,0,0.2,6.45,9.25,2,5.8,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.43,NA,-14.67,NA,-4.81
"1090",2008-12-25,0.2,0,3.4,0.2,0.2,0,0.2,0,0,0.4,3.8,3.2,6.6,3.2,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.4,NA,-14.61,NA,-4.86
"1091",2008-12-26,0,0.6,0,1.4,0,0,0,0,0,0.2,6.85,-0.3,4.25,7.2,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.35,NA,-14.64,NA,-4.9
"1092",2008-12-27,0,0,0,0,0,0,0,0,0,0,3.85,-1.5,2.15,2.9,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.38,NA,-14.65,NA,-4.97
"1093",2008-12-28,0,0,0,0,0,0,0,0,0,0,3.6,-2.25,3.4,3.2,-9132.258065,-15093.46516,-11752.2144,0,0,NA,NA,-4.47,NA,-14.63,NA,-5.01
"1094",2008-12-29,0,0,0.2,0.2,0,0,0,0,0,0,4.3,0.25,4.65,4,-9612.903226,-15887.85806,-12370.752,0,0,NA,NA,-4.45,NA,-14.65,NA,-5.06
