"","Date","Rainfall_Settefrati","Temperature_Settefrati","fl_rate.Ls","Year","Month","Day","Spring","Summer","Autumn","Winter","snow.yes","snow.no","Y_m","Semester","Quarters","Trimonthly","Fl_rate.Tri","Fl_rate.Quar","Fl_rate.Sem","lag1","lag3","lag5","lag7","lag9","rain4"
"291",2015-12-28,0,10.25,223.898420133333,"2015","12","28","0","0","0","1","0","1",2015-12-28,2015.2,2015.4,"2016-01-01",222.783882305978,224.013028335166,235.798280945029,0,0,0,0,0,0
"292",2015-12-29,0,7,223.898420133333,"2015","12","29","0","0","0","1","0","1",2015-12-29,2015.2,2015.4,"2016-01-01",222.783882305978,224.013028335166,235.798280945029,0,0,0,0,0,0
"293",2015-12-30,0,5.2,223.898420133333,"2015","12","30","0","0","0","1","0","1",2015-12-30,2015.2,2015.4,"2016-01-01",222.783882305978,224.013028335166,235.798280945029,0,0,0,0,0,0
"294",2015-12-31,0,3.85,223.898420133333,"2015","12","31","0","0","0","1","0","1",2015-12-31,2015.2,2015.4,"2016-01-01",222.783882305978,224.013028335166,235.798280945029,0,0,0,0,0,0
"295",2016-01-01,0,3.8,223.898420133333,"2016","1","1","0","0","0","1","0","1",2016-01-01,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"296",2016-01-02,7.4,4.6,223.898420133333,"2016","1","2","0","0","0","1","0","1",2016-01-02,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,7.4
"297",2016-01-03,16.3,5.4,223.898420133333,"2016","1","3","0","0","0","1","0","1",2016-01-03,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,7.4,0,0,0,0,16.3
"298",2016-01-04,13.6,4.85,223.898420133333,"2016","1","4","0","0","0","1","0","1",2016-01-04,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,16.3,0,0,0,0,13.6
"299",2016-01-05,8.6,7.65,223.898420133333,"2016","1","5","0","0","0","1","0","1",2016-01-05,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,13.6,7.4,0,0,0,8.6
"300",2016-01-06,14,4.4,223.898420133333,"2016","1","6","0","0","0","1","0","1",2016-01-06,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,8.6,16.3,0,0,0,14
"301",2016-01-07,0.6,4.1,223.898420133333,"2016","1","7","0","0","0","1","0","1",2016-01-07,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,14,13.6,7.4,0,0,0
"302",2016-01-08,1.2,8,223.898420133333,"2016","1","8","0","0","0","1","0","1",2016-01-08,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,8.6,16.3,0,0,0
"303",2016-01-09,0.2,11.25,222.09970905,"2016","1","9","0","0","0","1","0","1",2016-01-09,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,14,13.6,7.4,0,0
"304",2016-01-10,9.6,10.85,221.1757507,"2016","1","10","0","0","0","1","0","1",2016-01-10,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,8.6,16.3,0,9.6
"305",2016-01-11,8.1,9.75,221.1757507,"2016","1","11","0","0","0","1","0","1",2016-01-11,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,9.6,0,14,13.6,7.4,8.1
"306",2016-01-12,5.1,7.3,221.1757507,"2016","1","12","0","0","0","1","0","1",2016-01-12,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,8.1,0,0,8.6,16.3,5.1
"307",2016-01-13,3.6,5.45,221.1757507,"2016","1","13","0","0","0","1","0","1",2016-01-13,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,5.1,9.6,0,14,13.6,0
"308",2016-01-14,17.6,3.1,221.1757507,"2016","1","14","0","0","0","1","0","1",2016-01-14,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,8.1,0,0,8.6,17.6
"309",2016-01-15,26.8,5.9,221.1757507,"2016","1","15","0","0","0","1","0","1",2016-01-15,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,17.6,5.1,9.6,0,14,26.8
"310",2016-01-16,0,3.4,221.1757507,"2016","1","16","0","0","0","1","0","1",2016-01-16,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,26.8,0,8.1,0,0,0
"311",2016-01-17,0,-0.4,221.1757507,"2016","1","17","0","0","0","1","0","1",2016-01-17,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,17.6,5.1,9.6,0,0
"312",2016-01-18,0,0.2,221.1757507,"2016","1","18","0","0","0","1","0","1",2016-01-18,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,26.8,0,8.1,0,0
"313",2016-01-19,0,0.35,221.1757507,"2016","1","19","0","0","0","1","0","1",2016-01-19,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,17.6,5.1,9.6,0
"314",2016-01-20,0,0.35,221.1757507,"2016","1","20","0","0","0","1","0","1",2016-01-20,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,26.8,0,8.1,0
"315",2016-01-21,6.2,5,221.1757507,"2016","1","21","0","0","0","1","0","1",2016-01-21,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,17.6,5.1,6.2
"316",2016-01-22,0,3.7,221.1757507,"2016","1","22","0","0","0","1","0","1",2016-01-22,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,6.2,0,0,26.8,0,0
"317",2016-01-23,0,2.9,221.1757507,"2016","1","23","0","0","0","1","0","1",2016-01-23,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,17.6,0
"318",2016-01-24,0,5,221.1757507,"2016","1","24","0","0","0","1","0","1",2016-01-24,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,6.2,0,0,26.8,0
"319",2016-01-25,0,5.6,221.1757507,"2016","1","25","0","0","0","1","0","1",2016-01-25,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"320",2016-01-26,0,7.05,221.1757507,"2016","1","26","0","0","0","1","0","1",2016-01-26,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,6.2,0,0,0
"321",2016-01-27,0,6.85,221.1757507,"2016","1","27","0","0","0","1","0","1",2016-01-27,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"322",2016-01-28,0,8.1,221.1757507,"2016","1","28","0","0","0","1","0","1",2016-01-28,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,6.2,0,0
"323",2016-01-29,0,8.1,221.1757507,"2016","1","29","0","0","0","1","0","1",2016-01-29,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"324",2016-01-30,0,7.8,221.1757507,"2016","1","30","0","0","0","1","0","1",2016-01-30,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,6.2,0
"325",2016-01-31,0.8,7.3,221.1757507,"2016","1","31","0","0","0","1","0","1",2016-01-31,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"326",2016-02-01,16,9.5,221.1757507,"2016","2","1","0","0","0","1","0","1",2016-02-01,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,16
"327",2016-02-02,0.2,9.3,221.1757507,"2016","2","2","0","0","0","1","0","1",2016-02-02,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,16,0,0,0,0,0
"328",2016-02-03,2.8,8.3,221.1757507,"2016","2","3","0","0","0","1","0","1",2016-02-03,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"329",2016-02-04,1.2,4.9,221.1757507,"2016","2","4","0","0","0","1","0","1",2016-02-04,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,16,0,0,0,0
"330",2016-02-05,0,5.05,221.1757507,"2016","2","5","0","0","0","1","0","1",2016-02-05,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"331",2016-02-06,0,6.15,221.1757507,"2016","2","6","0","0","0","1","0","1",2016-02-06,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,16,0,0,0
"332",2016-02-07,0.2,5,221.1757507,"2016","2","7","0","0","0","1","0","1",2016-02-07,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,0
"333",2016-02-08,3.8,7.6,221.1757507,"2016","2","8","0","0","0","1","0","1",2016-02-08,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,16,0,0
"334",2016-02-09,6.8,8.35,221.1757507,"2016","2","9","0","0","0","1","0","1",2016-02-09,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,0,0,0,0,0,6.8
"335",2016-02-10,9.2,5.5,221.1757507,"2016","2","10","0","0","0","1","0","1",2016-02-10,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,6.8,0,0,0,16,9.2
"336",2016-02-11,6.6,4.9,221.1757507,"2016","2","11","0","0","0","1","0","1",2016-02-11,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,9.2,0,0,0,0,6.6
"337",2016-02-12,10.6,5.45,221.1757507,"2016","2","12","0","0","0","1","0","1",2016-02-12,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,6.6,6.8,0,0,0,10.6
"338",2016-02-13,20.8,9.3,221.1757507,"2016","2","13","0","0","0","1","0","1",2016-02-13,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,10.6,9.2,0,0,0,20.8
"339",2016-02-14,40.1,8,221.1757507,"2016","2","14","0","0","0","1","0","1",2016-02-14,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,20.8,6.6,6.8,0,0,40.1
"340",2016-02-15,16.6,9.3,221.1757507,"2016","2","15","0","0","0","1","0","1",2016-02-15,2016.1,2016.1,"2016-01-01",222.783882305978,221.42525964304,242.128279584689,40.1,10.6,9.2,0,0,16.6
"341",2016-02-16,1.2,12.75,221.1757507,"2016","2","16","0","0","0","1","0","1",2016-02-16,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,16.6,20.8,6.6,6.8,0,0
"342",2016-02-17,0,10.05,221.1757507,"2016","2","17","0","0","0","1","0","1",2016-02-17,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,40.1,10.6,9.2,0,0
"343",2016-02-18,0.8,6.4,221.1757507,"2016","2","18","0","0","0","1","0","1",2016-02-18,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,16.6,20.8,6.6,6.8,0
"344",2016-02-19,0.8,5.55,221.1757507,"2016","2","19","0","0","0","1","0","1",2016-02-19,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,40.1,10.6,9.2,0
"345",2016-02-20,0.4,6,221.1757507,"2016","2","20","0","0","0","1","0","1",2016-02-20,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,16.6,20.8,6.6,0
"346",2016-02-21,0,7.15,221.1757507,"2016","2","21","0","0","0","1","0","1",2016-02-21,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,40.1,10.6,0
"347",2016-02-22,0,9.25,221.1757507,"2016","2","22","0","0","0","1","0","1",2016-02-22,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,16.6,20.8,0
"348",2016-02-23,0,10.35,221.1757507,"2016","2","23","0","0","0","1","0","1",2016-02-23,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,40.1,0
"349",2016-02-24,0,9.45,221.1757507,"2016","2","24","0","0","0","1","0","1",2016-02-24,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,16.6,0
"350",2016-02-25,6.4,8.45,221.1757507,"2016","2","25","0","0","0","1","0","1",2016-02-25,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,6.4
"351",2016-02-26,13.8,7.5,221.1757507,"2016","2","26","0","0","0","1","0","1",2016-02-26,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,6.4,0,0,0,0,13.8
"352",2016-02-27,16.2,6.9,221.1757507,"2016","2","27","0","0","0","1","0","1",2016-02-27,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,13.8,0,0,0,0,16.2
"353",2016-02-28,25.7,11.85,221.1757507,"2016","2","28","0","0","0","1","0","1",2016-02-28,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,16.2,6.4,0,0,0,25.7
"354",2016-02-29,37.6,6.05,221.1757507,"2016","2","29","0","0","0","1","0","1",2016-02-29,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,25.7,13.8,0,0,0,37.6
"355",2016-03-01,0,6.95,221.1757507,"2016","3","1","0","0","0","1","0","1",2016-03-01,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,37.6,16.2,6.4,0,0,0
"356",2016-03-02,0,7.15,221.1757507,"2016","3","2","0","0","0","1","0","1",2016-03-02,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,25.7,13.8,0,0,0
"357",2016-03-03,17.2,3.4,221.1757507,"2016","3","3","0","0","0","1","0","1",2016-03-03,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,37.6,16.2,6.4,0,17.2
"358",2016-03-04,0.2,4.6,221.1757507,"2016","3","4","0","0","0","1","0","1",2016-03-04,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,17.2,0,25.7,13.8,0,0
"359",2016-03-05,13.9,4.6,221.1757507,"2016","3","5","0","0","0","1","0","1",2016-03-05,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,37.6,16.2,6.4,13.9
"360",2016-03-06,0.4,7.05,221.1757507,"2016","3","6","0","0","0","1","0","1",2016-03-06,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,13.9,17.2,0,25.7,13.8,0
"361",2016-03-07,5.6,3.25,221.1757507,"2016","3","7","0","0","0","1","0","1",2016-03-07,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,37.6,16.2,5.6
"362",2016-03-08,1.6,4.25,221.1757507,"2016","3","8","0","0","0","1","0","1",2016-03-08,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,5.6,13.9,17.2,0,25.7,0
"363",2016-03-09,8.2,2.5,221.1757507,"2016","3","9","0","0","0","1","0","1",2016-03-09,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,37.6,8.2
"364",2016-03-10,4.8,3.55,221.1757507,"2016","3","10","0","0","0","1","0","1",2016-03-10,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,8.2,5.6,13.9,17.2,0,0
"365",2016-03-11,0,6.95,221.1757507,"2016","3","11","0","0","0","1","0","1",2016-03-11,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"366",2016-03-12,0.2,8.55,221.1757507,"2016","3","12","0","0","0","1","0","1",2016-03-12,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,8.2,5.6,13.9,17.2,0
"367",2016-03-13,0,7.85,221.1757507,"2016","3","13","0","0","0","1","0","1",2016-03-13,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"368",2016-03-14,0,8.1,221.1757507,"2016","3","14","0","0","0","1","0","1",2016-03-14,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,8.2,5.6,13.9,0
"369",2016-03-15,2,4.65,221.1757507,"2016","3","15","0","0","0","1","0","1",2016-03-15,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"370",2016-03-16,0,5.8,221.1757507,"2016","3","16","0","0","0","1","0","1",2016-03-16,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,8.2,5.6,0
"371",2016-03-17,3.8,8.5,221.1757507,"2016","3","17","0","0","0","1","0","1",2016-03-17,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"372",2016-03-18,0.4,8.55,221.1757507,"2016","3","18","0","0","0","1","0","1",2016-03-18,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,8.2,0
"373",2016-03-19,1.4,8.85,221.1757507,"2016","3","19","0","0","0","1","0","1",2016-03-19,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"374",2016-03-20,0,9.2,221.1757507,"2016","3","20","0","0","0","1","0","1",2016-03-20,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"375",2016-03-21,0.2,12,221.1757507,"2016","3","21","1","0","0","0","0","1",2016-03-21,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"376",2016-03-22,1.4,14.6,221.1757507,"2016","3","22","1","0","0","0","0","1",2016-03-22,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"377",2016-03-23,4.2,10.2,221.1757507,"2016","3","23","1","0","0","0","0","1",2016-03-23,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"378",2016-03-24,0.2,5.3,221.1757507,"2016","3","24","1","0","0","0","0","1",2016-03-24,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"379",2016-03-25,0,6.55,221.1757507,"2016","3","25","1","0","0","0","0","1",2016-03-25,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"380",2016-03-26,0,8.05,221.1757507,"2016","3","26","1","0","0","0","0","1",2016-03-26,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"381",2016-03-27,0,9.3,221.1757507,"2016","3","27","1","0","0","0","0","1",2016-03-27,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"382",2016-03-28,1.6,8.2,221.1757507,"2016","3","28","1","0","0","0","0","1",2016-03-28,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"383",2016-03-29,0,10.8,221.1757507,"2016","3","29","1","0","0","0","0","1",2016-03-29,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"384",2016-03-30,0,12.6,221.1757507,"2016","3","30","1","0","0","0","0","1",2016-03-30,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"385",2016-03-31,0,14.9,221.1757507,"2016","3","31","1","0","0","0","0","1",2016-03-31,2016.1,2016.1,"2016-04-01",235.268241285714,221.42525964304,242.128279584689,0,0,0,0,0,0
"386",2016-04-01,18,17.2,221.1757507,"2016","4","1","1","0","0","0","0","1",2016-04-01,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,18
"387",2016-04-02,0,17.2,221.1757507,"2016","4","2","1","0","0","0","0","1",2016-04-02,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,18,0,0,0,0,0
"388",2016-04-03,0,15.05,221.1757507,"2016","4","3","1","0","0","0","0","1",2016-04-03,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"389",2016-04-04,0,16.6,221.1757507,"2016","4","4","1","0","0","0","0","1",2016-04-04,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,18,0,0,0,0
"390",2016-04-05,0,17.3,221.1757507,"2016","4","5","1","0","0","0","0","1",2016-04-05,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"391",2016-04-06,0,18.75,221.1757507,"2016","4","6","1","0","0","0","0","1",2016-04-06,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,18,0,0,0
"392",2016-04-07,0.8,17.3,221.1757507,"2016","4","7","1","0","0","0","0","1",2016-04-07,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"393",2016-04-08,1.2,12.9,221.1757507,"2016","4","8","1","0","0","0","0","1",2016-04-08,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,18,0,0
"394",2016-04-09,12.8,9.3,221.1757507,"2016","4","9","1","0","0","0","0","1",2016-04-09,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,12.8
"395",2016-04-10,0.6,10.6,221.1757507,"2016","4","10","1","0","0","0","0","1",2016-04-10,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,12.8,0,0,0,18,0
"396",2016-04-11,0,11.75,221.1757507,"2016","4","11","1","0","0","0","0","1",2016-04-11,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"397",2016-04-12,0,14.05,221.1757507,"2016","4","12","1","0","0","0","0","1",2016-04-12,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,12.8,0,0,0,0
"398",2016-04-13,0,17.1,221.1757507,"2016","4","13","1","0","0","0","0","1",2016-04-13,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"399",2016-04-14,0,14.5,221.1757507,"2016","4","14","1","0","0","0","0","1",2016-04-14,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,12.8,0,0,0
"400",2016-04-15,0,13,221.1757507,"2016","4","15","1","0","0","0","0","1",2016-04-15,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"401",2016-04-16,0,14.6,221.1757507,"2016","4","16","1","0","0","0","0","1",2016-04-16,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,12.8,0,0
"402",2016-04-17,0,18,221.1757507,"2016","4","17","1","0","0","0","0","1",2016-04-17,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"403",2016-04-18,0,18.25,221.1757507,"2016","4","18","1","0","0","0","0","1",2016-04-18,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,12.8,0
"404",2016-04-19,0,14.55,221.1757507,"2016","4","19","1","0","0","0","0","1",2016-04-19,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"405",2016-04-20,0,14.5,221.1757507,"2016","4","20","1","0","0","0","0","1",2016-04-20,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"406",2016-04-21,0,14.05,221.1757507,"2016","4","21","1","0","0","0","0","1",2016-04-21,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"407",2016-04-22,0,12.6,221.1757507,"2016","4","22","1","0","0","0","0","1",2016-04-22,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,0
"408",2016-04-23,25.8,11.05,240.5792804,"2016","4","23","1","0","0","0","0","1",2016-04-23,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,0,0,25.8
"409",2016-04-24,32.5,9.3,275.6702681,"2016","4","24","1","0","0","0","0","1",2016-04-24,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,25.8,0,0,0,0,32.5
"410",2016-04-25,15,4,275.9887048,"2016","4","25","1","0","0","0","0","1",2016-04-25,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,32.5,0,0,0,0,15
"411",2016-04-26,2.2,5.6,276.6314134,"2016","4","26","1","0","0","0","0","1",2016-04-26,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,15,25.8,0,0,0,0
"412",2016-04-27,2.8,10.7,276.1204195,"2016","4","27","1","0","0","0","0","1",2016-04-27,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,32.5,0,0,0,0
"413",2016-04-28,0,11,276.0351943,"2016","4","28","1","0","0","0","0","1",2016-04-28,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,15,25.8,0,0,0
"414",2016-04-29,0.2,13.7,275.9849944,"2016","4","29","1","0","0","0","0","1",2016-04-29,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,32.5,0,0,0
"415",2016-04-30,1.4,14.05,276.2298441,"2016","4","30","1","0","0","0","0","1",2016-04-30,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,15,25.8,0,0
"416",2016-05-01,6,11.15,276.9418741,"2016","5","1","1","0","0","0","0","1",2016-05-01,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,0,32.5,0,6
"417",2016-05-02,7.8,7.6,277.0451587,"2016","5","2","1","0","0","0","0","1",2016-05-02,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,6,0,0,15,25.8,7.8
"418",2016-05-03,0.2,12.95,275.6731375,"2016","5","3","1","0","0","0","0","1",2016-05-03,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,7.8,0,0,0,32.5,0
"419",2016-05-04,0,12.35,275.6340509,"2016","5","4","1","0","0","0","0","1",2016-05-04,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,6,0,0,15,0
"420",2016-05-05,0.6,12.45,275.8300855,"2016","5","5","1","0","0","0","0","1",2016-05-05,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,7.8,0,0,0,0
"421",2016-05-06,4,12.1,275.6085185,"2016","5","6","1","0","0","0","0","1",2016-05-06,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,6,0,0,0
"422",2016-05-07,5.4,14.3,275.6911855,"2016","5","7","1","0","0","0","0","1",2016-05-07,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,0,0,7.8,0,0,5.4
"423",2016-05-08,0,15.15,275.879104,"2016","5","8","1","0","0","0","0","1",2016-05-08,2016.1,2016.2,"2016-04-01",235.268241285714,262.831299526337,242.128279584689,5.4,0,0,6,0,0
